stage_name,total_elapsed_sec,mean_elapsed_sec,p95_elapsed_sec,max_elapsed_sec,num_calls
score_recompute,25.3251351,0.31656418875,0.3486302,0.3683556,80
ranking_compare,12.891668,0.16114585,0.1827334,0.1977668,80
build_candidate_score_pack,8.7779151,0.87779151,0.9295886,0.9295886,10
build_step11_input,0.0694223,0.00694223,0.0099246,0.0099246,10
run_step11_backend,0,0,0,0,10
