stage_name,total_elapsed_sec,mean_elapsed_sec,p95_elapsed_sec,max_elapsed_sec,num_calls
score_recompute,42.7028339,0.53378542375,0.6372753,0.6904699,80
ranking_compare,21.7150197,0.27143774625,0.3354893,0.3594286,80
build_candidate_score_pack,12.8286888,1.28286888,1.4808902,1.4808902,10
build_step11_input,0.0841989,0.00841989,0.0128964,0.0128964,10
run_step11_backend,0,0,0,0,10
