azOffsetDeg,uOffset,azRmseDeg,elRmseDeg
-0.62,-0.01460938122,0.434467950140778,0.200689089110212
0,-0.01460938122,0.00520779624810933,0.232777622174929
0.62,-0.01460938122,0.43547798785483,0.211476713302077
-0.62,0,0.431139471057782,0.0064289564820449
0,0,0.0015346533715497,0.00470464639983954
0.62,0,0.434080409777919,0.0111644687478822
-0.62,0.01460938122,0.43300417179415,0.222383725713931
0,0.01460938122,0.00462558751399908,0.202802560562738
0.62,0.01460938122,0.438990664160436,0.208946908164879
