recommendation,rationale,recommended_fixed_point_format,proceed_to_rtl_score_core_flag,proceed_to_rtl_score_core_smoke_flag,proceed_to_full_fpga_backend_flag
do_not_proceed_to_rtl_score_core_until_score_ranking_or_topK_closes,formal_trial_count_below_minimum,not_recommended,0,0,0
