stage_name,total_elapsed_sec,mean_elapsed_sec,p95_elapsed_sec,max_elapsed_sec,num_calls
score_recompute,27.2622372,0.340777965,0.3871684,0.5187591,80
ranking_compare,13.8561047,0.17320130875,0.2012598,0.224783,80
build_candidate_score_pack,8.8203282,0.88203282,0.9047413,0.9047413,10
build_step11_input,0.0691646,0.00691646,0.0094002,0.0094002,10
run_step11_backend,0,0,0,0,10
