object_name,bits,scale,clip_rate,overflow_rate,relative_error,max_abs
W,16,1.02326866867281e-06,0,0,1.89921494063163e-05,0.033529444466402
G_cache,16,0.0012316833403547,0,0,3.11406035699207e-05,40.3585680134025
Z,16,0.000684889401308542,0,0,2.72350386763418e-05,22.441771012677
Rz,16,0.791704082248772,0,0,5.40789568384496e-05,25941.7676630455
score,16,1.39674359920712,0,0,1.57301606984766e-05,45767.0975152198
