candidate_index,candidate_id,score_baseline,score_fixed,score_abs_diff,score_rel_diff
5833,p_+6.160000_+10.720000__+6.320000_+10.720000__sep_+0.000000,34364.6922254816,34359.8925404952,4.79968498639937,0.000139669081128577
6859,p_+6.160000_+10.780000__+6.320000_+11.140000__sep_+0.360000,14613.5408134624,14618.3185093017,4.77769583930422,0.000326936223074893
7339,p_+8.080000_+11.200000__+8.240000_+11.200000__sep_+0.000000,30928.5543905823,30923.9032864457,4.65110413656294,0.0001503822027317
6634,p_+7.600000_+11.080000__+7.760000_+10.360000__sep_+0.720000,24319.6615318849,24324.289780192,4.62824830713726,0.00019030891121035
2563,p_+8.560000_+9.760000__+8.720000_+9.760000__sep_+0.000000,18083.2405445654,18087.8296097322,4.58906516681236,0.000253774491109754
2394,p_+8.720000_+9.880000__+8.880000_+9.160000__sep_+0.720000,21315.3615137817,21319.8942982975,4.53278451576989,0.000212653419593149
6121,p_+7.600000_+10.540000__+7.760000_+10.900000__sep_+0.360000,33960.1099988913,33964.6141019196,4.50410302833188,0.000132629223771034
1690,p_+7.920000_+9.520000__+8.080000_+9.520000__sep_+0.000000,21449.6538051297,21453.9816838214,4.32787869168533,0.000201769162850093
7234,p_+6.480000_+11.200000__+6.640000_+11.200000__sep_+0.000000,30821.8255879831,30826.1312345012,4.30564651812529,0.000139694727226151
855,p_+8.720000_+9.280000__+8.880000_+9.280000__sep_+0.000000,8729.5738155277,8733.83772584214,4.26391031444109,0.000488444270538921
1684,p_+7.760000_+9.520000__+8.080000_+9.520000__sep_+0.000000,23713.8607702664,23718.1030581361,4.24228786971435,0.000178894862832016
703,p_+6.160000_+9.280000__+6.320000_+9.280000__sep_+0.000000,18365.7859844843,18361.5913551768,4.19462930742884,0.000228393672395646
1855,p_+7.760000_+9.340000__+8.080000_+9.700000__sep_+0.360000,19592.1806402463,19596.3126968759,4.13205662960172,0.000210903355041227
5452,p_+7.920000_+10.660000__+8.080000_+10.300000__sep_+0.360000,29422.4991526041,29426.5941480957,4.09499549160319,0.000139179050371075
7012,p_+6.000000_+11.140000__+6.160000_+10.780000__sep_+0.360000,21819.7290180986,21815.738276016,3.99074208260572,0.000182896042352109
1656,p_+7.280000_+9.520000__+7.440000_+9.520000__sep_+0.000000,29957.5681705531,29961.546946592,3.97877603885354,0.00013281371893078
686,p_+6.000000_+9.280000__+6.320000_+9.280000__sep_+0.000000,18530.3493811761,18526.4070998833,3.94228129287512,0.000212747272692
5976,p_+8.240000_+10.720000__+8.400000_+10.720000__sep_+0.000000,28191.6083011022,28187.6825755989,3.92572550327168,0.000139251562427469
1657,p_+7.280000_+9.520000__+7.600000_+9.520000__sep_+0.000000,30484.1950468853,30488.1192834931,3.92423660775603,0.000128730202707353
841,p_+8.080000_+9.280000__+8.240000_+9.280000__sep_+0.000000,9804.01088693956,9807.93355363241,3.92266669285891,0.000400108357497288
3748,p_+8.080000_+10.180000__+8.240000_+9.820000__sep_+0.360000,18898.234967452,18902.13112807,3.89616061802008,0.000206165317805094
3250,p_+6.000000_+10.000000__+6.160000_+10.000000__sep_+0.000000,33300.8625903276,33296.9706614986,3.89192882905627,0.000116871712211644
5787,p_+7.760000_+10.840000__+7.920000_+10.120000__sep_+0.720000,18943.6577249774,18939.8432052486,3.81451972881769,0.000201361309637062
684,p_+8.720000_+9.220000__+8.880000_+8.860000__sep_+0.360000,24757.6599654497,24761.4705267439,3.81056129421268,0.000153914436967406
