trial_index,scenario_trial_index,rng_seed,gate_mode,backend_mode,scenario_name,SNR_dB,target_count,az_sep_deg,beta,rho,phase_deg,frontend_state,frontend_boundary_unreliable_flag,az_truth,el_truth,route_name,status,confidence,az_est,el_est,reject_reason,success,safe,false_high,false_split,boundary_missed,low_confidence,boundary_unreliable,out_of_scope_reject,az_error_mean,el_error_mean,az_error_max,el_error_max,eval_failure_reason,common_el_gate_mode_debug,common_el_proxy_flag,selected_common_el_gate_pass,rank1_without_common_el_gate_pass,rank1_refocus_consensus_gate_pass,rank1_refocus_pair_error_deg,rank1_refocus_pair_agree_tol_deg,low_cost_boundary_flag,boundary_unreliable_flag_debug,music_peak_count,music_peak_sep_deg,music_peak2_ratio,music_reliable_flag,music_failure_reason,refocus_route_reliable,refocus_score,refocus_score_gap,refocus_peak_sharpness,refocus_best_az_pair,common_el_proxy_failure_reason,rank1_route_reliable,rank1_score,rank1_score_gap,rank1_residual,rank1_best_az_pair,rank1_failure_reason,rank1_truth_az_error,refocus_truth_az_error,truth_pair_in_rank1_top1,truth_pair_in_rank1_top3,truth_pair_in_rank1_top5,truth_pair_in_refocus_top1,truth_pair_in_refocus_top3,truth_pair_in_refocus_top5,rank1_candidate_correct_but_rejected,refocus_candidate_correct_but_rejected,final_step87_route,final_confidence_flag,final_failure_reason,runtime_sec
2083,695,917396,current_common_el_proxy,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,2.17335802338543e-07,1.220680540912,0.0504870952637418,[-0.2 0.16],refocus_sharpness_below_proxy_gate,1,2.17335802338543e-07,1.220680540912,2.17335802338543e-07,[-0.2 0.16],ok,0.039999999999992,0.039999999999992,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2438244
2084,695,917396,rank1_reliable_without_common_el_proxy,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],common_el_rank1_refocus,success,medium,[-0.2 0.16],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.019999999999996,0,0.039999999999992,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,2.17335802338543e-07,1.220680540912,0.0504870952637418,[-0.2 0.16],refocus_sharpness_below_proxy_gate,1,2.17335802338543e-07,1.220680540912,2.17335802338543e-07,[-0.2 0.16],ok,0.039999999999992,0.039999999999992,1,1,1,1,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0388732
2085,695,917396,rank1_refocus_consensus_gate,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],common_el_rank1_refocus,success,medium,[-0.2 0.16],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.019999999999996,0,0.039999999999992,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,2.17335802338543e-07,1.220680540912,0.0504870952637418,[-0.2 0.16],refocus_sharpness_below_proxy_gate,1,2.17335802338543e-07,1.220680540912,2.17335802338543e-07,[-0.2 0.16],ok,0.039999999999992,0.039999999999992,1,1,1,1,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.0342818
2086,696,917397,current_common_el_proxy,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,3.9543062571592e-07,0.589384925325923,0.0500417067566916,[-0.2 0.16],refocus_sharpness_below_proxy_gate,1,3.9543062571592e-07,0.589384925325923,3.9543062571592e-07,[-0.2 0.16],ok,0.039999999999992,0.039999999999992,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2380494
2087,696,917397,rank1_reliable_without_common_el_proxy,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],common_el_rank1_refocus,success,medium,[-0.2 0.16],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.019999999999996,0,0.039999999999992,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,3.9543062571592e-07,0.589384925325923,0.0500417067566916,[-0.2 0.16],refocus_sharpness_below_proxy_gate,1,3.9543062571592e-07,0.589384925325923,3.9543062571592e-07,[-0.2 0.16],ok,0.039999999999992,0.039999999999992,1,1,1,1,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0371041
2088,696,917397,rank1_refocus_consensus_gate,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],common_el_rank1_refocus,success,medium,[-0.2 0.16],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.019999999999996,0,0.039999999999992,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,3.9543062571592e-07,0.589384925325923,0.0500417067566916,[-0.2 0.16],refocus_sharpness_below_proxy_gate,1,3.9543062571592e-07,0.589384925325923,3.9543062571592e-07,[-0.2 0.16],ok,0.039999999999992,0.039999999999992,1,1,1,1,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.0363434
2089,697,917398,current_common_el_proxy,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,1.21307210589314e-06,0.00576986430955855,0.0502647745226166,[-0.24 0.2],refocus_sharpness_below_proxy_gate,1,1.21307210589314e-06,0.00576986430955855,1.21307210589314e-06,[-0.24 0.2],ok,0.039999999999992,0.039999999999992,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2401726
2090,697,917398,rank1_reliable_without_common_el_proxy,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],common_el_rank1_refocus,success,medium,[-0.24 0.2],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.019999999999996,0,0.039999999999992,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,1.21307210589314e-06,0.00576986430955855,0.0502647745226166,[-0.24 0.2],refocus_sharpness_below_proxy_gate,1,1.21307210589314e-06,0.00576986430955855,1.21307210589314e-06,[-0.24 0.2],ok,0.039999999999992,0.039999999999992,1,1,1,1,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0355869
2091,697,917398,rank1_refocus_consensus_gate,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],common_el_rank1_refocus,success,medium,[-0.24 0.2],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.019999999999996,0,0.039999999999992,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,1.21307210589314e-06,0.00576986430955855,0.0502647745226166,[-0.24 0.2],refocus_sharpness_below_proxy_gate,1,1.21307210589314e-06,0.00576986430955855,1.21307210589314e-06,[-0.24 0.2],ok,0.039999999999992,0.039999999999992,1,1,1,1,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.0353551
2092,698,917399,current_common_el_proxy,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,1.89528439017634e-06,0.0401178708755979,0.0502352264177724,[-0.2 0.16],refocus_sharpness_below_proxy_gate,1,1.89528439017634e-06,0.0401178708755979,1.89528439017634e-06,[-0.2 0.16],ok,0.039999999999992,0.039999999999992,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2420269
2093,698,917399,rank1_reliable_without_common_el_proxy,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],common_el_rank1_refocus,success,medium,[-0.2 0.16],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.019999999999996,0,0.039999999999992,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,1.89528439017634e-06,0.0401178708755979,0.0502352264177724,[-0.2 0.16],refocus_sharpness_below_proxy_gate,1,1.89528439017634e-06,0.0401178708755979,1.89528439017634e-06,[-0.2 0.16],ok,0.039999999999992,0.039999999999992,1,1,1,1,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0366576
2094,698,917399,rank1_refocus_consensus_gate,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],common_el_rank1_refocus,success,medium,[-0.2 0.16],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.019999999999996,0,0.039999999999992,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,1.89528439017634e-06,0.0401178708755979,0.0502352264177724,[-0.2 0.16],refocus_sharpness_below_proxy_gate,1,1.89528439017634e-06,0.0401178708755979,1.89528439017634e-06,[-0.2 0.16],ok,0.039999999999992,0.039999999999992,1,1,1,1,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.0375509
2095,699,917400,current_common_el_proxy,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,1.16536711825751e-06,0.221410506432869,0.0504823653992691,[-0.24 0.2],refocus_sharpness_below_proxy_gate,1,1.16536711825751e-06,0.221410506432869,1.16536711825751e-06,[-0.24 0.2],ok,0.039999999999992,0.039999999999992,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2381677
2096,699,917400,rank1_reliable_without_common_el_proxy,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],common_el_rank1_refocus,success,medium,[-0.24 0.2],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.019999999999996,0,0.039999999999992,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,1.16536711825751e-06,0.221410506432869,0.0504823653992691,[-0.24 0.2],refocus_sharpness_below_proxy_gate,1,1.16536711825751e-06,0.221410506432869,1.16536711825751e-06,[-0.24 0.2],ok,0.039999999999992,0.039999999999992,1,1,1,1,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0377278
2097,699,917400,rank1_refocus_consensus_gate,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],common_el_rank1_refocus,success,medium,[-0.24 0.2],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.019999999999996,0,0.039999999999992,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,1.16536711825751e-06,0.221410506432869,0.0504823653992691,[-0.24 0.2],refocus_sharpness_below_proxy_gate,1,1.16536711825751e-06,0.221410506432869,1.16536711825751e-06,[-0.24 0.2],ok,0.039999999999992,0.039999999999992,1,1,1,1,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.0359114
2098,700,917401,current_common_el_proxy,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,4.60336410569896e-07,0.601271140816067,0.050328556635931,[-0.22 0.18],refocus_sharpness_below_proxy_gate,1,4.60336410569896e-07,0.601271140816067,4.60336410569896e-07,[-0.22 0.18],ok,0.0200000000000102,0.0200000000000102,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2354285
2099,700,917401,rank1_reliable_without_common_el_proxy,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],common_el_rank1_refocus,success,medium,[-0.22 0.18],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.0200000000000102,0,0.0200000000000102,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,4.60336410569896e-07,0.601271140816067,0.050328556635931,[-0.22 0.18],refocus_sharpness_below_proxy_gate,1,4.60336410569896e-07,0.601271140816067,4.60336410569896e-07,[-0.22 0.18],ok,0.0200000000000102,0.0200000000000102,1,1,1,1,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0354727
2100,700,917401,rank1_refocus_consensus_gate,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],common_el_rank1_refocus,success,medium,[-0.22 0.18],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.0200000000000102,0,0.0200000000000102,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,4.60336410569896e-07,0.601271140816067,0.050328556635931,[-0.22 0.18],refocus_sharpness_below_proxy_gate,1,4.60336410569896e-07,0.601271140816067,4.60336410569896e-07,[-0.22 0.18],ok,0.0200000000000102,0.0200000000000102,1,1,1,1,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.0370067
2101,701,917402,current_common_el_proxy,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,2.01679976857599e-06,0.128605002367675,0.0503186788635101,[-0.22 0.18],refocus_sharpness_below_proxy_gate,1,2.01679976857599e-06,0.128605002367675,2.01679976857599e-06,[-0.22 0.18],ok,0.0200000000000102,0.0200000000000102,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2411063
2102,701,917402,rank1_reliable_without_common_el_proxy,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],common_el_rank1_refocus,success,medium,[-0.22 0.18],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.0200000000000102,0,0.0200000000000102,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,2.01679976857599e-06,0.128605002367675,0.0503186788635101,[-0.22 0.18],refocus_sharpness_below_proxy_gate,1,2.01679976857599e-06,0.128605002367675,2.01679976857599e-06,[-0.22 0.18],ok,0.0200000000000102,0.0200000000000102,1,1,1,1,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0361167
2103,701,917402,rank1_refocus_consensus_gate,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],common_el_rank1_refocus,success,medium,[-0.22 0.18],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.0200000000000102,0,0.0200000000000102,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,2.01679976857599e-06,0.128605002367675,0.0503186788635101,[-0.22 0.18],refocus_sharpness_below_proxy_gate,1,2.01679976857599e-06,0.128605002367675,2.01679976857599e-06,[-0.22 0.18],ok,0.0200000000000102,0.0200000000000102,1,1,1,1,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.035903
2104,702,917403,current_common_el_proxy,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],boundary_unreliable,rejected,low,[],[],boundary_unreliable,0,1,0,0,0,1,1,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,0,0,0,0.12,1,1,1,NaN,0,0,peak_count_lt_2,1,5.66635890353027e-07,0.469685497865757,0.0496958666610748,[-0.18 0.14],refocus_sharpness_below_proxy_gate,1,5.66635890353027e-07,0.469685497865757,5.66635890353027e-07,[-0.18 0.14],ok,0.0600000000000023,0.0600000000000023,0,1,1,0,1,1,1,1,boundary_unreliable,low,boundary_unreliable,0.2463302
2105,702,917403,rank1_reliable_without_common_el_proxy,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],boundary_unreliable,rejected,low,[],[],boundary_unreliable,0,1,0,0,0,1,1,0,NaN,NaN,NaN,NaN,ok,rank1_reliable_without_common_el_proxy,0,0,0,0,0,0.12,1,1,1,NaN,0,0,peak_count_lt_2,1,5.66635890353027e-07,0.469685497865757,0.0496958666610748,[-0.18 0.14],refocus_sharpness_below_proxy_gate,1,5.66635890353027e-07,0.469685497865757,5.66635890353027e-07,[-0.18 0.14],ok,0.0600000000000023,0.0600000000000023,0,1,1,0,1,1,1,1,boundary_unreliable,low,boundary_unreliable,0.2429961
2106,702,917403,rank1_refocus_consensus_gate,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],boundary_unreliable,rejected,low,[],[],boundary_unreliable,0,1,0,0,0,1,1,0,NaN,NaN,NaN,NaN,ok,rank1_refocus_consensus_gate,0,0,0,0,0,0.12,1,1,1,NaN,0,0,peak_count_lt_2,1,5.66635890353027e-07,0.469685497865757,0.0496958666610748,[-0.18 0.14],refocus_sharpness_below_proxy_gate,1,5.66635890353027e-07,0.469685497865757,5.66635890353027e-07,[-0.18 0.14],ok,0.0600000000000023,0.0600000000000023,0,1,1,0,1,1,1,1,boundary_unreliable,low,boundary_unreliable,0.2410376
2107,703,917404,current_common_el_proxy,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,1.99353146270657e-06,0.0220963116604472,0.0502851543178106,[-0.16 0.12],refocus_sharpness_below_proxy_gate,1,1.99353146270657e-06,0.0220963116604472,1.99353146270657e-06,[-0.16 0.12],ok,0.0800000000000125,0.0800000000000125,0,1,1,0,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2396271
2108,703,917404,rank1_reliable_without_common_el_proxy,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],common_el_rank1_refocus,success,medium,[-0.16 0.12],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.0600000000000023,0,0.0800000000000125,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,1.99353146270657e-06,0.0220963116604472,0.0502851543178106,[-0.16 0.12],refocus_sharpness_below_proxy_gate,1,1.99353146270657e-06,0.0220963116604472,1.99353146270657e-06,[-0.16 0.12],ok,0.0800000000000125,0.0800000000000125,0,1,1,0,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0373361
2109,703,917404,rank1_refocus_consensus_gate,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],common_el_rank1_refocus,success,medium,[-0.16 0.12],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.0600000000000023,0,0.0800000000000125,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,1.99353146270657e-06,0.0220963116604472,0.0502851543178106,[-0.16 0.12],refocus_sharpness_below_proxy_gate,1,1.99353146270657e-06,0.0220963116604472,1.99353146270657e-06,[-0.16 0.12],ok,0.0800000000000125,0.0800000000000125,0,1,1,0,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.0353026
2110,704,917405,current_common_el_proxy,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,9.82344250363444e-07,0.327235599473443,0.0502866742311834,[-0.2 0.16],refocus_sharpness_below_proxy_gate,1,9.82344250363444e-07,0.327235599473443,9.82344250363444e-07,[-0.2 0.16],ok,0.039999999999992,0.039999999999992,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2370271
2111,704,917405,rank1_reliable_without_common_el_proxy,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],common_el_rank1_refocus,success,medium,[-0.2 0.16],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.019999999999996,0,0.039999999999992,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,9.82344250363444e-07,0.327235599473443,0.0502866742311834,[-0.2 0.16],refocus_sharpness_below_proxy_gate,1,9.82344250363444e-07,0.327235599473443,9.82344250363444e-07,[-0.2 0.16],ok,0.039999999999992,0.039999999999992,1,1,1,1,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0359843
2112,704,917405,rank1_refocus_consensus_gate,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],common_el_rank1_refocus,success,medium,[-0.2 0.16],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.019999999999996,0,0.039999999999992,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,9.82344250363444e-07,0.327235599473443,0.0502866742311834,[-0.2 0.16],refocus_sharpness_below_proxy_gate,1,9.82344250363444e-07,0.327235599473443,9.82344250363444e-07,[-0.2 0.16],ok,0.039999999999992,0.039999999999992,1,1,1,1,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.0353131
2113,705,917406,current_common_el_proxy,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,2.13460364714644e-06,0.180928974154927,0.0505000548402365,[-0.18 0.14],refocus_sharpness_below_proxy_gate,1,2.13460364714644e-06,0.180928974154927,2.13460364714644e-06,[-0.18 0.14],ok,0.0600000000000023,0.0600000000000023,0,1,1,0,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.234425
2114,705,917406,rank1_reliable_without_common_el_proxy,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],common_el_rank1_refocus,success,medium,[-0.18 0.14],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.0400000000000063,0,0.0600000000000023,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,2.13460364714644e-06,0.180928974154927,0.0505000548402365,[-0.18 0.14],refocus_sharpness_below_proxy_gate,1,2.13460364714644e-06,0.180928974154927,2.13460364714644e-06,[-0.18 0.14],ok,0.0600000000000023,0.0600000000000023,0,1,1,0,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0356129
2115,705,917406,rank1_refocus_consensus_gate,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],common_el_rank1_refocus,success,medium,[-0.18 0.14],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.0400000000000063,0,0.0600000000000023,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,2.13460364714644e-06,0.180928974154927,0.0505000548402365,[-0.18 0.14],refocus_sharpness_below_proxy_gate,1,2.13460364714644e-06,0.180928974154927,2.13460364714644e-06,[-0.18 0.14],ok,0.0600000000000023,0.0600000000000023,0,1,1,0,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.0358185
2116,706,917407,current_common_el_proxy,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],boundary_unreliable,rejected,low,[],[],boundary_unreliable,0,1,0,0,0,1,1,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,0,0,0,0.12,1,1,1,NaN,0,0,peak_count_lt_2,1,3.26012794920417e-07,0.469857718741022,0.0497134842328507,[-0.16 0.12],refocus_sharpness_below_proxy_gate,1,3.26012794920417e-07,0.469857718741022,3.26012794920417e-07,[-0.16 0.12],ok,0.0800000000000125,0.0800000000000125,0,1,1,0,1,1,1,1,boundary_unreliable,low,boundary_unreliable,0.241029
2117,706,917407,rank1_reliable_without_common_el_proxy,step87_reference,medium_beta_pair,8,2,0.4,0.8,1,0,single_peak_in_scope,0,[-0.2 0.2],[0 0],boundary_unreliable,rejected,low,[],[],boundary_unreliable,0,1,0,0,0,1,1,0,NaN,NaN,NaN,NaN,ok,rank1_reliable_without_common_el_proxy,0,0,0,0,0,0.12,1,1,1,NaN,0,0,peak_count_lt_2,1,3.26012794920417e-07,0.469857718741022,0.0497134842328507,[-0.16 0.12],refocus_sharpness_below_proxy_gate,1,3.26012794920417e-07,0.469857718741022,3.26012794920417e-07,[-0.16 0.12],ok,0.0800000000000125,0.0800000000000125,0,1,1,0,1,1,1,1,boundary_unreliable,low,boundary_unreliable,0.2442285
