trial_index,scenario_trial_index,rng_seed,gate_mode,backend_mode,scenario_name,SNR_dB,target_count,az_sep_deg,beta,rho,phase_deg,frontend_state,frontend_boundary_unreliable_flag,az_truth,el_truth,route_name,status,confidence,az_est,el_est,reject_reason,success,safe,false_high,false_split,boundary_missed,low_confidence,boundary_unreliable,out_of_scope_reject,az_error_mean,el_error_mean,az_error_max,el_error_max,eval_failure_reason,common_el_gate_mode_debug,common_el_proxy_flag,selected_common_el_gate_pass,rank1_without_common_el_gate_pass,rank1_refocus_consensus_gate_pass,rank1_refocus_pair_error_deg,rank1_refocus_pair_agree_tol_deg,low_cost_boundary_flag,boundary_unreliable_flag_debug,music_peak_count,music_peak_sep_deg,music_peak2_ratio,music_reliable_flag,music_failure_reason,refocus_route_reliable,refocus_score,refocus_score_gap,refocus_peak_sharpness,refocus_best_az_pair,common_el_proxy_failure_reason,rank1_route_reliable,rank1_score,rank1_score_gap,rank1_residual,rank1_best_az_pair,rank1_failure_reason,rank1_truth_az_error,refocus_truth_az_error,truth_pair_in_rank1_top1,truth_pair_in_rank1_top3,truth_pair_in_rank1_top5,truth_pair_in_refocus_top1,truth_pair_in_refocus_top3,truth_pair_in_refocus_top5,rank1_candidate_correct_but_rejected,refocus_candidate_correct_but_rejected,final_step87_route,final_confidence_flag,final_failure_reason,runtime_sec
1031,344,917045,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.08 0.08],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.00499999999999545,0,0.00499999999999545,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,1.54321295251489e-07,0.530306008104499,0.0506931118802314,[-0.08 0.08],refocus_sharpness_below_proxy_gate,1,1.54321295251489e-07,0.530306008104499,1.54321295251489e-07,[-0.08 0.08],ok,0.00499999999999545,0.00499999999999545,1,1,1,1,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0363432
1032,344,917045,rank1_refocus_consensus_gate,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.08 0.08],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.00499999999999545,0,0.00499999999999545,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,1.54321295251489e-07,0.530306008104499,0.0506931118802314,[-0.08 0.08],refocus_sharpness_below_proxy_gate,1,1.54321295251489e-07,0.530306008104499,1.54321295251489e-07,[-0.08 0.08],ok,0.00499999999999545,0.00499999999999545,1,1,1,1,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.0362556
1033,345,917046,current_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,0,447252536.529423,0.0507242370163593,[-0.1 0.1],refocus_sharpness_below_proxy_gate,1,0,447252536.529423,0,[-0.1 0.1],ok,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2469953
1034,345,917046,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.1 0.1],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.0250000000000057,0,0.0250000000000057,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,0,447252536.529423,0.0507242370163593,[-0.1 0.1],refocus_sharpness_below_proxy_gate,1,0,447252536.529423,0,[-0.1 0.1],ok,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0348921
1035,345,917046,rank1_refocus_consensus_gate,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.1 0.1],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.0250000000000057,0,0.0250000000000057,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,0,447252536.529423,0.0507242370163593,[-0.1 0.1],refocus_sharpness_below_proxy_gate,1,0,447252536.529423,0,[-0.1 0.1],ok,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.0371534
1036,346,917047,current_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,0,0,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,0,0,0,0.0504577419563643,[-0.14 0.14],refocus_sharpness_below_proxy_gate,0,0,0,0,[-0.14 0.14],rank1_score_gap_too_small,0.0649999999999977,0.0649999999999977,0,1,1,0,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2426568
1037,346,917047,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,rank1_reliable_without_common_el_proxy,0,0,0,0,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,0,0,0,0.0504577419563643,[-0.14 0.14],refocus_sharpness_below_proxy_gate,0,0,0,0,[-0.14 0.14],rank1_score_gap_too_small,0.0649999999999977,0.0649999999999977,0,1,1,0,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.250078
1038,346,917047,rank1_refocus_consensus_gate,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,rank1_refocus_consensus_gate,0,0,0,0,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,0,0,0,0.0504577419563643,[-0.14 0.14],refocus_sharpness_below_proxy_gate,0,0,0,0,[-0.14 0.14],rank1_score_gap_too_small,0.0649999999999977,0.0649999999999977,0,1,1,0,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2481552
1039,347,917048,current_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,0,0,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,0,0,0,0.0506576424828824,[-0.14 0.14],refocus_sharpness_below_proxy_gate,0,0,0,0,[-0.14 0.14],rank1_score_gap_too_small,0.0649999999999977,0.0649999999999977,0,1,1,0,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2478392
1040,347,917048,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,rank1_reliable_without_common_el_proxy,0,0,0,0,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,0,0,0,0.0506576424828824,[-0.14 0.14],refocus_sharpness_below_proxy_gate,0,0,0,0,[-0.14 0.14],rank1_score_gap_too_small,0.0649999999999977,0.0649999999999977,0,1,1,0,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2460783
1041,347,917048,rank1_refocus_consensus_gate,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,rank1_refocus_consensus_gate,0,0,0,0,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,0,0,0,0.0506576424828824,[-0.14 0.14],refocus_sharpness_below_proxy_gate,0,0,0,0,[-0.14 0.14],rank1_score_gap_too_small,0.0649999999999977,0.0649999999999977,0,1,1,0,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2433871
1042,348,917049,current_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,8.44687444398161e-08,1.03382802963794,0.0507692926258371,[-0.1 0.1],refocus_sharpness_below_proxy_gate,1,8.44687444398161e-08,1.03382802963794,8.44687444398161e-08,[-0.1 0.1],ok,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2406252
1043,348,917049,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.1 0.1],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.0250000000000057,0,0.0250000000000057,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,8.44687444398161e-08,1.03382802963794,0.0507692926258371,[-0.1 0.1],refocus_sharpness_below_proxy_gate,1,8.44687444398161e-08,1.03382802963794,8.44687444398161e-08,[-0.1 0.1],ok,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0375388
1044,348,917049,rank1_refocus_consensus_gate,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.1 0.1],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.0250000000000057,0,0.0250000000000057,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,8.44687444398161e-08,1.03382802963794,0.0507692926258371,[-0.1 0.1],refocus_sharpness_below_proxy_gate,1,8.44687444398161e-08,1.03382802963794,8.44687444398161e-08,[-0.1 0.1],ok,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.0381548
1045,349,917050,current_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,0,103295866.928701,0.0505883166777572,[-0.12 0.12],refocus_sharpness_below_proxy_gate,1,0,103295866.928701,0,[-0.12 0.12],ok,0.0449999999999875,0.0449999999999875,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2388373
1046,349,917050,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.12 0.12],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.0449999999999875,0,0.0449999999999875,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,0,103295866.928701,0.0505883166777572,[-0.12 0.12],refocus_sharpness_below_proxy_gate,1,0,103295866.928701,0,[-0.12 0.12],ok,0.0449999999999875,0.0449999999999875,1,1,1,1,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0350162
1047,349,917050,rank1_refocus_consensus_gate,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.12 0.12],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.0449999999999875,0,0.0449999999999875,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,0,103295866.928701,0.0505883166777572,[-0.12 0.12],refocus_sharpness_below_proxy_gate,1,0,103295866.928701,0,[-0.12 0.12],ok,0.0449999999999875,0.0449999999999875,1,1,1,1,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.0350511
1048,350,917051,current_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,0,965789600.726314,0.0504509358319996,[-0.1 0.1],refocus_sharpness_below_proxy_gate,1,0,965789600.726314,0,[-0.1 0.1],ok,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2419073
1049,350,917051,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.1 0.1],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.0250000000000057,0,0.0250000000000057,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,0,965789600.726314,0.0504509358319996,[-0.1 0.1],refocus_sharpness_below_proxy_gate,1,0,965789600.726314,0,[-0.1 0.1],ok,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0360864
1050,350,917051,rank1_refocus_consensus_gate,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.1 0.1],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.0250000000000057,0,0.0250000000000057,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,0,965789600.726314,0.0504509358319996,[-0.1 0.1],refocus_sharpness_below_proxy_gate,1,0,965789600.726314,0,[-0.1 0.1],ok,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.0352354
1051,351,917052,current_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,1.05534917748379e-08,25.4213381778083,0.0506884028602435,[-0.1 0.1],refocus_sharpness_below_proxy_gate,1,1.05534917748379e-08,25.4213381778083,1.05534917748379e-08,[-0.1 0.1],ok,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2391534
1052,351,917052,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.1 0.1],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.0250000000000057,0,0.0250000000000057,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,1.05534917748379e-08,25.4213381778083,0.0506884028602435,[-0.1 0.1],refocus_sharpness_below_proxy_gate,1,1.05534917748379e-08,25.4213381778083,1.05534917748379e-08,[-0.1 0.1],ok,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0370717
1053,351,917052,rank1_refocus_consensus_gate,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.1 0.1],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.0250000000000057,0,0.0250000000000057,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,1.05534917748379e-08,25.4213381778083,0.0506884028602435,[-0.1 0.1],refocus_sharpness_below_proxy_gate,1,1.05534917748379e-08,25.4213381778083,1.05534917748379e-08,[-0.1 0.1],ok,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.0374465
1054,352,917053,current_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,0,42757817.4138538,0.0504363383794922,[-0.14 0.14],refocus_sharpness_below_proxy_gate,1,0,42757817.4138538,0,[-0.14 0.14],ok,0.0649999999999977,0.0649999999999977,0,1,1,0,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2376435
1055,352,917053,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.14 0.14],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.0649999999999977,0,0.0649999999999977,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,0,42757817.4138538,0.0504363383794922,[-0.14 0.14],refocus_sharpness_below_proxy_gate,1,0,42757817.4138538,0,[-0.14 0.14],ok,0.0649999999999977,0.0649999999999977,0,1,1,0,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.035773
1056,352,917053,rank1_refocus_consensus_gate,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.14 0.14],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.0649999999999977,0,0.0649999999999977,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,0,42757817.4138538,0.0504363383794922,[-0.14 0.14],refocus_sharpness_below_proxy_gate,1,0,42757817.4138538,0,[-0.14 0.14],ok,0.0649999999999977,0.0649999999999977,0,1,1,0,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.0359221
1057,353,917054,current_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,0,304536456.804393,0.0506069748327772,[-0.08 0.08],refocus_sharpness_below_proxy_gate,1,0,304536456.804393,0,[-0.08 0.08],ok,0.00499999999999545,0.00499999999999545,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2403729
1058,353,917054,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.08 0.08],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.00499999999999545,0,0.00499999999999545,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,0,304536456.804393,0.0506069748327772,[-0.08 0.08],refocus_sharpness_below_proxy_gate,1,0,304536456.804393,0,[-0.08 0.08],ok,0.00499999999999545,0.00499999999999545,1,1,1,1,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.037112
1059,353,917054,rank1_refocus_consensus_gate,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.08 0.08],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.00499999999999545,0,0.00499999999999545,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,0,304536456.804393,0.0506069748327772,[-0.08 0.08],refocus_sharpness_below_proxy_gate,1,0,304536456.804393,0,[-0.08 0.08],ok,0.00499999999999545,0.00499999999999545,1,1,1,1,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.0350221
1060,354,917055,current_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,0,0,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,0,0,0,0.0502435113046776,[-0.1 0.1],refocus_sharpness_below_proxy_gate,0,0,0,0,[-0.1 0.1],rank1_score_gap_too_small,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2414572
1061,354,917055,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,rank1_reliable_without_common_el_proxy,0,0,0,0,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,0,0,0,0.0502435113046776,[-0.1 0.1],refocus_sharpness_below_proxy_gate,0,0,0,0,[-0.1 0.1],rank1_score_gap_too_small,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2470707
1062,354,917055,rank1_refocus_consensus_gate,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,rank1_refocus_consensus_gate,0,0,0,0,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,0,0,0,0.0502435113046776,[-0.1 0.1],refocus_sharpness_below_proxy_gate,0,0,0,0,[-0.1 0.1],rank1_score_gap_too_small,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2430722
1063,355,917056,current_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,2,0.24,0.0321882797734883,0,ok,1,0,1276016833.07109,0.0506279909619207,[-0.1 0.1],refocus_sharpness_below_proxy_gate,1,0,1276016833.07109,0,[-0.1 0.1],ok,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2422562
1064,355,917056,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.1 0.1],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.0250000000000057,0,0.0250000000000057,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,2,0.24,0.0321882797734883,0,ok,1,0,1276016833.07109,0.0506279909619207,[-0.1 0.1],refocus_sharpness_below_proxy_gate,1,0,1276016833.07109,0,[-0.1 0.1],ok,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0354468
1065,355,917056,rank1_refocus_consensus_gate,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.1 0.1],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.0250000000000057,0,0.0250000000000057,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,2,0.24,0.0321882797734883,0,ok,1,0,1276016833.07109,0.0506279909619207,[-0.1 0.1],refocus_sharpness_below_proxy_gate,1,0,1276016833.07109,0,[-0.1 0.1],ok,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.0352
1066,356,917057,current_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,0,91058889.6389754,0.0507794047223401,[-0.08 0.08],refocus_sharpness_below_proxy_gate,1,0,91058889.6389754,0,[-0.08 0.08],ok,0.00499999999999545,0.00499999999999545,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2453962
1067,356,917057,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,16,2,0.15,1,1,60,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.08 0.08],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.00499999999999545,0,0.00499999999999545,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,0,91058889.6389754,0.0507794047223401,[-0.08 0.08],refocus_sharpness_below_proxy_gate,1,0,91058889.6389754,0,[-0.08 0.08],ok,0.00499999999999545,0.00499999999999545,1,1,1,1,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.038299
