route_name,sep_factor,theta_sep_deg,theta_a_deg,theta_b_deg,snr_db,raw_success_count,tol_success_count,tol_success_count_rel,raw_success_rate,tol_success_rate,tol_success_rate_rel,rmse_deg,rmse_valid_count,mean_num_peaks,snr90_db,snr90_rel_db,lambda2_over_noise_array,lambda2_over_noise_beam,root_dist_array,root_dist_beam,mean_outer_iter,init_failed_rate,guard_applied_rate,mean_final_residual_power
proto9_subspace_relax_root_music,9,0.311111,12.844444,13.155556,14,200,25,9,1.000000,0.125000,0.045000,0.122058,200,2.000000,20.000000,20.000000,1.636652,1.714812,0.009022,0.008565,4.305000,0.000000,0.115000,1.445371e-01
proto9_subspace_relax_root_music,9,0.311111,12.844444,13.155556,16,200,110,67,1.000000,0.550000,0.335000,0.082562,200,2.000000,20.000000,20.000000,2.099700,2.200746,0.006354,0.006063,4.060000,0.000000,0.045000,9.124985e-02
proto9_subspace_relax_root_music,9,0.311111,12.844444,13.155556,18,200,178,144,1.000000,0.890000,0.720000,0.055887,200,2.000000,20.000000,20.000000,2.812181,2.946617,0.004503,0.004285,3.295000,0.000000,0.000000,5.750827e-02
proto9_subspace_relax_root_music,9,0.311111,12.844444,13.155556,20,200,198,192,1.000000,0.990000,0.960000,0.037305,200,2.000000,20.000000,20.000000,3.964135,4.153508,0.003331,0.003173,2.310000,0.000000,0.000000,3.631040e-02
proto9_subspace_relax_root_music,9,0.311111,12.844444,13.155556,22,200,200,200,1.000000,1.000000,1.000000,0.027276,200,2.000000,20.000000,20.000000,5.776849,6.060694,0.002608,0.002500,1.725000,0.000000,0.000000,2.290324e-02
proto9_subspace_relax_root_music,9,0.311111,12.844444,13.155556,24,200,200,199,1.000000,1.000000,0.995000,0.020901,200,2.000000,20.000000,20.000000,8.645377,9.058150,0.001987,0.001899,1.115000,0.000000,0.000000,1.445786e-02
proto9_subspace_relax_root_music,9,0.311111,12.844444,13.155556,26,200,200,200,1.000000,1.000000,1.000000,0.015851,200,2.000000,20.000000,20.000000,13.250005,13.881385,0.001549,0.001484,1.015000,0.000000,0.000000,9.119472e-03
proto9_subspace_relax_root_music,9,0.311111,12.844444,13.155556,28,200,200,200,1.000000,1.000000,1.000000,0.013492,200,2.000000,20.000000,20.000000,20.456781,21.442886,0.001221,0.001171,1.000000,0.000000,0.000000,5.756149e-03
proto9_subspace_relax_root_music,10,0.280000,12.860000,13.140000,14,200,0,0,1.000000,0.000000,0.000000,0.157891,200,2.000000,22.000000,22.000000,1.367338,1.431674,0.012608,0.011836,4.475000,0.000000,0.160000,1.464005e-01
proto9_subspace_relax_root_music,10,0.280000,12.860000,13.140000,16,200,33,4,1.000000,0.165000,0.020000,0.112691,200,2.000000,22.000000,22.000000,1.662907,1.743560,0.008583,0.008107,3.985000,0.000000,0.150000,9.241668e-02
proto9_subspace_relax_root_music,10,0.280000,12.860000,13.140000,18,200,114,40,1.000000,0.570000,0.200000,0.083449,200,2.000000,22.000000,22.000000,2.128929,2.230174,0.006000,0.005675,3.460000,0.000000,0.045000,5.831250e-02
proto9_subspace_relax_root_music,10,0.280000,12.860000,13.140000,20,200,176,118,1.000000,0.880000,0.590000,0.057286,200,2.000000,22.000000,22.000000,2.876340,3.013286,0.004516,0.004311,2.335000,0.000000,0.010000,3.679374e-02
proto9_subspace_relax_root_music,10,0.280000,12.860000,13.140000,22,200,199,187,1.000000,0.995000,0.935000,0.035331,200,2.000000,22.000000,22.000000,4.076493,4.272354,0.003234,0.003080,1.705000,0.000000,0.000000,2.318664e-02
proto9_subspace_relax_root_music,10,0.280000,12.860000,13.140000,24,200,200,199,1.000000,1.000000,0.995000,0.027297,200,2.000000,22.000000,22.000000,5.952674,6.238498,0.002541,0.002430,1.300000,0.000000,0.000000,1.463894e-02
proto9_subspace_relax_root_music,10,0.280000,12.860000,13.140000,26,200,200,200,1.000000,1.000000,1.000000,0.019623,200,2.000000,22.000000,22.000000,8.904393,9.338428,0.001958,0.001873,1.000000,0.000000,0.000000,9.241542e-03
proto9_subspace_relax_root_music,10,0.280000,12.860000,13.140000,28,200,200,200,1.000000,1.000000,1.000000,0.015318,200,2.000000,22.000000,22.000000,13.612047,14.276072,0.001570,0.001507,1.000000,0.000000,0.000000,5.826468e-03
