candidate_index,candidate_id,score_baseline,score_fixed,score_abs_diff,score_rel_diff
5420,p_+14.780000_+10.660000__+15.260000_+10.300000__sep_+0.360000,45398.2805483106,45398.3222890899,0.041740779292013,9.19435247059513e-07
4556,p_+14.620000_+10.420000__+15.420000_+10.060000__sep_+0.360000,45397.7278556673,45397.7810988507,0.0532431834290037,1.17281604044765e-06
4555,p_+14.620000_+10.420000__+15.260000_+10.060000__sep_+0.360000,45319.1300701796,45319.1894523136,0.0593821339862188,1.31031054422849e-06
4565,p_+14.780000_+10.420000__+15.260000_+10.060000__sep_+0.360000,45218.2732489457,45218.322415531,0.0491665853260201,1.08731673709293e-06
5421,p_+14.780000_+10.660000__+15.420000_+10.300000__sep_+0.360000,45128.6075629896,45128.6417809927,0.034218003078422,7.58233079331358e-07
5753,p_+14.620000_+10.840000__+15.420000_+10.120000__sep_+0.720000,45114.2208948046,45114.2623563371,0.0414615325207706,9.19034656886768e-07
5411,p_+14.620000_+10.660000__+15.420000_+10.300000__sep_+0.360000,45112.3021961831,45112.3465428903,0.0443467072400381,9.83029131326183e-07
4231,p_+14.940000_+10.240000__+15.100000_+10.240000__sep_+0.000000,45097.4887738381,45097.5558136529,0.067039814821328,1.4865531683489e-06
4566,p_+14.780000_+10.420000__+15.420000_+10.060000__sep_+0.360000,45091.7897352511,45091.8408447269,0.051109475789417,1.13345414075373e-06
4223,p_+14.780000_+10.240000__+15.260000_+10.240000__sep_+0.000000,45072.1723805368,45072.2335223606,0.0611418237458565,1.3565315474401e-06
5410,p_+14.620000_+10.660000__+15.260000_+10.300000__sep_+0.360000,45025.6329484377,45025.6857498867,0.0528014490846545,1.1726975419784e-06
4222,p_+14.780000_+10.240000__+15.100000_+10.240000__sep_+0.000000,44965.25348435,44965.3268025084,0.0733181584218983,1.63055143117155e-06
5419,p_+14.780000_+10.660000__+15.100000_+10.300000__sep_+0.360000,44829.0101642158,44829.0496883748,0.0395241589430952,8.81664770163605e-07
4214,p_+14.620000_+10.240000__+15.420000_+10.240000__sep_+0.000000,44825.6262554815,44825.6888969893,0.0626415078513674,1.39744858207547e-06
4557,p_+14.620000_+10.420000__+15.580000_+10.060000__sep_+0.360000,44798.2556095452,44798.2992589833,0.0436494380119257,9.74355751535674e-07
4232,p_+14.940000_+10.240000__+15.260000_+10.240000__sep_+0.000000,44732.7425801074,44732.7990043325,0.0564242251057294,1.26136297153444e-06
4213,p_+14.620000_+10.240000__+15.260000_+10.240000__sep_+0.000000,44731.9912176217,44732.0629856072,0.0717679854788003,1.60439952537878e-06
5754,p_+14.620000_+10.840000__+15.580000_+10.120000__sep_+0.720000,44717.5670525452,44717.6023824157,0.0353298705085763,7.90066920838114e-07
5752,p_+14.620000_+10.840000__+15.260000_+10.120000__sep_+0.720000,44704.0469724772,44704.0942740452,0.0473015680108801,1.05810482974846e-06
4224,p_+14.780000_+10.240000__+15.420000_+10.240000__sep_+0.000000,44699.1183944911,44699.1748547709,0.0564602797239786,1.26311841825804e-06
4554,p_+14.620000_+10.420000__+15.100000_+10.060000__sep_+0.360000,44682.0377568252,44682.100302724,0.0625458988361061,1.3997996057499e-06
