candidate_index,vector_slot,beam_index,real_value,imag_value
5420,1,1,21.0619557729495,30.3455921343898
5420,1,2,5.38163977340367,1.26208456176809
5420,1,3,0.976167846611004,-1.12172602656532
5420,1,4,7.45636473004796,2.01171034520277
5420,1,5,0.685166730063571,-5.91461324510053
5420,1,6,-6.30882635699106,0.781919913681492
5420,1,7,-3.22775426200073,0.65135146788533
5420,2,1,21.3988512067569,10.1391397254435
5420,2,2,28.5390658761197,-3.81963489662741
5420,2,3,1.26644514695621,-5.78729697007555
5420,2,4,1.83645615987075,-0.518594782563257
5420,2,5,-3.76188286489556,-8.33844339437829
5420,2,6,-5.58876718878935,4.93213854639987
5420,2,7,-3.61254162395357,4.36751779757853
4556,1,1,33.3948665243894,23.5682172473355
4556,1,2,-1.32814257531607,-0.498432383222916
4556,1,3,-0.289877481035843,1.46648389406698
4556,1,4,5.49385345997583,-0.451758245272989
4556,1,5,-1.11995946459894,-4.16170422662892
4556,1,6,-1.60533455184568,1.08392375921965
4556,1,7,-2.33515996338638,1.84195846677818
4556,2,1,15.773234663393,1.63813941164197
4556,2,2,28.0858080844237,-14.8433041199538
4556,2,3,-1.21354561115396,-7.21217117322462
4556,2,4,-1.4868970971398,1.22920019991618
4556,2,5,-4.70018015873578,-4.62023965594163
4556,2,6,-2.00889527337307,3.89832291883461
4556,2,7,-3.4963595905012,10.1260181235219
4555,1,1,33.3948665243894,23.5682172473355
4555,1,2,-1.32814257531607,-0.498432383222916
4555,1,3,-0.289877481035843,1.46648389406698
4555,1,4,5.49385345997583,-0.451758245272989
4555,1,5,-1.11995946459894,-4.16170422662892
4555,1,6,-1.60533455184568,1.08392375921965
4555,1,7,-2.33515996338638,1.84195846677818
4555,2,1,23.5480668840831,2.35085103158932
4555,2,2,23.4639684854674,-12.1866511447216
4555,2,3,-1.11688846032523,-7.22086705792818
4555,2,4,-1.44111430584943,1.12473674592742
4555,2,5,-6.88309034395685,-6.66399875080053
4555,2,6,-2.61826068974103,5.31091372963915
4555,2,7,-2.97123973795181,8.88979476779373
4565,1,1,32.2661119443065,22.9073517440974
4565,1,2,5.72010832206849,-0.0973856508908862
