stage_name,total_elapsed_sec,mean_elapsed_sec,p95_elapsed_sec,max_elapsed_sec,num_calls
score_recompute,27.0872833,0.33859104125,0.4270331,0.4635094,80
ranking_compare,13.4470885,0.16808860625,0.2050282,0.2737536,80
build_candidate_score_pack,10.5146766,1.05146766,1.6291156,1.6291156,10
build_step11_input,0.1895599,0.01895599,0.0645133,0.0645133,10
run_step11_backend,0,0,0,0,10
