case_type,trial_index,scenario_name,quant_mode,metric_name,metric_value,topK_miss_count,argmax_changed_flag,score_gap_norm_baseline,score_gap_rel_error,max_clip_rate,note
max_topK_miss_count,958,strong_coherent,combined_int14,topK_miss_count,1,1,1,0.0011301618141438,0.0266895728885974,0,see trial CSV for full fields
argmax_changed_largest_baseline_gap,958,strong_coherent,combined_int14,score_gap_norm_baseline,0.0011301618141438,1,1,0.0011301618141438,0.0266895728885974,0,see trial CSV for full fields
max_score_gap_rel_error,718,weak_secondary,combined_int14,score_gap_rel_error,0.133917928332222,0,0,0.000140989170295091,0.133917928332222,0,see trial CSV for full fields
policy_changed_sample,NaN,,,same_policy_flag,NaN,NaN,0,NaN,NaN,NaN,no matching sample
max_clip_or_overflow_sample,118,weak_secondary,double_baseline,max_clip_rate,0,0,0,0.000125113634958438,0,0,see trial CSV for full fields
