candidate_index,vector_slot,beam_index,real_value,imag_value
4385,1,1,41.0132666201705,3.57287975893997
4385,1,2,-0.420004178972937,0.675342206520009
4385,1,3,1.35277066567509,4.11356518780585
4385,1,4,-0.201770436820639,0.234923914390035
4385,1,5,-3.71571727797235,-3.51728064329882
4385,1,6,-0.45767742616917,2.01919287596795
4385,1,7,-0.033631976223091,1.4987619271481
4385,2,1,12.823283687608,8.81380742588547
4385,2,2,35.5736964492264,1.35662695559579
4385,2,3,1.86050106497764,-4.61523570371779
4385,2,4,2.18541326433613,-0.31231132294445
4385,2,5,-1.38377097043458,-6.1682131060997
4385,2,6,-5.42193945513868,3.13637472457755
4385,2,7,-2.76679082011011,2.29216810154042
4384,1,1,41.0132666201705,3.57287975893997
4384,1,2,-0.420004178972937,0.675342206520009
4384,1,3,1.35277066567509,4.11356518780585
4384,1,4,-0.201770436820639,0.234923914390035
4384,1,5,-3.71571727797235,-3.51728064329882
4384,1,6,-0.45767742616917,2.01919287596795
4384,1,7,-0.033631976223091,1.4987619271481
4384,2,1,19.0187184461596,13.3626985751386
4384,2,2,29.4165337469984,1.14288437854733
4384,2,3,1.98838092413164,-4.75241287782106
4384,2,4,3.31865688175997,-0.368036770346932
4384,2,5,-2.06339238292441,-8.55027507929669
4384,2,6,-7.01175014149127,4.11526288528892
4384,2,7,-3.06332432198548,2.49801079739647
5582,1,1,40.8019525862886,7.22965563081075
5582,1,2,-0.635690211690463,0.564044845395589
5582,1,3,0.887263971159681,3.72113897976667
5582,1,4,0.791539530903306,-0.384319939469308
5582,1,5,-3.31715959761318,-3.77387063432256
5582,1,6,-0.674361115947566,1.93125453145537
5582,1,7,-0.374028855009377,1.74999055812296
5582,2,1,5.13590520167546,12.1602772350247
5582,2,2,28.0802154990454,20.9686376090679
5582,2,3,1.74673396780775,-1.13231840980758
5582,2,4,4.02634772700973,1.88435468495301
5582,2,5,2.20785999136571,-4.92497681224164
5582,2,6,-7.65005443245798,-0.952522772905679
5582,2,7,2.37808624868157,-0.386363932077772
4386,1,1,41.0132666201705,3.57287975893997
4386,1,2,-0.420004178972937,0.675342206520009
4386,1,3,1.35277066567509,4.11356518780585
4386,1,4,-0.201770436820639,0.234923914390035
4386,1,5,-3.71571727797235,-3.51728064329882
4386,1,6,-0.45767742616917,2.01919287596795
4386,1,7,-0.033631976223091,1.4987619271481
4386,2,1,6.69500328224056,4.33172030456961
4386,2,2,39.6908366908441,1.39460693224634
4386,2,3,1.49109373901191,-3.90086475629378
4386,2,4,0.967419576250273,-0.244052976049874
4386,2,5,-0.271367890241452,-2.26745566253377
4386,2,6,-3.22430873239996,1.79539849461406
4386,2,7,-2.24087422862904,1.91374388654202
5240,1,1,37.5340501648586,17.6484709758602
5240,1,2,-1.15112248999907,0.00884312781313007
5240,1,3,-0.0451149666726458,2.37882366999985
5240,1,4,3.79563866438953,-0.977293544915355
5240,1,5,-2.00268389473975,-4.18772498073584
5240,1,6,-1.27988619363428,1.50188337260856
5240,1,7,-1.55563687964715,2.03944541370119
5240,2,1,8.63917559085809,11.5603031011132
5240,2,2,33.3299091335778,13.4663408829135
5240,2,3,2.22003474635155,-2.4343813949133
5240,2,4,3.74944344643579,0.715584436710103
5240,2,5,0.87781218938814,-5.79461918306239
5240,2,6,-7.13307181752007,1.09373917015849
5240,2,7,0.161460969680368,-0.18042678752566
5581,1,1,40.8019525862886,7.22965563081075
5581,1,2,-0.635690211690463,0.564044845395589
5581,1,3,0.887263971159681,3.72113897976667
5581,1,4,0.791539530903306,-0.384319939469308
5581,1,5,-3.31715959761318,-3.77387063432256
5581,1,6,-0.674361115947566,1.93125453145537
5581,1,7,-0.374028855009377,1.74999055812296
5581,2,1,7.16863009927853,18.4054647160873
5581,2,2,23.1896140351005,17.0638416870762
5581,2,3,1.97050328655048,-1.28550952732797
5581,2,4,5.34251832759558,2.80014800850676
5581,2,5,2.77038235040948,-6.45985165328282
5581,2,6,-9.6857891138389,-1.28955511792942
5581,2,7,0.790651146982177,-0.422956443588104
