candidate_index,candidate_id,score_baseline,score_fixed,score_abs_diff,score_rel_diff
4385,p_+3.370000_+10.060000__+4.170000_+10.420000__sep_+0.360000,161985.337671223,161985.423929817,0.0862585935392417,5.32508650346602e-07
4384,p_+3.370000_+10.060000__+4.010000_+10.420000__sep_+0.360000,161517.962390376,161518.040584668,0.078194292349508,4.84121339770983e-07
5582,p_+3.370000_+10.120000__+4.170000_+10.840000__sep_+0.720000,161470.740020724,161470.807909811,0.0678890878043603,4.20442042909119e-07
4386,p_+3.370000_+10.060000__+4.330000_+10.420000__sep_+0.360000,161465.756161368,161465.845196223,0.089034855045611,5.51416332244654e-07
5240,p_+3.370000_+10.300000__+4.170000_+10.660000__sep_+0.360000,161172.33673751,161172.407858887,0.0711213770264294,4.41275335867717e-07
5581,p_+3.370000_+10.120000__+4.010000_+10.840000__sep_+0.720000,160978.766730581,160978.823408585,0.0566780039807782,3.52083725896822e-07
5583,p_+3.370000_+10.120000__+4.330000_+10.840000__sep_+0.720000,160960.235658535,160960.304955932,0.0692973973054904,4.30524949357677e-07
4214,p_+3.370000_+10.240000__+4.170000_+10.240000__sep_+0.000000,160914.400851569,160914.501233626,0.100382057309616,6.23822708088203e-07
5241,p_+3.370000_+10.300000__+4.330000_+10.660000__sep_+0.360000,160830.947277577,160831.023370419,0.0760928420640994,4.7312313551677e-07
4374,p_+3.210000_+10.060000__+4.170000_+10.420000__sep_+0.360000,160737.997756854,160738.064213934,0.0664570803637616,4.13449721230759e-07
4373,p_+3.210000_+10.060000__+4.010000_+10.420000__sep_+0.360000,160736.263961814,160736.32629867,0.0623368555970956,3.87820732301609e-07
4215,p_+3.370000_+10.240000__+4.330000_+10.240000__sep_+0.000000,160641.160247333,160641.262333698,0.102086365484865,6.35493203159682e-07
5239,p_+3.370000_+10.300000__+4.010000_+10.660000__sep_+0.360000,160626.734351747,160626.799016663,0.0646649168629665,4.02578793150092e-07
5229,p_+3.210000_+10.300000__+4.170000_+10.660000__sep_+0.360000,160350.131109561,160350.200147224,0.0690376626444049,4.30543225419841e-07
4213,p_+3.370000_+10.240000__+4.010000_+10.240000__sep_+0.000000,160293.114629694,160293.215836716,0.101207021856681,6.31387206434205e-07
4203,p_+3.210000_+10.240000__+4.170000_+10.240000__sep_+0.000000,160280.434736012,160280.509745115,0.0750091027584858,4.67986644046907e-07
5228,p_+3.210000_+10.300000__+4.010000_+10.660000__sep_+0.360000,160082.459468678,160082.522576143,0.063107465102803,3.9421848784845e-07
4202,p_+3.210000_+10.240000__+4.010000_+10.240000__sep_+0.000000,160006.570000308,160006.65291976,0.0829194521938916,5.18225296584585e-07
4383,p_+3.370000_+10.060000__+3.850000_+10.420000__sep_+0.360000,159990.708316859,159990.779960344,0.0716434842615854,4.47797781604269e-07
4387,p_+3.370000_+10.060000__+4.490000_+10.420000__sep_+0.360000,159816.050790895,159816.138786425,0.0879955305135809,5.5060508677389e-07
5570,p_+3.210000_+10.120000__+4.010000_+10.840000__sep_+0.720000,159788.542486741,159788.583174397,0.0406876563210972,2.54634379210721e-07
4727,p_+3.370000_+9.880000__+4.170000_+10.600000__sep_+0.720000,159769.899237446,159769.968170897,0.0689334502385464,4.31454551624264e-07
5571,p_+3.210000_+10.120000__+4.170000_+10.840000__sep_+0.720000,159721.595224018,159721.654126542,0.0589025244116783,3.68782470079043e-07
4394,p_+3.530000_+10.060000__+4.010000_+10.420000__sep_+0.360000,159671.877689273,159671.949749976,0.0720607023686171,4.51304909865528e-07
4395,p_+3.530000_+10.060000__+4.170000_+10.420000__sep_+0.360000,159661.937022366,159662.024322798,0.0873004321474582,5.46782995218384e-07
5584,p_+3.370000_+10.120000__+4.490000_+10.840000__sep_+0.720000,159556.54017034,159556.610106918,0.0699365773471072,4.38318462361016e-07
5242,p_+3.370000_+10.300000__+4.490000_+10.660000__sep_+0.360000,159522.312069511,159522.392486376,0.0804168642498553,5.04110448291484e-07
4726,p_+3.370000_+9.880000__+4.010000_+10.600000__sep_+0.720000,159518.168657168,159518.24079991,0.0721427417593077,4.52254074671297e-07
5069,p_+3.370000_+10.480000__+4.170000_+10.480000__sep_+0.000000,159474.963477506,159475.043950501,0.0804729955561925,5.04612095851293e-07
5070,p_+3.370000_+10.480000__+4.330000_+10.480000__sep_+0.000000,159220.300008579,159220.400743904,0.100735325220739,6.32678905989449e-07
6437,p_+3.370000_+10.360000__+4.170000_+11.080000__sep_+0.720000,159198.426339308,159198.483701401,0.057362092891708,3.60318215517088e-07
5249,p_+3.530000_+10.300000__+4.010000_+10.660000__sep_+0.360000,159143.977741478,159144.048333281,0.0705918032326736,4.43571941800693e-07
7155,p_+4.010000_+11.140000__+4.170000_+10.780000__sep_+0.360000,111090.89646786,111091.096781796,0.200313936627936,1.80315348059046e-06
7147,p_+3.850000_+11.140000__+4.010000_+10.780000__sep_+0.360000,124379.659818204,124379.853440378,0.193622174541815,1.55670287911076e-06
5445,p_+4.010000_+10.660000__+4.170000_+10.300000__sep_+0.360000,115080.025220279,115080.210929216,0.185708937278832,1.61373737035042e-06
4582,p_+3.850000_+10.420000__+4.010000_+10.060000__sep_+0.360000,128756.935983876,128757.121307053,0.185323176949169,1.43932577715562e-06
5780,p_+3.850000_+10.840000__+4.170000_+10.120000__sep_+0.720000,123477.871385419,123478.049209599,0.177824179801974,1.44012994236773e-06
5772,p_+3.690000_+10.840000__+4.170000_+10.120000__sep_+0.720000,141483.349673998,141483.527206363,0.177532364672516,1.25479333844994e-06
5781,p_+3.850000_+10.840000__+4.330000_+10.120000__sep_+0.720000,131287.544643059,131287.719033946,0.174390886793844,1.32831250114376e-06
4917,p_+3.690000_+10.600000__+4.170000_+9.880000__sep_+0.720000,140405.537102866,140405.710779623,0.173676756239729,1.23696514983228e-06
172,p_+2.250000_+9.040000__+2.410000_+9.040000__sep_+0.000000,37646.8364460034,37647.0101134135,0.173667410097551,4.61306782966055e-06
3729,p_+3.850000_+10.180000__+4.330000_+9.820000__sep_+0.360000,139983.784605552,139983.957365253,0.172759701847099,1.23414081376571e-06
5771,p_+3.690000_+10.840000__+4.010000_+10.120000__sep_+0.720000,135741.437152855,135741.609653618,0.172500762622803,1.27080400974799e-06
4573,p_+3.690000_+10.420000__+3.850000_+10.060000__sep_+0.360000,138702.072396858,138702.244857641,0.172460782923736,1.24339009463597e-06
5773,p_+3.690000_+10.840000__+4.330000_+10.120000__sep_+0.720000,143577.854491468,143578.024062869,0.169571401231224,1.18104147629048e-06
4574,p_+3.690000_+10.420000__+4.010000_+10.060000__sep_+0.360000,147989.28385031,147989.451619577,0.167769267514814,1.13365821598618e-06
4062,p_+3.690000_+10.360000__+4.170000_+9.640000__sep_+0.720000,137986.307032469,137986.474800848,0.167768379440531,1.21583353485252e-06
4053,p_+3.530000_+10.360000__+4.170000_+9.640000__sep_+0.720000,144875.499920692,144875.667460407,0.167539714922896,1.15643925311465e-06
4064,p_+3.690000_+10.360000__+4.490000_+9.640000__sep_+0.720000,140127.071740765,140127.238823731,0.167082966858288,1.19236750459891e-06
4583,p_+3.850000_+10.420000__+4.170000_+10.060000__sep_+0.360000,141264.035234457,141264.202299975,0.167065518646268,1.18264722063892e-06
5437,p_+3.850000_+10.660000__+4.010000_+10.300000__sep_+0.360000,129480.333760293,129480.499570671,0.165810377919115,1.2805834917454e-06
6626,p_+3.690000_+11.080000__+4.010000_+10.360000__sep_+0.720000,135291.246945722,135291.412359419,0.165413696871838,1.22264891932145e-06
5446,p_+4.010000_+10.660000__+4.330000_+10.300000__sep_+0.360000,130475.425970498,130475.591230818,0.165260320238303,1.26660111671658e-06
5774,p_+3.690000_+10.840000__+4.490000_+10.120000__sep_+0.720000,143375.469056794,143375.634175227,0.165118432894815,1.15165051581737e-06
4063,p_+3.690000_+10.360000__+4.330000_+9.640000__sep_+0.720000,140120.122581183,140120.287162673,0.164581489865668,1.17457426409481e-06
4916,p_+3.690000_+10.600000__+4.010000_+9.880000__sep_+0.720000,134549.544460596,134549.708744844,0.164284248021431,1.22099445732084e-06
4908,p_+3.530000_+10.600000__+4.170000_+9.880000__sep_+0.720000,148127.876945054,148128.040706841,0.163761786650866,1.10554333207389e-06
3720,p_+3.690000_+10.180000__+4.170000_+9.820000__sep_+0.360000,148002.863113168,148003.02666881,0.163555642473511,1.10508431413554e-06
4909,p_+3.530000_+10.600000__+4.330000_+9.880000__sep_+0.720000,149050.111580381,149050.275097064,0.163516682514455,1.09705843746566e-06
3736,p_+4.010000_+10.180000__+4.330000_+9.820000__sep_+0.360000,125050.062030594,125050.225288427,0.163257833090029,1.30553980093258e-06
4919,p_+3.690000_+10.600000__+4.490000_+9.880000__sep_+0.720000,142980.076607363,142980.23914237,0.162535007606493,1.1367668241837e-06
3728,p_+3.850000_+10.180000__+4.170000_+9.820000__sep_+0.360000,138513.364781994,138513.52657008,0.161788085853914,1.16803231304468e-06
4926,p_+3.850000_+10.600000__+4.330000_+9.880000__sep_+0.720000,129964.810799587,129964.972415921,0.161616334022256,1.24353917824323e-06
3199,p_+3.530000_+10.120000__+4.330000_+9.400000__sep_+0.720000,141282.752643917,141282.913854324,0.161210406629834,1.1410480303717e-06
