requested_center_az,actual_center_az,selected_center_column,delta_az,el,max_abs_a_error,rel_a_error,max_abs_G_error,rel_G_error,phase_aligned_rel_a_error,phase_aligned_rel_G_error,cache_miss_count,pass_flag
5,5.625,4,0.42,10.43,5.69561724789048e-14,2.15247098074912e-14,1.24630928902211e-13,5.07213440108166e-15,2.12238002896161e-14,2.96546147653384e-15,0,1
5,5.625,4,0.42,10.49,5.69155809210467e-14,2.19184857644111e-14,1.59526338898722e-13,5.45322519816173e-15,2.14232415449348e-14,2.73006157296221e-15,0,1
5,5.625,4,0.42,10.55,5.69353932166195e-14,1.93636264683086e-14,1.69790817717867e-13,5.09010400009695e-15,1.87564266761628e-14,2.15842062959664e-15,0,1
5,5.625,4,0.42,10.61,5.69363674139463e-14,2.45311845845674e-14,4.5262255476931e-13,1.4126792210444e-14,2.04736021794685e-14,2.69471036548393e-15,0,1
5,5.625,4,0.42,10.67,5.6916663738282e-14,2.2182206273159e-14,2.6328460924175e-13,8.84738700717484e-15,2.04029159701221e-14,3.77500603967367e-15,0,1
5,5.625,4,0.42,10.73,5.69747807993109e-14,2.28317746735585e-14,3.46371364159384e-13,1.11203829801141e-14,2.0500284322512e-14,2.76797847964235e-15,0,1
5,5.625,4,0.42,10.79,5.69314962606104e-14,2.01313046291516e-14,9.08724158138956e-14,3.54102436482356e-15,2.00490855800494e-14,3.22643189535445e-15,0,1
5,5.625,4,0.42,10.85,5.69718601279188e-14,2.49182152741009e-14,4.27862381039989e-13,1.44017127492467e-14,2.07969045477703e-14,4.10407706037123e-15,0,1
5,5.625,4,0.42,10.91,5.69614743056859e-14,2.12890031280713e-14,1.5607698341916e-13,5.15969975887828e-15,2.06557169821726e-14,1.43878472407873e-15,0,1
5,5.625,4,0.42,10.97,5.69183962030113e-14,1.93257207811266e-14,1.00045325555191e-13,3.91378646646836e-15,1.92235630676258e-14,2.449308820322e-15,0,1
5,5.625,4,0.42,11.03,5.69345272494462e-14,2.40850858954333e-14,3.82374993451825e-13,1.34184341744297e-14,2.04476424651405e-14,4.14786099506462e-15,0,1
5,5.625,4,0.42,11.09,5.69614743056859e-14,1.8374547565996e-14,7.34346862735236e-14,3.84839883353845e-15,1.8258701266185e-14,2.7434770292907e-15,0,1
5,5.625,4,0.42,11.15,5.69363674139463e-14,2.41660799852313e-14,1.10051721830502e-13,4.98980611838452e-15,2.4079206665411e-14,3.6857637419003e-15,0,1
5,5.625,4,0.42,11.21,5.69322540229474e-14,2.09470723953205e-14,1.52239066587369e-13,6.15903101557436e-15,2.02523213576409e-14,1.78099356737665e-15,0,1
5,5.625,4,0.42,11.27,5.69345272494462e-14,2.08143756511749e-14,1.36308623720843e-13,5.48052886183411e-15,2.02800924662588e-14,2.15226517606108e-15,0,1
5,5.625,4,0.42,11.33,5.69392899059189e-14,2.10892880124016e-14,9.52341001287143e-14,5.28736393767378e-15,2.04455050833366e-14,2.87875118670603e-15,0,1
5,5.625,4,0.42,11.39,5.69545493720395e-14,1.91948053672505e-14,1.32211108281844e-13,6.31118990762989e-15,1.87289650835356e-14,3.49602692900055e-15,0,1
5,5.625,4,0.42,11.45,5.69322540229474e-14,2.13807447837454e-14,1.355936428869e-13,6.74354348897599e-15,2.06890549217945e-14,4.74976451699584e-15,0,1
5,5.625,4,0.42,11.51,5.69155809210467e-14,1.95063109168797e-14,1.12261404926935e-13,5.35415454357407e-15,1.93405073224486e-14,3.58384690269154e-15,0,1
5,5.625,4,0.42,11.57,5.69303054708458e-14,1.97735116749374e-14,1.23169125076505e-13,7.66840852494431e-15,1.89726150635969e-14,2.74868763237636e-15,0,1
5,5.625,4,0.42,11.63,5.69150395047039e-14,2.29646223253527e-14,2.18203313473342e-13,1.25868105400075e-14,2.04623437699913e-14,3.29282571337732e-15,0,1
5,5.625,4,0.42,11.69,5.69144980832106e-14,1.99518830577743e-14,2.71476205348228e-14,2.28574474552482e-15,1.99509968575169e-14,1.71556760159699e-15,0,1
5,5.625,4,0.42,11.75,5.69311715022356e-14,2.13093924715132e-14,1.28356378904754e-13,8.54860705151801e-15,1.98103494379553e-14,2.36587823366404e-15,0,1
5,5.625,4,0.42,11.81,5.69519523048388e-14,2.6556785649722e-14,2.61005098019504e-13,1.81446069348113e-14,1.99188237698329e-14,3.52407179677167e-15,0,1
5,5.625,4,0.42,11.87,5.69496797738855e-14,2.0841192379539e-14,1.1941243463202e-13,1.04098154820437e-14,1.89179674415816e-14,4.76718793634115e-15,0,1
5,5.625,4,0.5,8.75,5.69280320757647e-14,1.94384587811463e-14,2.05736039491784e-13,6.36406103831977e-15,1.87398170894686e-14,3.02177897848056e-15,0,1
5,5.625,4,0.5,8.81,5.69545493720395e-14,2.26821709088068e-14,1.60183638215673e-13,4.90035076855902e-15,2.26525782643628e-14,4.27784459852312e-15,0,1
5,5.625,4,0.5,8.87,5.69357179509139e-14,1.74783554726345e-14,8.69916241013189e-14,2.60359344107319e-15,1.74419213379287e-14,2.51715051846119e-15,0,1
5,5.625,4,0.5,8.93,5.69322540229474e-14,1.96313783033067e-14,2.93480815515514e-13,8.3676362664828e-15,1.78527942202466e-14,2.88393011901893e-15,0,1
5,5.625,4,0.5,8.99,5.69353932166195e-14,1.93464449815654e-14,7.8240402762991e-14,3.0540457347575e-15,1.9341310932814e-14,2.75219282787857e-15,0,1
5,5.625,4,0.5,9.05,5.69484893643371e-14,2.23984813024239e-14,1.70094863414172e-13,6.66640218074419e-15,2.18472156967346e-14,5.29234979956596e-15,0,1
5,5.625,4,0.5,9.11,5.6942212247898e-14,2.09338998495162e-14,2.52017398608021e-13,7.22479193546453e-15,1.97348923085157e-14,1.80765144017534e-15,0,1
5,5.625,4,0.5,9.17,5.69353932166195e-14,2.02663442776681e-14,1.49889154313094e-13,4.73941983000383e-15,1.98393323483849e-14,2.34570263925518e-15,0,1
5,5.625,4,0.5,9.23,5.69461084705869e-14,2.29889240803701e-14,3.77407902734834e-13,1.11616392882338e-14,2.04712290623227e-14,1.67628429041706e-15,0,1
5,5.625,4,0.5,9.29,5.69553068276662e-14,1.767135811947e-14,1.15285422023618e-13,4.07407277103091e-15,1.76015854051446e-14,2.92701960675183e-15,0,1
5,5.625,4,0.5,9.35,5.69439439353385e-14,2.09780535453551e-14,1.27130571563916e-13,4.83826741682908e-15,2.02903818787976e-14,2.9519589337929e-15,0,1
5,5.625,4,0.5,9.41,5.6944485076864e-14,2.21579388470144e-14,3.19369002255159e-13,1.06094972319448e-14,2.01628419769422e-14,3.33178047413305e-15,0,1
5,5.625,4,0.5,9.47,5.69553068276662e-14,2.18419307578789e-14,2.62924815957581e-13,8.91988631212392e-15,1.97222827281491e-14,1.84455720231987e-15,0,1
5,5.625,4,0.5,9.53,5.69111411549866e-14,2.09066942807208e-14,1.79552687182822e-13,6.63775317109201e-15,2.00075985705937e-14,2.30036343841447e-15,0,1
5,5.625,4,0.5,9.59,5.69137400844671e-14,2.09368248055331e-14,7.96047715381458e-14,2.99486739202162e-15,2.09343595669138e-14,2.73994479609317e-15,0,1
5,5.625,4,0.5,9.65,5.69311715022356e-14,2.27375210665239e-14,2.57810520402682e-13,9.13008762445018e-15,2.05478926657171e-14,2.25941977047914e-15,0,1
5,5.625,4,0.5,9.71,5.69718601279188e-14,2.28540330966043e-14,2.91105812175679e-13,8.02924733760727e-15,2.19252577118467e-14,2.6091367326786e-15,0,1
5,5.625,4,0.5,9.77,5.6942212247898e-14,2.00014645871887e-14,1.68781945152144e-13,5.62908849567546e-15,1.94822545168767e-14,1.80844199606442e-15,0,1
5,5.625,4,0.5,9.83,5.69496797738855e-14,2.30472987244492e-14,1.21417595910849e-13,4.45348147637912e-15,2.28585819357193e-14,3.25326509539741e-15,0,1
5,5.625,4,0.5,9.89,5.68798363881057e-14,1.92715030209514e-14,9.26774920681736e-14,3.60910568294559e-15,1.91127763588836e-14,3.31524542091227e-15,0,1
5,5.625,4,0.5,9.95,5.69496797738855e-14,2.32824589651858e-14,3.34200661885658e-13,1.02244122345105e-14,2.15021611534896e-14,4.46131656375637e-15,0,1
5,5.625,4,0.5,10.01,5.69045350083148e-14,2.20083093018786e-14,2.96326990134144e-13,9.77836877707523e-15,2.0127575388711e-14,3.15133056317071e-15,0,1
5,5.625,4,0.5,10.07,5.6942212247898e-14,2.08270544252618e-14,1.63974190327481e-13,5.67180304650734e-15,2.02708885541881e-14,2.44018188398352e-15,0,1
5,5.625,4,0.5,10.13,1.1369030711563e-13,2.24083110396628e-14,1.59080664568294e-13,5.16386278234119e-15,2.21500230013015e-14,3.22530643349683e-15,0,1
5,5.625,4,0.5,10.19,5.69183962030113e-14,1.86905105226005e-14,1.82299567237969e-13,5.59834005087454e-15,1.82453769422557e-14,2.68999240953762e-15,0,1
5,5.625,4,0.5,10.25,5.69345272494462e-14,2.05362913023479e-14,1.20324412292441e-13,5.11182697794296e-15,2.02463593315369e-14,3.99118336296989e-15,0,1
5,5.625,4,0.5,10.31,5.69505455106556e-14,2.20556374355951e-14,3.09555345421472e-13,9.31136464317642e-15,2.05723453606427e-14,3.15455224763773e-15,0,1
5,5.625,4,0.5,10.37,5.69028021215671e-14,1.98018854620494e-14,1.36840201004813e-13,3.89993277316271e-15,1.96973017696417e-14,2.21403970651523e-15,0,1
5,5.625,4,0.5,10.43,5.69439439353385e-14,2.1879552818459e-14,3.13359932431568e-13,9.30058591263876e-15,2.02906948365079e-14,2.4398415327744e-15,0,1
5,5.625,4,0.5,10.49,5.69496797738855e-14,2.00262924016885e-14,6.48856736973929e-14,2.04015076140161e-15,1.9951203979029e-14,1.42518048373376e-15,0,1
5,5.625,4,0.5,10.55,5.69058346387456e-14,1.9769937553416e-14,2.01731892318844e-13,6.09851813751386e-15,1.89672189768002e-14,2.28804389682515e-15,0,1
5,5.625,4,0.5,10.61,5.69484893643371e-14,2.33517094106995e-14,4.20936605254879e-13,1.28097542069763e-14,2.03286224298866e-14,3.64136046330375e-15,0,1
5,5.625,4,0.5,10.67,5.6916663738282e-14,1.92956177234242e-14,1.67581169067017e-13,6.32223825701851e-15,1.87968138923863e-14,3.91652594499414e-15,0,1
5,5.625,4,0.5,10.73,5.68930536501448e-14,1.99004002412195e-14,3.46494327352406e-13,1.04032858894224e-14,1.7912594970716e-14,3.57904258035761e-15,0,1
5,5.625,4,0.5,10.79,5.69505455106556e-14,1.94933057279543e-14,7.88830452022698e-14,3.48172251244663e-15,1.94350749106301e-14,2.59585819320915e-15,0,1
5,5.625,4,0.5,10.85,5.69553068276662e-14,2.21480205466158e-14,1.85898947108159e-13,6.04885893601815e-15,2.16252398616276e-14,2.48837912309046e-15,0,1
5,5.625,4,0.5,10.91,5.69240263492355e-14,1.89150579290578e-14,1.52931841413071e-13,5.52942131935262e-15,1.82618338461225e-14,2.57357902664321e-15,0,1
5,5.625,4,0.5,10.97,5.69392899059189e-14,2.21686523469269e-14,2.11050330851196e-13,7.41125815594825e-15,2.10984702122624e-14,2.71499619884055e-15,0,1
5,5.625,4,0.5,11.03,5.69353932166195e-14,1.88517907388825e-14,8.77455550723629e-14,3.3975496682171e-15,1.88455769192848e-14,2.49552026349115e-15,0,1
5,5.625,4,0.5,11.09,8.53047286146425e-14,2.89428469857997e-14,5.93473349833906e-13,1.96659217206076e-14,2.23254957449262e-14,3.73841483515846e-15,0,1
5,5.625,4,0.5,11.15,5.69496797738855e-14,2.09302561608295e-14,8.02512332006452e-14,3.66599054856078e-15,2.0854257763008e-14,2.86377279897039e-15,0,1
5,5.625,4,0.5,11.21,5.69303054708458e-14,2.60723719567662e-14,4.6124089623929e-13,1.78820506215358e-14,2.16555034505711e-14,3.88654190475352e-15,0,1
5,5.625,4,0.5,11.27,5.69345272494462e-14,2.44045692765885e-14,4.05028836511847e-13,1.52668572931263e-14,1.9894484220639e-14,2.19514608053627e-15,0,1
5,5.625,4,0.5,11.33,5.69355014615901e-14,2.06643281292012e-14,1.98191198224517e-13,8.44194212282111e-15,1.91254347100754e-14,2.4708430857805e-15,0,1
5,5.625,4,0.5,11.39,5.69254608647813e-14,2.06056933504898e-14,1.05629771577174e-13,4.65180624249381e-15,2.04654152732531e-14,3.10396601866552e-15,0,1
5,5.625,4,0.5,11.45,2.85450408895037e-14,1.92660836486155e-14,6.9873524644313e-14,3.90679519098452e-15,1.89658452981866e-14,2.23589495746064e-15,0,1
5,5.625,4,0.5,11.51,5.69519523048388e-14,2.43342381528255e-14,2.69488087231271e-13,1.20874278915545e-14,2.160504886324e-14,1.72581073812852e-15,0,1
5,5.625,4,0.5,11.57,5.69072425382185e-14,1.92601942462428e-14,1.57255243654602e-13,7.35305194755719e-15,1.89022912725682e-14,3.65789450246151e-15,0,1
5,5.625,4,0.5,11.63,5.69288981417385e-14,2.01747506352924e-14,4.31846788079875e-14,2.82987077925607e-15,2.01606050324653e-14,2.03226653128178e-15,0,1
5,5.625,4,0.5,11.69,5.69314962606104e-14,2.28444135928884e-14,1.00611446345811e-13,5.49640163598411e-15,2.24125768876161e-14,2.24903974424745e-15,0,1
5,5.625,4,0.5,11.75,5.69397228549354e-14,2.01542474634891e-14,4.02825878269957e-14,2.75903516796718e-15,2.00929268965421e-14,1.60648614557723e-15,0,1
5,5.625,4,0.5,11.81,5.69357179509139e-14,1.97390636719081e-14,3.56810204361535e-14,2.91120224580027e-15,1.97195255644726e-14,2.77796279284323e-15,0,1
5,5.625,4,0.5,11.87,5.69458920207644e-14,2.03208275538563e-14,4.02608951514254e-14,3.53648968242739e-15,2.00310667109014e-14,2.10071335177866e-15,0,1
5,5.625,4,0.58,8.75,5.69173134187351e-14,1.98223753457149e-14,2.29205106496558e-13,6.35615242878241e-15,1.88778155759272e-14,2.39912461821433e-15,0,1
5,5.625,4,0.58,8.81,5.69172051391746e-14,2.53446986699135e-14,5.4196654493352e-13,1.47638630471021e-14,2.10776978187601e-14,3.28423456579332e-15,0,1
5,5.625,4,0.58,8.87,5.69439439353385e-14,2.20969309922598e-14,1.45815527219916e-13,4.6545541787899e-15,2.17900315734197e-14,2.59683795688337e-15,0,1
5,5.625,4,0.58,8.93,5.69067010425434e-14,2.17108179731292e-14,2.36735789754151e-13,6.19598222251745e-15,2.09959264259743e-14,2.45850477840666e-15,0,1
5,5.625,4,0.58,8.99,5.69172051391746e-14,1.82609003592958e-14,1.41049891987459e-13,4.54066026977861e-15,1.81831020716175e-14,3.66305958142617e-15,0,1
5,5.625,4,0.58,9.05,5.6944485076864e-14,2.30610479514925e-14,1.4554206617674e-13,4.38537553771914e-15,2.28941405673735e-14,3.12300965942063e-15,0,1
5,5.625,4,0.58,9.11,1.13767311251222e-13,2.62991877552678e-14,5.49741546759739e-13,1.4690567391613e-14,2.18695972048977e-14,2.05615746631191e-15,0,1
5,5.625,4,0.58,9.17,5.69686147618653e-14,2.51900326057908e-14,5.76996139980359e-13,1.70520415084551e-14,1.90211157889216e-14,1.85698121295664e-15,0,1
5,5.625,4,0.58,9.23,5.69496797738855e-14,2.48579801876246e-14,5.02052623174322e-13,1.41277346907274e-14,2.11737698629246e-14,3.77277374728031e-15,0,1
5,5.625,4,0.58,9.29,5.6942212247898e-14,2.81652567419676e-14,6.20912313937816e-13,1.93382054665902e-14,2.16271010101752e-14,4.03084465743238e-15,0,1
5,5.625,4,0.58,9.35,5.69656937743361e-14,2.08329048452516e-14,8.4222546029833e-14,2.48999823735256e-15,2.08052358430346e-14,1.6647054314292e-15,0,1
5,5.625,4,0.58,9.41,5.69353932166195e-14,2.09365861162341e-14,3.34125119239601e-13,8.9298476557169e-15,1.95646594974881e-14,2.74556482166233e-15,0,1
5,5.625,4,0.58,9.47,5.69614743056859e-14,2.19378579397856e-14,2.00374311307933e-13,7.27327496107245e-15,2.08764368073928e-14,3.21096498464003e-15,0,1
5,5.625,4,0.58,9.53,5.6942212247898e-14,2.05655710685616e-14,1.31450406115619e-13,5.18976423161104e-15,2.03008721160838e-14,3.25264955403308e-15,0,1
5,5.625,4,0.58,9.59,5.69135505832038e-14,1.92585548799942e-14,9.47982248371654e-14,3.45449872397065e-15,1.90563038763241e-14,2.33021266443182e-15,0,1
5,5.625,4,0.58,9.65,5.69613661100721e-14,2.28971344350831e-14,3.84760695650421e-13,1.26470249297837e-14,1.96063525636694e-14,3.11104922396721e-15,0,1
5,5.625,4,0.58,9.71,5.6942212247898e-14,2.86185451701984e-14,7.22355022771954e-13,2.21818638344136e-14,2.0337616603098e-14,2.94866391056066e-15,0,1
5,5.625,4,0.58,9.77,5.69738072588162e-14,2.84667507380323e-14,6.33071248103817e-13,2.01716898353097e-14,2.10986231371178e-14,4.03982294466689e-15,0,1
5,5.625,4,0.58,9.83,5.69240263492355e-14,2.1491980657518e-14,2.79402353570387e-13,9.15069394060399e-15,1.98752550581652e-14,4.29159435017989e-15,0,1
5,5.625,4,0.58,9.89,5.69397228549354e-14,2.01330129237002e-14,1.09033623515441e-13,4.45323226661918e-15,2.01236501416863e-14,4.47869914470983e-15,0,1
5,5.625,4,0.58,9.95,5.6922835403205e-14,2.23451451155006e-14,1.94362987806897e-13,6.041475935581e-15,2.13251804938848e-14,2.03241696164082e-15,0,1
5,5.625,4,0.58,10.01,5.69250007410914e-14,2.13802359146285e-14,2.39959444894116e-13,8.59185960553387e-15,1.95953617751269e-14,5.18970816621451e-15,0,1
5,5.625,4,0.58,10.07,8.53334056909749e-14,3.17936068552577e-14,8.71197546494755e-13,2.4726049640133e-14,2.11313588753135e-14,4.95752902227853e-15,0,1
5,5.625,4,0.58,10.13,8.53139756770732e-14,2.82922934969765e-14,6.20477655311166e-13,1.76936910733203e-14,2.23863681250493e-14,4.82197046899102e-15,0,1
5,5.625,4,0.58,10.19,5.69553068276662e-14,2.46316666304769e-14,5.71227861183257e-13,1.53559364829025e-14,2.00750947447474e-14,2.69431836844198e-15,0,1
5,5.625,4,0.58,10.25,1.13706761578818e-13,2.79513840054498e-14,6.34743777668563e-13,1.75233832723084e-14,2.22715734780799e-14,3.06576572845653e-15,0,1
5,5.625,4,0.58,10.31,5.69357179509139e-14,2.38899628487155e-14,5.60273760628825e-13,1.50997003192499e-14,1.85018788383772e-14,3.06120327644325e-15,0,1
5,5.625,4,0.58,10.37,5.69899226211065e-14,2.64915697837572e-14,6.79084428206792e-13,1.88674519109781e-14,1.96901489179032e-14,5.32086268916417e-15,0,1
5,5.625,4,0.58,10.43,5.69410216822334e-14,2.26272579413943e-14,3.81774753362115e-13,1.01938238600188e-14,2.05878112393404e-14,2.43091059801072e-15,0,1
5,5.625,4,0.58,10.49,5.69553068276662e-14,2.3404094895315e-14,3.58702046197221e-13,1.03765342745864e-14,2.14034582020001e-14,3.02051377982262e-15,0,1
5,5.625,4,0.58,10.55,5.69397228549354e-14,2.04043677229363e-14,2.45420267776389e-13,7.35547016924249e-15,1.95419166279634e-14,3.19796716169926e-15,0,1
5,5.625,4,0.58,10.61,5.69605005377631e-14,2.35300356413349e-14,3.94691140158257e-13,1.1137044979402e-14,2.13699067836854e-14,3.22086041554515e-15,0,1
5,5.625,4,0.58,10.67,5.69280320757647e-14,2.00028740843728e-14,2.10211399469344e-13,5.92222569614664e-15,1.90038740518156e-14,1.69514911358012e-15,0,1
5,5.625,4,0.58,10.73,5.69621234750529e-14,2.08095733139289e-14,1.49425295921994e-13,5.14133052993348e-15,2.00296910555307e-14,2.60174022835234e-15,0,1
5,5.625,4,0.58,10.79,5.69183962030113e-14,2.07009346801847e-14,9.61860732977078e-14,3.16036449603884e-15,2.05761775628053e-14,2.16285084187052e-15,0,1
5,5.625,4,0.58,10.85,5.69484893643371e-14,2.34925907127501e-14,2.41218532391485e-13,7.55216283492954e-15,2.22271586644916e-14,2.91064853054435e-15,0,1
5,5.625,4,0.58,10.91,5.69355014615901e-14,2.19152384724015e-14,9.13399854040793e-14,3.09965352333101e-15,2.18973078733966e-14,2.22293542065857e-15,0,1
5,5.625,4,0.58,10.97,5.69107079885344e-14,2.04889605612299e-14,2.14814355925781e-13,7.30027829967603e-15,1.95494402616427e-14,3.00716452635333e-15,0,1
5,5.625,4,0.58,11.03,5.69172051391746e-14,2.21534433947784e-14,3.2259344478268e-13,9.8372414164132e-15,2.06479556393231e-14,1.96646800002087e-15,0,1
5,5.625,4,0.58,11.09,5.69251090058236e-14,2.2273745688461e-14,1.05629771577174e-13,4.83098705337723e-15,2.22116113842672e-14,3.86067161400785e-15,0,1
5,5.625,4,0.58,11.15,5.6944485076864e-14,2.74159913462855e-14,5.21329713285158e-13,1.76917792363824e-14,2.14504583616512e-14,3.23298409935327e-15,0,1
5,5.625,4,0.58,11.21,5.69756461546746e-14,2.16694810001241e-14,3.31222680097388e-13,1.16725116597267e-14,1.82501931128614e-14,3.46197758358419e-15,0,1
5,5.625,4,0.58,11.27,5.69579037419133e-14,2.38108030476733e-14,3.39521231085975e-13,1.21771429511965e-14,2.02334849071972e-14,1.93615786615602e-15,0,1
5,5.625,4,0.58,11.33,8.53185988324554e-14,2.37406461453304e-14,3.54854790014034e-13,1.34012840327494e-14,2.05535801240912e-14,3.02168306715638e-15,0,1
5,5.625,4,0.58,11.39,5.69237015482437e-14,2.03875544460414e-14,1.58924383284822e-13,6.48607311908105e-15,2.00465712895573e-14,3.5115794998474e-15,0,1
5,5.625,4,0.58,11.45,8.53362945345429e-14,2.76853485287753e-14,4.6010235445486e-13,1.87515017694752e-14,2.01564903746351e-14,2.19082075238751e-15,0,1
5,5.625,4,0.58,11.51,5.69322540229474e-14,2.23647289233771e-14,2.79480074127414e-13,1.25872151693997e-14,1.924457386376e-14,3.90760935482776e-15,0,1
5,5.625,4,0.58,11.57,5.69345272494462e-14,2.17690031900594e-14,1.13249714402772e-13,5.99796180847965e-15,2.14230620114383e-14,3.35759220558077e-15,0,1
5,5.625,4,0.58,11.63,5.69314962606104e-14,2.43589754700245e-14,3.14650916173556e-13,1.49570885072185e-14,1.92587489070856e-14,2.33219946190566e-15,0,1
5,5.625,4,0.58,11.69,5.6982892989939e-14,2.31758072589731e-14,2.78532809061985e-13,1.38704196976305e-14,1.93544123560825e-14,3.22605658639191e-15,0,1
5,5.625,4,0.58,11.75,5.69345272494462e-14,2.06192691870342e-14,1.36675624145762e-13,8.60929271110761e-15,1.91222836153514e-14,3.97460962578813e-15,0,1
5,5.625,4,0.58,11.81,1.13742172775843e-13,2.53606720016731e-14,2.20313010594798e-13,1.31568933890794e-14,2.21452336955015e-14,2.88198116230561e-15,0,1
5,5.625,4,0.58,11.87,5.6922835403205e-14,1.88424163544341e-14,7.03849876379044e-14,4.37935872161364e-15,1.87358342138546e-14,1.75989930185243e-15,0,1
5,5.625,4,0.66,8.75,5.6918504480306e-14,1.98982551430971e-14,2.62378563705295e-13,7.32558122847266e-15,1.89247392234907e-14,2.46086619392863e-15,0,1
5,5.625,4,0.66,8.81,5.69163388952744e-14,1.85023717154953e-14,2.59689899004134e-13,7.03625034822698e-15,1.75361151004841e-14,2.41025521549549e-15,0,1
5,5.625,4,0.66,8.87,5.6942212247898e-14,2.04911529576621e-14,1.31318313224513e-13,5.03178512846098e-15,2.04235806624239e-14,4.24580850547082e-15,0,1
5,5.625,4,0.66,8.93,5.69224023257434e-14,2.50999911472913e-14,6.29578179303122e-13,1.60860128689315e-14,2.00344794367043e-14,2.20779949241068e-15,0,1
5,5.625,4,0.66,8.99,5.6916663738282e-14,2.24045119339846e-14,2.1045143540192e-13,5.76802618713295e-15,2.18208229344273e-14,1.15565309299253e-15,0,1
5,5.625,4,0.66,9.05,5.69159057683804e-14,1.98847251559477e-14,7.94410929039127e-14,2.5701437900651e-15,1.98796688819881e-14,2.04138850539354e-15,0,1
5,5.625,4,0.66,9.11,5.69224023257434e-14,2.00173564589113e-14,1.47854365527314e-13,4.94646020430497e-15,1.9449067950016e-14,3.49901126304499e-15,0,1
5,5.625,4,0.66,9.17,5.69144980832106e-14,1.6660493815882e-14,1.69490880947998e-13,4.15722773887588e-15,1.64311825123858e-14,1.66631765693498e-15,0,1
5,5.625,4,0.66,9.23,5.69111411549866e-14,2.22535088421056e-14,4.33518421822941e-13,1.23176324390483e-14,1.90037541825847e-14,2.79319663480253e-15,0,1
5,5.625,4,0.66,9.29,5.69621234750529e-14,2.23656959853008e-14,4.00323207692808e-13,1.15135245608533e-14,1.9404488902108e-14,2.52327219760152e-15,0,1
5,5.625,4,0.66,9.35,5.69345272494462e-14,2.23713989130599e-14,2.73927817690396e-13,8.82666871779786e-15,2.02335868897189e-14,1.93601628174561e-15,0,1
5,5.625,4,0.66,9.41,5.69081089205816e-14,1.95088511677726e-14,2.3951193086707e-13,6.99801857157852e-15,1.8478625257395e-14,2.77143510722385e-15,0,1
5,5.625,4,0.66,9.47,5.69067010425434e-14,2.03061358564978e-14,6.59169618987202e-14,2.56451942961912e-15,2.02510658991533e-14,2.38358013543661e-15,0,1
5,5.625,4,0.66,9.53,5.69322540229474e-14,2.11606912959886e-14,4.16823561245638e-13,1.19045781601939e-14,1.86694619403433e-14,3.15566492985325e-15,0,1
5,5.625,4,0.66,9.59,5.69250007410914e-14,1.99592059387261e-14,2.03623498590944e-13,6.09192371738127e-15,1.92700291158874e-14,2.40187438998137e-15,0,1
5,5.625,4,0.66,9.65,5.69173134187351e-14,2.19159029491432e-14,3.04478133174738e-13,9.92610104683857e-15,2.033836875431e-14,3.24170328212016e-15,0,1
5,5.625,4,0.66,9.71,5.69045350083148e-14,2.0191957415884e-14,1.96526410234403e-13,6.80412628553676e-15,1.91445637969797e-14,3.08683688244784e-15,0,1
5,5.625,4,0.66,9.77,5.69837582221109e-14,2.34035394129066e-14,1.5575317190143e-13,5.05949715656662e-15,2.2722142979928e-14,1.72913593015049e-15,0,1
5,5.625,4,0.66,9.83,5.6916663738282e-14,2.27443817904939e-14,1.07909109077813e-13,4.40680530113344e-15,2.26214830916011e-14,3.54422047658607e-15,0,1
5,5.625,4,0.66,9.89,5.69045350083148e-14,2.04874209352259e-14,2.3525832846109e-13,7.08109163457193e-15,1.95617467209084e-14,2.54001956934017e-15,0,1
5,5.625,4,0.66,9.95,5.69410216822334e-14,2.36091199392459e-14,3.73711030958852e-13,1.03743236076547e-14,2.13115281989916e-14,2.69861630253096e-15,0,1
5,5.625,4,0.66,10.01,5.6916663738282e-14,1.99197867617033e-14,2.1319242461967e-13,5.93794278086303e-15,1.91178401818679e-14,1.50218870488238e-15,0,1
5,5.625,4,0.66,10.07,5.68989300120393e-14,2.10205713547048e-14,7.55409484921532e-14,2.65436674662504e-15,2.09932064891333e-14,2.44136414275804e-15,0,1
5,5.625,4,0.66,10.13,5.69072425382185e-14,1.97975492437603e-14,3.27544017057338e-13,8.7726874712597e-15,1.82613181499158e-14,2.5026457796544e-15,0,1
5,5.625,4,0.66,10.19,5.69111411549866e-14,2.11078578863793e-14,1.9647020592007e-13,5.3375655110624e-15,2.06572384061322e-14,1.45175124022185e-15,0,1
5,5.625,4,0.66,10.25,5.69355014615901e-14,2.07861598472272e-14,2.64581777016696e-13,6.92878934804642e-15,1.96606652286771e-14,2.43826667808981e-15,0,1
5,5.625,4,0.66,10.31,5.69461084705869e-14,2.12325577288049e-14,2.24833731469641e-13,6.40300940497521e-15,2.04781319046384e-14,2.53650873452218e-15,0,1
5,5.625,4,0.66,10.37,5.6916663738282e-14,2.04067110738944e-14,2.6668472207146e-13,7.09373901401074e-15,1.9394827871759e-14,1.89439458205143e-15,0,1
5,5.625,4,0.66,10.43,5.69353932166195e-14,2.07252771716422e-14,1.38789246296294e-13,4.03535272067996e-15,2.07155145959447e-14,2.44969581545043e-15,0,1
5,5.625,4,0.66,10.49,5.69519523048388e-14,2.01287514616515e-14,3.23867413306443e-13,8.5044903262126e-15,1.87627908589181e-14,2.40070422019002e-15,0,1
