requested_center_az,actual_center_az,selected_center_column,delta_az,el,max_abs_a_error,rel_a_error,max_abs_G_error,rel_G_error,phase_aligned_rel_a_error,phase_aligned_rel_G_error,cache_miss_count,pass_flag
8,7.5,5,-1.42,9.47,5.69345272494462e-14,2.0119947680619e-14,1.36262317337505e-13,4.75306318327953e-15,1.984522254362e-14,3.44067293319386e-15,0,1
8,7.5,5,-1.42,9.53,5.69075674331504e-14,2.19025342323032e-14,2.04582023128637e-13,5.47071186147525e-15,2.16958208884614e-14,2.32051959952034e-15,0,1
8,7.5,5,-1.42,9.59,5.69353932166195e-14,1.90281159009699e-14,8.25379140235772e-14,3.15068840347519e-15,1.89542703448298e-14,3.08243160247733e-15,0,1
8,7.5,5,-1.42,9.65,5.6922835403205e-14,2.10011741364105e-14,1.76387851344464e-13,6.12521189925546e-15,2.03153885276296e-14,3.07074436431152e-15,0,1
8,7.5,5,-1.42,9.71,5.69051848272404e-14,1.92406490823354e-14,7.14310971410637e-14,2.11211746314191e-15,1.92233428330365e-14,1.97249980782137e-15,0,1
8,7.5,5,-1.42,9.77,8.5357091322044e-14,2.66810529615686e-14,4.51292536018867e-13,1.44701440696312e-14,2.19031014531786e-14,2.4771630316871e-15,0,1
8,7.5,5,-1.42,9.83,5.69553068276662e-14,2.26871769739654e-14,9.16847959371405e-14,3.63531206357e-15,2.25646036508224e-14,3.29774851495412e-15,0,1
8,7.5,5,-1.42,9.89,5.69773768259736e-14,1.91775629848001e-14,1.29125381287922e-13,4.22083953820334e-15,1.89023005874497e-14,2.2209339458908e-15,0,1
8,7.5,5,-1.42,9.95,5.69496797738855e-14,2.00702070611941e-14,1.40769975275809e-13,4.40209707240964e-15,1.9766500195685e-14,1.93528207022259e-15,0,1
8,7.5,5,-1.42,10.01,5.69484893643371e-14,2.13909492057257e-14,2.54211497292521e-13,7.96671995116393e-15,1.97439434285034e-14,3.37134130304993e-15,0,1
8,7.5,5,-1.42,10.07,5.69561724789048e-14,2.21171278389129e-14,1.40904404695533e-13,3.87078215870378e-15,2.18808093629188e-14,1.60844557554283e-15,0,1
8,7.5,5,-1.42,10.13,5.69605005377631e-14,2.0886904277494e-14,3.72882646030403e-13,1.16060330481065e-14,1.83762513947739e-14,3.39030475907124e-15,0,1
8,7.5,5,-1.42,10.19,5.69545493720395e-14,2.00833983732883e-14,7.9287026389607e-14,3.2141469644602e-15,2.00837354602603e-14,2.49061728329553e-15,0,1
8,7.5,5,-1.42,10.25,5.69355014615901e-14,2.23383205725162e-14,8.31668949581372e-14,3.37000143735091e-15,2.21330212974274e-14,2.41928142404037e-15,0,1
8,7.5,5,-1.42,10.31,5.69322540229474e-14,2.05721241961669e-14,2.3525832846109e-13,7.35721185171107e-15,1.88648799383491e-14,2.6409202069822e-15,0,1
8,7.5,5,-1.42,10.37,5.69159057683804e-14,1.9591266324189e-14,9.11222606801903e-14,3.48182781112688e-15,1.95514778136005e-14,2.92347030830677e-15,0,1
8,7.5,5,-1.42,10.43,5.6918504480306e-14,2.04398387609826e-14,1.92142370039363e-13,4.67421605137324e-15,2.00845057269311e-14,1.86194086277813e-15,0,1
8,7.5,5,-1.42,10.49,5.69107079885344e-14,1.96076797834548e-14,1.17950629182204e-13,3.81168142300678e-15,1.93567203306617e-14,1.82322323454622e-15,0,1
8,7.5,5,-1.42,10.55,5.6944485076864e-14,2.01670489998749e-14,1.45791180221147e-13,4.72349709411085e-15,2.00168484106206e-14,3.74618718685667e-15,0,1
8,7.5,5,-1.42,10.61,5.69183962030113e-14,1.82618308937808e-14,1.09068888555504e-13,4.46393843081718e-15,1.82548262517437e-14,4.32073231130473e-15,0,1
8,7.5,5,-1.42,10.67,5.68912120846472e-14,1.99445353937253e-14,1.89204936190707e-13,5.49302280335702e-15,1.94581271277158e-14,1.74762451981912e-15,0,1
8,7.5,5,-1.42,10.73,5.69173134187351e-14,1.97143179057827e-14,1.04330724072374e-13,2.98042419501624e-15,1.96303380468326e-14,1.7703158738329e-15,0,1
8,7.5,5,-1.42,10.79,5.69632054075577e-14,2.48499074047558e-14,5.53961551223044e-13,1.44399507706959e-14,2.037690263465e-14,2.86822703468956e-15,0,1
8,7.5,5,-1.42,10.85,5.69496797738855e-14,2.0219974587137e-14,3.81011978923625e-14,1.44453632164512e-15,2.02105964144513e-14,9.70571278165103e-16,0,1
8,7.5,5,-1.42,10.91,5.69329035254946e-14,2.11153350851976e-14,2.96125931126055e-13,7.76531447616262e-15,1.97113195690897e-14,2.40875105931286e-15,0,1
8,7.5,5,-1.42,10.97,5.69718601279188e-14,2.07254375439153e-14,2.06699556426157e-13,5.46300464825133e-15,1.99617509756323e-14,1.31194334628164e-15,0,1
8,7.5,5,-1.42,11.03,5.69825685244874e-14,2.11515076762547e-14,1.4103870598546e-13,4.01932997617586e-15,2.0975448830885e-14,1.56095936200666e-15,0,1
8,7.5,5,-1.42,11.09,5.69675329320954e-14,2.49685068120052e-14,5.70926725628887e-13,1.52419655059546e-14,2.05258523042362e-14,2.04412607160157e-15,0,1
8,7.5,5,-1.42,11.15,8.52988041884702e-14,2.11168753573392e-14,2.71149103569601e-13,7.65995272477541e-15,2.0109145065018e-14,2.3512857997946e-15,0,1
8,7.5,5,-1.42,11.21,1.13699535730423e-13,2.37627888233491e-14,4.89256530953102e-13,1.34240276478708e-14,2.06532726249798e-14,1.94722977994273e-15,0,1
8,7.5,5,-1.42,11.27,5.6903776876856e-14,1.88995269642971e-14,7.8240402762991e-14,2.758785865113e-15,1.8714797167559e-14,1.64772976916875e-15,0,1
8,7.5,5,-1.42,11.33,5.69345272494462e-14,2.16055952095195e-14,1.70604255395446e-13,5.06286720370716e-15,2.07136288520088e-14,1.21092688939335e-15,0,1
8,7.5,5,-1.42,11.39,5.69280320757647e-14,1.93107307591869e-14,1.22504244256779e-13,3.72919396452892e-15,1.92268544885675e-14,1.19879283342916e-15,0,1
8,7.5,5,-1.42,11.45,5.69484893643371e-14,2.22189789420943e-14,3.00724149636401e-13,9.12843260435663e-15,2.03690020425579e-14,1.54773542670994e-15,0,1
8,7.5,5,-1.42,11.51,5.69392899059189e-14,2.0680606630619e-14,9.32545045515574e-14,3.66763272167564e-15,2.06334241358152e-14,2.24279297700823e-15,0,1
8,7.5,5,-1.42,11.57,5.69614743056859e-14,2.29721204713655e-14,3.37680716251146e-13,1.1010620776653e-14,2.01782494736426e-14,2.12890047001045e-15,0,1
8,7.5,5,-1.42,11.63,5.69345272494462e-14,2.15479023000006e-14,1.85898947108159e-13,6.26800580978595e-15,2.09684651336976e-14,1.74803209835218e-15,0,1
8,7.5,5,-1.42,11.69,5.69111411549866e-14,1.93086431348017e-14,2.51415684899628e-13,8.76404034079191e-15,1.77975924919024e-14,2.20644893856002e-15,0,1
8,7.5,5,-1.42,11.75,5.69237015482437e-14,2.02109733037374e-14,9.50018821741632e-14,3.61738871427339e-15,2.01963537854496e-14,1.45453057523452e-15,0,1
8,7.5,5,-1.42,11.81,1.13699034341814e-13,2.42631444580201e-14,1.79807876787432e-13,6.91442241956913e-15,2.3004411502631e-14,1.49324608598486e-15,0,1
8,7.5,5,-1.42,11.87,5.69561724789048e-14,2.82536812500192e-14,3.92629364148564e-13,1.54183777830882e-14,2.43309023967439e-14,1.84913256210258e-15,0,1
8,7.5,5,-1.34,8.75,5.69251090058236e-14,2.06029173142174e-14,2.45368833160342e-13,7.48467790624325e-15,1.98953522668121e-14,2.69038145513043e-15,0,1
8,7.5,5,-1.34,8.81,1.13692632126343e-13,2.46930489026373e-14,4.02351686371308e-13,1.09056964898648e-14,2.19277626098765e-14,3.39413441820789e-15,0,1
8,7.5,5,-1.34,8.87,5.69237015482437e-14,2.20697342448813e-14,8.88178419700125e-14,3.00473368799391e-15,2.19995633992066e-14,2.38358251296808e-15,0,1
8,7.5,5,-1.34,8.93,5.69458920207644e-14,2.101803292435e-14,1.1033321346033e-13,4.59211062794104e-15,2.10179569200472e-14,4.24780476521311e-15,0,1
8,7.5,5,-1.34,8.99,5.69075674331504e-14,1.76651272997256e-14,1.26508537439668e-13,4.30103355459804e-15,1.73282837329562e-14,3.31215665194664e-15,0,1
8,7.5,5,-1.34,9.05,5.69155809210467e-14,2.02772756043817e-14,1.24408403897953e-13,4.05572618171821e-15,2.00639262535978e-14,2.87777654989348e-15,0,1
8,7.5,5,-1.34,9.11,5.69484893643371e-14,2.31644627992656e-14,2.6030144231495e-13,6.89285894902085e-15,2.22704341764497e-14,3.06517426967844e-15,0,1
8,7.5,5,-1.34,9.17,5.69303054708458e-14,1.99096017766295e-14,1.88128266118467e-13,5.94595359725157e-15,1.96962489509498e-14,3.67482622603785e-15,0,1
8,7.5,5,-1.34,9.23,5.69058346387456e-14,2.12223771206003e-14,3.66803977304092e-13,9.88604520466784e-15,1.91163074259274e-14,3.49023187877856e-15,0,1
8,7.5,5,-1.34,9.29,5.69561724789048e-14,2.36010645371368e-14,3.62421419101886e-13,1.02627808476891e-14,2.18798501251432e-14,5.62814998496764e-15,0,1
8,7.5,5,-1.34,9.35,5.69237015482437e-14,2.22173720367266e-14,2.96731357960611e-13,8.12197343884741e-15,2.08976536838836e-14,3.1250589954811e-15,0,1
8,7.5,5,-1.34,9.41,5.69553068276662e-14,2.18973763895628e-14,2.73281978218622e-13,7.89715352290778e-15,2.10164520667414e-14,3.74439301374021e-15,0,1
8,7.5,5,-1.34,9.47,5.69288981417385e-14,1.73851224663e-14,8.44470401091592e-14,2.51669062884115e-15,1.73272694798613e-14,1.81566961433238e-15,0,1
8,7.5,5,-1.34,9.53,5.6880919885794e-14,1.90838762633279e-14,1.58427230681524e-13,3.79063029863575e-15,1.90731161697324e-14,3.56118561303941e-15,0,1
8,7.5,5,-1.34,9.59,5.69747807993109e-14,2.16856114760861e-14,2.60198382642337e-13,7.84270464051276e-15,2.05512516064951e-14,3.60486315085288e-15,0,1
8,7.5,5,-1.34,9.65,5.69072425382185e-14,2.18242213489586e-14,8.17896110534472e-14,2.35608710281886e-15,2.18185722028851e-14,1.8213577719176e-15,0,1
8,7.5,5,-1.34,9.71,5.69202368890091e-14,2.18660041994795e-14,3.24543846136557e-13,9.24792802345338e-15,1.94408690133744e-14,2.14309650174529e-15,0,1
8,7.5,5,-1.34,9.77,5.69288981417385e-14,2.00363066538386e-14,5.29938187205527e-14,1.83767159089026e-15,2.00283142734304e-14,1.82885163333073e-15,0,1
8,7.5,5,-1.34,9.83,5.68996882080777e-14,1.74076271826659e-14,1.17454670024248e-13,4.1430410532707e-15,1.72690382020809e-14,3.1206057084219e-15,0,1
8,7.5,5,-1.34,9.89,5.69357179509139e-14,1.8974551726493e-14,1.72480498775064e-13,5.04158116651208e-15,1.81617854109409e-14,1.69371316091856e-15,0,1
8,7.5,5,-1.34,9.95,5.69240263492355e-14,2.25892802808365e-14,2.5618982671915e-13,8.57316447695794e-15,2.10025419312969e-14,2.0542030065923e-15,0,1
8,7.5,5,-1.34,10.01,5.69101665258328e-14,1.90250648254285e-14,8.01528740103555e-14,2.70862527301827e-15,1.89366682422752e-14,1.65013857717469e-15,0,1
8,7.5,5,-1.34,10.07,5.6918504480306e-14,2.08319241246184e-14,2.01794449694506e-13,7.13311085726191e-15,1.9825671715767e-14,2.92457406351216e-15,0,1
8,7.5,5,-1.34,10.13,5.69363674139463e-14,1.95256368916473e-14,1.75762857024344e-13,6.92259121861358e-15,1.85261227059999e-14,4.33813390089745e-15,0,1
8,7.5,5,-1.34,10.19,5.69458920207644e-14,2.10080932916919e-14,2.60610376800135e-13,8.10716824096681e-15,2.01885239883794e-14,3.19290390281512e-15,0,1
8,7.5,5,-1.34,10.25,5.69613661100721e-14,2.39532912388298e-14,3.20237283398938e-13,1.03181080487727e-14,2.21692103148672e-14,4.19147684551245e-15,0,1
8,7.5,5,-1.34,10.31,5.69505455106556e-14,2.02850912154148e-14,1.49594138118142e-13,4.82698549661818e-15,1.99413319111575e-14,2.49749495892756e-15,0,1
8,7.5,5,-1.34,10.37,5.6918504480306e-14,1.95468229037372e-14,9.66156876054828e-14,3.68443496861257e-15,1.95410781407601e-14,3.51869416427209e-15,0,1
8,7.5,5,-1.34,10.43,5.6922835403205e-14,1.88335223709921e-14,1.27353760098962e-13,4.08472561316821e-15,1.84138067603416e-14,2.19419849503953e-15,0,1
8,7.5,5,-1.34,10.49,5.6942212247898e-14,2.09029970378723e-14,3.35162338134033e-13,1.03923900419216e-14,1.84352882193365e-14,4.01921057579531e-15,0,1
8,7.5,5,-1.34,10.55,5.69353932166195e-14,2.27397362597888e-14,3.07761191783624e-13,9.56371979258937e-15,2.12632145743395e-14,3.23687123112528e-15,0,1
8,7.5,5,-1.34,10.61,5.69183962030113e-14,1.96335422555951e-14,1.97687048752944e-13,5.79503587954417e-15,1.88882924003333e-14,1.42984340434325e-15,0,1
8,7.5,5,-1.34,10.67,5.69251090058236e-14,1.9856168823856e-14,1.5318181232052e-13,4.67105006880067e-15,1.98441490623939e-14,3.06081116455401e-15,0,1
8,7.5,5,-1.34,10.73,5.69280320757647e-14,2.00130610362205e-14,1.8307304999493e-13,5.1866738909639e-15,1.93518113110374e-14,1.72189432908651e-15,0,1
8,7.5,5,-1.34,10.79,5.69461084705869e-14,2.04396854517886e-14,2.08794292923859e-13,6.07361086449597e-15,1.96517234737975e-14,1.99381535988181e-15,0,1
8,7.5,5,-1.34,10.85,5.69159057683804e-14,1.89221415957016e-14,1.59674620578046e-13,4.45218452304354e-15,1.85801399756344e-14,2.17060462289546e-15,0,1
8,7.5,5,-1.34,10.91,5.6918504480306e-14,1.86318092447131e-14,9.62977526014979e-14,4.02789701494264e-15,1.85592080654525e-14,3.47497181168727e-15,0,1
8,7.5,5,-1.34,10.97,5.69405887430926e-14,2.20809965584486e-14,3.08268292379453e-13,8.94768202915608e-15,2.06979938616288e-14,2.79924786479225e-15,0,1
8,7.5,5,-1.34,11.03,5.69314962606104e-14,2.29381954071841e-14,3.24295822422128e-13,9.30750578752775e-15,2.09813844627749e-14,2.5468346126364e-15,0,1
8,7.5,5,-1.34,11.09,5.69329035254946e-14,2.0387514364414e-14,2.59737145234371e-13,7.41001221845147e-15,1.90188048410323e-14,2.08777206371248e-15,0,1
8,7.5,5,-1.34,11.15,5.69240263492355e-14,2.12581062482858e-14,1.0687705978179e-13,4.32974030865877e-15,2.11295042688364e-14,2.9862660129418e-15,0,1
8,7.5,5,-1.34,11.21,5.69353932166195e-14,1.96828048555726e-14,3.66476195282916e-14,1.67993471718945e-15,1.96683130424248e-14,1.61644035161681e-15,0,1
8,7.5,5,-1.34,11.27,5.69173134187351e-14,2.08811598615901e-14,6.4666845928831e-14,3.08336230491322e-15,2.07836830533295e-14,2.60487750559688e-15,0,1
8,7.5,5,-1.34,11.33,8.53211450727715e-14,2.25796290688116e-14,2.16365804967966e-13,6.8096533904763e-15,2.18723487357814e-14,1.57190290289565e-15,0,1
8,7.5,5,-1.34,11.39,5.69173134187351e-14,1.88193320050247e-14,8.01528740103555e-14,2.82095422940812e-15,1.88096957738982e-14,1.56654460158864e-15,0,1
8,7.5,5,-1.34,11.45,5.69475153743798e-14,2.02255577690338e-14,4.89640136423783e-14,2.16905409186233e-15,2.01833190014049e-14,1.64954659510488e-15,0,1
8,7.5,5,-1.34,11.51,5.6942212247898e-14,2.26610522571618e-14,3.24252033837656e-13,1.05423026433845e-14,1.99365244739425e-14,1.03576308958219e-15,0,1
8,7.5,5,-1.34,11.57,5.6942212247898e-14,2.44671310160172e-14,4.02257565347047e-13,1.34583120033002e-14,2.11759670117791e-14,2.18039043475682e-15,0,1
8,7.5,5,-1.34,11.63,5.69561724789048e-14,2.27890865906458e-14,1.89496565683024e-13,6.76597949767534e-15,2.20428461964725e-14,1.96516200559512e-15,0,1
8,7.5,5,-1.34,11.69,5.69251090058236e-14,2.05966119373431e-14,2.73281978218622e-13,9.83682765894183e-15,1.88560343594371e-14,1.78010833598145e-15,0,1
8,7.5,5,-1.34,11.75,5.68925391010802e-14,1.99071725071521e-14,1.6383220776192e-13,6.40076007718717e-15,1.92070009324757e-14,1.77277670384006e-15,0,1
8,7.5,5,-1.34,11.81,5.69163388952744e-14,2.28902762284772e-14,7.61195332936844e-14,3.60597405216761e-15,2.25948557915072e-14,2.22917477886612e-15,0,1
8,7.5,5,-1.34,11.87,5.69553068276662e-14,1.94844079852504e-14,1.87036040848509e-13,7.89127896748423e-15,1.76068697766961e-14,1.78693755835395e-15,0,1
8,7.5,5,-1.26,8.75,5.69280320757647e-14,2.18521531803733e-14,1.70122687760182e-13,4.92936321673958e-15,2.13294833623849e-14,1.99396132097212e-15,0,1
8,7.5,5,-1.26,8.81,5.69458920207644e-14,2.38236582954821e-14,4.22832633034975e-13,1.15367127159815e-14,2.07933323207286e-14,4.02386105839972e-15,0,1
8,7.5,5,-1.26,8.87,5.69475153743798e-14,2.24451895724283e-14,3.65515366172519e-13,9.64446566402413e-15,2.02829836585256e-14,2.61173105291677e-15,0,1
8,7.5,5,-1.26,8.93,5.69496797738855e-14,2.4300055730428e-14,4.93178212962985e-13,1.29533462872374e-14,2.06540355013047e-14,4.29750677722657e-15,0,1
8,7.5,5,-1.26,8.99,5.69345272494462e-14,2.00532124983491e-14,1.09725987581381e-13,3.81084988398568e-15,1.99982811379511e-14,3.5756528145762e-15,0,1
8,7.5,5,-1.26,9.05,5.69164742467529e-14,1.91175545724069e-14,7.60158281592979e-14,2.99151701935355e-15,1.90674849315922e-14,2.63736411357109e-15,0,1
8,7.5,5,-1.26,9.11,5.69439439353385e-14,2.9402645037541e-14,7.76087030141818e-13,1.93370937593758e-14,2.23518436985167e-14,2.61644257999074e-15,0,1
8,7.5,5,-1.26,9.17,5.69461084705869e-14,2.29567655638524e-14,5.29042974309111e-13,1.36108206914169e-14,1.89060077810134e-14,3.95006013303219e-15,0,1
8,7.5,5,-1.26,9.23,5.69006630167105e-14,1.8399904600817e-14,1.53647325890985e-13,4.08890178080684e-15,1.8021647414821e-14,1.89275081317859e-15,0,1
8,7.5,5,-1.26,9.29,5.69587693536843e-14,2.02440527768347e-14,7.99360577730113e-14,2.69540450341402e-15,2.0215850606528e-14,2.35317511345817e-15,0,1
8,7.5,5,-1.26,9.35,8.53138311994307e-14,2.91615593128478e-14,6.84374756646577e-13,1.75780752794815e-14,2.29198803805633e-14,3.3360550727391e-15,0,1
8,7.5,5,-1.26,9.41,5.69545493720395e-14,2.1826721940849e-14,3.05042418257281e-13,8.19128645961653e-15,2.03348399090063e-14,2.45185494704922e-15,0,1
8,7.5,5,-1.26,9.47,5.69322540229474e-14,2.23238659252431e-14,3.98157616419948e-13,1.07551882860669e-14,2.01678720062599e-14,3.93215849515488e-15,0,1
8,7.5,5,-1.26,9.53,5.69583365494431e-14,2.73790951466144e-14,7.46281313638519e-13,1.87733771411259e-14,2.17593660717692e-14,4.53436942237429e-15,0,1
8,7.5,5,-1.26,9.59,5.69224023257434e-14,2.23566525624728e-14,2.35499632867353e-13,6.2030296029496e-15,2.15395770988839e-14,1.32140311334854e-15,0,1
8,7.5,5,-1.26,9.65,5.69357179509139e-14,2.22677444700089e-14,4.3997744857435e-13,1.1702635396656e-14,1.93734220058149e-14,2.66848164869029e-15,0,1
8,7.5,5,-1.26,9.71,5.69172051391746e-14,1.90121833364117e-14,6.61081645103266e-14,2.58577131194519e-15,1.89698942468316e-14,2.27225424294884e-15,0,1
8,7.5,5,-1.26,9.77,5.69183962030113e-14,1.89278080437919e-14,2.4945009160919e-13,7.57620611680444e-15,1.78060870301403e-14,3.35824371039884e-15,0,1
8,7.5,5,-1.26,9.83,5.69405887430926e-14,2.31555807903938e-14,2.72055298738062e-13,8.34963599674128e-15,2.12514933591269e-14,3.39027197480275e-15,0,1
8,7.5,5,-1.26,9.89,5.69311715022356e-14,2.59998115170313e-14,5.92834977454996e-13,1.77069097707579e-14,1.9613493213618e-14,2.65676997614844e-15,0,1
8,7.5,5,-1.26,9.95,5.69224023257434e-14,2.12028656804555e-14,1.60118641699469e-13,4.99036408285401e-15,2.07862954994979e-14,1.69819160982611e-15,0,1
8,7.5,5,-1.26,10.01,5.69553068276662e-14,1.95796550007755e-14,1.17360604144487e-13,3.80165641023433e-15,1.93566356173114e-14,9.03622485943614e-16,0,1
8,7.5,5,-1.26,10.07,5.69681820324226e-14,2.14127811347419e-14,2.0390998159087e-13,6.9415436007944e-15,2.04553825642029e-14,1.80239656321686e-15,0,1
8,7.5,5,-1.26,10.13,5.6942212247898e-14,2.15450273395715e-14,9.20025951428625e-14,2.93920413278946e-15,2.15397215380567e-14,2.65804880091925e-15,0,1
8,7.5,5,-1.26,10.19,5.69496797738855e-14,2.11309446704159e-14,2.70216515755897e-13,9.06138513196625e-15,1.9602340267743e-14,2.35104630244262e-15,0,1
8,7.5,5,-1.26,10.25,5.69322540229474e-14,2.32144179689154e-14,2.07522274799178e-13,7.80224224868397e-15,2.20033251636167e-14,2.9073371277676e-15,0,1
8,7.5,5,-1.26,10.31,5.69613661100721e-14,2.54080116832362e-14,2.78497404299088e-13,9.21759405056149e-15,2.35142475522543e-14,1.9460637557782e-15,0,1
8,7.5,5,-1.26,10.37,5.69583365494431e-14,2.43488103574976e-14,4.55551551482708e-13,1.38709885152078e-14,2.06509365991961e-14,2.51609911775106e-15,0,1
8,7.5,5,-1.26,10.43,5.69461084705869e-14,2.12410778120991e-14,3.10735538358669e-13,9.69182288433471e-15,1.87497317916378e-14,2.47247324198072e-15,0,1
8,7.5,5,-1.26,10.49,5.69345272494462e-14,2.38153071779224e-14,4.00516276017445e-13,1.22747149132092e-14,2.04768586156136e-14,2.63117887461515e-15,0,1
8,7.5,5,-1.26,10.55,5.69675329320954e-14,2.06364952351894e-14,1.35003119794419e-13,5.25244058389983e-15,2.03738477667133e-14,3.5467937055227e-15,0,1
8,7.5,5,-1.26,10.61,5.69475153743798e-14,1.95606872525127e-14,7.92201504371983e-14,2.89943861306659e-15,1.955635517575e-14,2.83801011888593e-15,0,1
8,7.5,5,-1.26,10.67,5.69232684773718e-14,2.13409742815131e-14,2.19608288326265e-13,7.27629115597091e-15,2.0553659599238e-14,2.41491085584686e-15,0,1
8,7.5,5,-1.26,10.73,5.69461084705869e-14,2.29640195790929e-14,2.17449586476837e-13,6.12258733912805e-15,2.21553727318894e-14,1.9846557824157e-15,0,1
8,7.5,5,-1.26,10.79,5.69237015482437e-14,2.14726661397081e-14,3.39278675099928e-13,9.69076307028249e-15,1.95468967379789e-14,2.33191549856552e-15,0,1
8,7.5,5,-1.26,10.85,5.69363674139463e-14,2.43251606871042e-14,1.95811114732e-13,6.2070813185927e-15,2.39232208344659e-14,3.57121814453504e-15,0,1
8,7.5,5,-1.26,10.91,5.69137400844671e-14,1.97248957658661e-14,1.46721590921637e-13,4.49776482855144e-15,1.91483437014821e-14,1.26629923163542e-15,0,1
8,7.5,5,-1.26,10.97,5.69484893643371e-14,1.99990440982631e-14,1.36963908845198e-13,4.43341852831435e-15,1.96473669196843e-14,2.07437500590868e-15,0,1
8,7.5,5,-1.26,11.03,5.69311715022356e-14,2.33148625473898e-14,3.12961611051964e-13,9.69376620719579e-15,2.14553319544003e-14,3.34103570493126e-15,0,1
8,7.5,5,-1.26,11.09,5.69613661100721e-14,2.27487723961746e-14,1.70354380575524e-13,6.15979183064903e-15,2.24626456142139e-14,3.89219286173123e-15,0,1
8,7.5,5,-1.26,11.15,5.69621234750529e-14,1.98074701426717e-14,1.3855583347322e-13,4.85357669744672e-15,1.95440604296894e-14,2.8949986602709e-15,0,1
8,7.5,5,-1.26,11.21,5.69251090058236e-14,1.94632977166276e-14,7.75924379604531e-14,3.32570966867085e-15,1.93866116124755e-14,2.5597439851355e-15,0,1
8,7.5,5,-1.26,11.27,5.69237015482437e-14,1.95020320572145e-14,9.09938682615468e-14,3.2955846903373e-15,1.938088264901e-14,1.75397616241779e-15,0,1
8,7.5,5,-1.26,11.33,5.69155809210467e-14,2.11987341131581e-14,2.42445053094156e-13,8.34616946558927e-15,1.98108177698363e-14,2.73138471872226e-15,0,1
8,7.5,5,-1.26,11.39,5.69397228549354e-14,1.98710651623559e-14,1.2710574864626e-13,4.27578756247762e-15,1.9606334628589e-14,1.15462230610561e-15,0,1
8,7.5,5,-1.26,11.45,5.69111411549866e-14,1.89113406115524e-14,1.31017606822935e-13,4.57072602720257e-15,1.85165631607494e-14,1.56061810883657e-15,0,1
8,7.5,5,-1.26,11.51,5.69322540229474e-14,1.74828911694356e-14,6.13550669440974e-14,2.76951892451118e-15,1.74406176073547e-14,1.60415053016206e-15,0,1
8,7.5,5,-1.26,11.57,5.69216715000552e-14,2.13677105995398e-14,9.60755471272354e-14,4.52814913213772e-15,2.1363512296873e-14,4.37380959489514e-15,0,1
8,7.5,5,-1.26,11.63,5.69216715000552e-14,2.07088247987436e-14,1.4210854715202e-13,5.40823129926892e-15,2.00925976531785e-14,2.30095351944546e-15,0,1
8,7.5,5,-1.26,11.69,5.69163388952744e-14,1.87263497117933e-14,1.16973468791254e-13,4.75374509822708e-15,1.84949305958604e-14,1.86211278300565e-15,0,1
8,7.5,5,-1.26,11.75,5.69329035254946e-14,2.0872153679931e-14,9.96186236989868e-14,4.20811432289878e-15,2.08349270189451e-14,1.76526912353205e-15,0,1
8,7.5,5,-1.26,11.81,1.13741305832768e-13,2.59816531003616e-14,2.95217466977849e-13,1.2186763919894e-14,2.25814170305093e-14,2.0320216035516e-15,0,1
8,7.5,5,-1.26,11.87,5.69159057683804e-14,2.36632691135151e-14,2.05390179335816e-13,9.07215436844664e-15,2.21592712336208e-14,2.37605431470315e-15,0,1
8,7.5,5,-1.18,8.75,5.69392899059189e-14,2.01234034928405e-14,8.23382144149008e-14,3.79158697614006e-15,1.9939189902241e-14,3.07161510135907e-15,0,1
8,7.5,5,-1.18,8.81,5.69397228549354e-14,2.43368520801681e-14,5.90434933955698e-13,1.54413996499824e-14,1.96979253248664e-14,3.73510844387996e-15,0,1
8,7.5,5,-1.18,8.87,5.6918504480306e-14,2.09459773123959e-14,3.62254867883547e-13,1.00268330190259e-14,1.88616686465514e-14,3.06671689729145e-15,0,1
8,7.5,5,-1.18,8.93,5.6944485076864e-14,2.16397580058861e-14,6.09766181854939e-14,2.32660708962341e-15,2.16333852226579e-14,1.94538754047574e-15,0,1
8,7.5,5,-1.18,8.99,5.69505455106556e-14,2.08101125366348e-14,1.92372146595416e-13,5.41470680483942e-15,2.00894294484121e-14,2.21486194757064e-15,0,1
8,7.5,5,-1.18,9.05,5.69345272494462e-14,2.14074390321028e-14,9.32545045515574e-14,3.37521514596323e-15,2.13277839973179e-14,2.60691010990947e-15,0,1
8,7.5,5,-1.18,9.11,5.69561724789048e-14,2.00122615905234e-14,1.48325796089921e-13,4.79213618238042e-15,1.96525798739122e-14,2.75932101397719e-15,0,1
8,7.5,5,-1.18,9.17,5.69303054708458e-14,2.02356144073056e-14,5.0967822799221e-14,1.90681677985621e-15,2.02186413571567e-14,1.74004487281701e-15,0,1
8,7.5,5,-1.18,9.23,5.69150395047039e-14,2.35315733991171e-14,3.98157616419948e-13,1.0491381960732e-14,2.1328650560898e-14,2.50587009618279e-15,0,1
8,7.5,5,-1.18,9.29,5.69410216822334e-14,2.48892518534974e-14,3.53250565876951e-13,9.24608426489532e-15,2.31556410040468e-14,3.37794310387452e-15,0,1
8,7.5,5,-1.18,9.35,5.6942212247898e-14,2.12343072329302e-14,1.42993967227043e-13,4.42125223451529e-15,2.09506417952034e-14,2.5795596993804e-15,0,1
8,7.5,5,-1.18,9.41,5.69461084705869e-14,2.19296023085923e-14,1.23392886065894e-13,4.80475902313774e-15,2.15317673312806e-14,3.4621599829556e-15,0,1
