cache_type,W_method,B,N_elements,N_delta_az,N_el,delta_az_min,delta_az_max,delta_az_step,delta_az_list_text,el_min,el_max,el_step,el_list_text,phase_factor,phase_sign,lambda,cache_memory_MB,cache_build_time_sec,supports_interpolation,default_lookup_mode,valid_center_rule,created_by
canonical_beamspace_G_cache,greedy_combined_B7,7,2080,112,174,-1.5,1.5,NaN,"[-1.5,-1.42,-1.388,-1.372,-1.34,-1.308,-1.292,-1.26,-1.228,-1.212,-1.18,-1.148,-1.132,-1.1,-1.068,-1.052,-1.02,-0.988,-0.972,-0.94,...,1.012,1.028,1.06,1.092,1.108,1.14,1.172,1.188,1.22,1.252,1.268,1.3,1.332,1.348,1.38,1.412,1.428,1.46,1.492,1.5]",8.75,11.87,NaN,"[8.75,8.8,8.81,8.812,8.848,8.86,8.87,8.872,8.908,8.92,8.93,8.932,8.968,8.98,8.99,8.992,9.028,9.04,9.05,9.052,...,11.09,11.092,11.128,11.14,11.15,11.152,11.188,11.2,11.21,11.27,11.33,11.39,11.45,11.51,11.57,11.63,11.69,11.75,11.81,11.87]",2,1,0.03,2.08154296875,0.9378621,0,exact_grid_lookup,shared_center_nearest_column_canonical_order,Step11.6
