route_name,K_fbss,P_sub,sep_factor,theta_sep_deg,theta_a_deg,theta_b_deg,snr_db,raw_success_rate,tol_success_rate,tol_success_rate_rel,rmse_deg,snr90_db,snr90_rel_db,mean_bias_deg,max_bias_deg,lambda2_over_noise,degraded_sample_count,num_peaks_found,sanity_failed
verify_psub_K24_P09_match_proto6_psub,24,9,2,2.725000,-1.362500,1.362500,18,1.000000,1.000000,1.000000,0.029829,2.000000,-4.000000,-0.003112,0.032418,278.205177,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,2,2.725000,-1.362500,1.362500,20,1.000000,1.000000,1.000000,0.029696,2.000000,-4.000000,-0.003222,0.032509,438.594978,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,2,2.725000,-1.362500,1.362500,22,1.000000,1.000000,1.000000,0.029595,2.000000,-4.000000,-0.002988,0.032269,685.464911,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,2,2.725000,-1.362500,1.362500,24,1.000000,1.000000,1.000000,0.029576,2.000000,-4.000000,-0.003290,0.032592,1064.283130,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,2,2.725000,-1.362500,1.362500,26,1.000000,1.000000,1.000000,0.029554,2.000000,-4.000000,-0.003325,0.032631,1634.736289,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,2,2.725000,-1.362500,1.362500,28,1.000000,1.000000,1.000000,0.029493,2.000000,-4.000000,-0.003312,0.032571,2477.925679,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,2,2.725000,-1.362500,1.362500,30,1.000000,1.000000,1.000000,0.029482,2.000000,-4.000000,-0.003299,0.032571,3662.292338,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,3,1.816667,-0.908333,0.908333,-4,1.000000,0.000000,0.545000,0.433465,10.000000,-2.000000,-0.065245,0.206175,1.240823,7,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,3,1.816667,-0.908333,0.908333,-2,1.000000,0.035000,0.920000,0.256788,10.000000,-2.000000,-0.030945,0.123711,1.419481,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,3,1.816667,-0.908333,0.908333,0,1.000000,0.175000,0.995000,0.163148,10.000000,-2.000000,-0.025640,0.084669,1.705514,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,3,1.816667,-0.908333,0.908333,2,1.000000,0.450000,1.000000,0.118272,10.000000,-2.000000,0.002685,0.044239,2.159903,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,3,1.816667,-0.908333,0.908333,4,1.000000,0.615000,1.000000,0.082962,10.000000,-2.000000,-0.007636,0.041158,2.891191,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,3,1.816667,-0.908333,0.908333,6,1.000000,0.810000,1.000000,0.063191,10.000000,-2.000000,-0.005108,0.033198,4.037905,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,3,1.816667,-0.908333,0.908333,8,1.000000,0.890000,1.000000,0.051938,10.000000,-2.000000,-0.006930,0.032825,5.879371,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,3,1.816667,-0.908333,0.908333,10,1.000000,0.970000,1.000000,0.040591,10.000000,-2.000000,-0.006857,0.031874,8.758522,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,3,1.816667,-0.908333,0.908333,12,1.000000,1.000000,1.000000,0.034393,10.000000,-2.000000,-0.006695,0.030409,13.405103,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,3,1.816667,-0.908333,0.908333,14,1.000000,1.000000,1.000000,0.031334,10.000000,-2.000000,-0.005609,0.028784,20.668453,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,3,1.816667,-0.908333,0.908333,16,1.000000,1.000000,1.000000,0.028218,10.000000,-2.000000,-0.004783,0.027719,32.145129,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,3,1.816667,-0.908333,0.908333,18,1.000000,1.000000,1.000000,0.025818,10.000000,-2.000000,-0.003915,0.026676,50.444644,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,3,1.816667,-0.908333,0.908333,20,1.000000,1.000000,1.000000,0.024732,10.000000,-2.000000,-0.003547,0.026282,79.600682,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,3,1.816667,-0.908333,0.908333,22,1.000000,1.000000,1.000000,0.024020,10.000000,-2.000000,-0.004464,0.026982,125.012770,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,3,1.816667,-0.908333,0.908333,24,1.000000,1.000000,1.000000,0.023668,10.000000,-2.000000,-0.003984,0.026595,197.486899,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,3,1.816667,-0.908333,0.908333,26,1.000000,1.000000,1.000000,0.023463,10.000000,-2.000000,-0.004691,0.027160,310.895040,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,3,1.816667,-0.908333,0.908333,28,1.000000,1.000000,1.000000,0.023238,10.000000,-2.000000,-0.004331,0.026873,488.801181,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,3,1.816667,-0.908333,0.908333,30,1.000000,1.000000,1.000000,0.023034,10.000000,-2.000000,-0.004263,0.026739,762.996391,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,5,1.090000,-0.545000,0.545000,-4,0.875000,0.000000,0.000000,25.906698,18.000000,10.000000,-1.153379,15.773824,1.065051,200,1.750000,0
verify_psub_K24_P09_match_proto6_psub,24,9,5,1.090000,-0.545000,0.545000,-2,0.915000,0.000000,0.000000,24.630515,18.000000,10.000000,1.507711,15.332687,1.065684,197,1.830000,0
verify_psub_K24_P09_match_proto6_psub,24,9,5,1.090000,-0.545000,0.545000,0,0.915000,0.000000,0.000000,23.384639,18.000000,10.000000,0.881985,13.027524,1.067392,187,1.830000,0
verify_psub_K24_P09_match_proto6_psub,24,9,5,1.090000,-0.545000,0.545000,2,0.975000,0.000000,0.000000,15.299790,18.000000,10.000000,-0.224456,5.319630,1.097244,110,1.950000,0
verify_psub_K24_P09_match_proto6_psub,24,9,5,1.090000,-0.545000,0.545000,4,1.000000,0.000000,0.015000,3.153717,18.000000,10.000000,-0.173330,0.301819,1.171321,28,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,5,1.090000,-0.545000,0.545000,6,1.000000,0.000000,0.125000,0.374444,18.000000,10.000000,-0.020774,0.161728,1.299275,3,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,5,1.090000,-0.545000,0.545000,8,1.000000,0.025000,0.610000,0.235966,18.000000,10.000000,0.015600,0.116059,1.528329,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,5,1.090000,-0.545000,0.545000,10,1.000000,0.195000,0.910000,0.155774,18.000000,10.000000,0.010315,0.074050,1.874893,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,5,1.090000,-0.545000,0.545000,12,1.000000,0.375000,0.990000,0.107839,18.000000,10.000000,0.001208,0.047037,2.429298,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,5,1.090000,-0.545000,0.545000,14,1.000000,0.695000,1.000000,0.075134,18.000000,10.000000,-0.000281,0.034306,3.324702,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,5,1.090000,-0.545000,0.545000,16,1.000000,0.870000,1.000000,0.059478,18.000000,10.000000,-0.006137,0.034272,4.732188,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,5,1.090000,-0.545000,0.545000,18,1.000000,0.965000,1.000000,0.045110,18.000000,10.000000,-0.004570,0.029248,6.966533,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,5,1.090000,-0.545000,0.545000,20,1.000000,0.995000,1.000000,0.036818,18.000000,10.000000,-0.006324,0.028804,10.530013,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,5,1.090000,-0.545000,0.545000,22,1.000000,1.000000,1.000000,0.031747,18.000000,10.000000,-0.005713,0.026770,16.120584,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,5,1.090000,-0.545000,0.545000,24,1.000000,1.000000,1.000000,0.026872,18.000000,10.000000,-0.002876,0.023117,25.115872,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,5,1.090000,-0.545000,0.545000,26,1.000000,1.000000,1.000000,0.024476,18.000000,10.000000,-0.005106,0.024663,39.130484,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,5,1.090000,-0.545000,0.545000,28,1.000000,1.000000,1.000000,0.023181,18.000000,10.000000,-0.006283,0.025604,61.505432,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,5,1.090000,-0.545000,0.545000,30,1.000000,1.000000,1.000000,0.021409,18.000000,10.000000,-0.004274,0.023482,96.801467,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,7,0.778571,-0.389286,0.389286,-4,0.840000,0.000000,0.000000,28.743413,24.000000,20.000000,0.811273,18.011201,1.061965,200,1.680000,0
verify_psub_K24_P09_match_proto6_psub,24,9,7,0.778571,-0.389286,0.389286,-2,0.890000,0.000000,0.000000,27.924158,24.000000,20.000000,2.417172,19.226551,1.065562,199,1.780000,0
verify_psub_K24_P09_match_proto6_psub,24,9,7,0.778571,-0.389286,0.389286,0,0.860000,0.000000,0.000000,26.779296,24.000000,20.000000,-0.878469,16.915088,1.062058,200,1.720000,0
verify_psub_K24_P09_match_proto6_psub,24,9,7,0.778571,-0.389286,0.389286,2,0.875000,0.000000,0.000000,26.584028,24.000000,20.000000,1.873464,17.375364,1.064521,199,1.750000,0
verify_psub_K24_P09_match_proto6_psub,24,9,7,0.778571,-0.389286,0.389286,4,0.875000,0.000000,0.000000,25.308553,24.000000,20.000000,-2.935450,17.371242,1.062862,197,1.750000,0
verify_psub_K24_P09_match_proto6_psub,24,9,7,0.778571,-0.389286,0.389286,6,0.940000,0.000000,0.000000,22.866021,24.000000,20.000000,-1.600383,13.439406,1.070431,183,1.880000,0
verify_psub_K24_P09_match_proto6_psub,24,9,7,0.778571,-0.389286,0.389286,8,0.940000,0.000000,0.000000,12.431879,24.000000,20.000000,-0.381863,4.687865,1.096293,128,1.880000,0
verify_psub_K24_P09_match_proto6_psub,24,9,7,0.778571,-0.389286,0.389286,10,0.995000,0.000000,0.000000,3.434680,24.000000,20.000000,0.156625,0.525045,1.171772,35,1.990000,0
verify_psub_K24_P09_match_proto6_psub,24,9,7,0.778571,-0.389286,0.389286,12,1.000000,0.000000,0.000000,0.382047,24.000000,20.000000,0.003799,0.078461,1.312836,4,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,7,0.778571,-0.389286,0.389286,14,1.000000,0.010000,0.135000,0.256710,24.000000,20.000000,-0.011799,0.121709,1.532899,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,7,0.778571,-0.389286,0.389286,16,1.000000,0.070000,0.530000,0.179241,24.000000,20.000000,-0.009506,0.089614,1.899780,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,7,0.778571,-0.389286,0.389286,18,1.000000,0.315000,0.895000,0.116133,24.000000,20.000000,-0.003671,0.063480,2.466276,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,7,0.778571,-0.389286,0.389286,20,1.000000,0.615000,0.980000,0.081492,24.000000,20.000000,-0.006122,0.048021,3.365241,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,7,0.778571,-0.389286,0.389286,22,1.000000,0.845000,1.000000,0.060526,24.000000,20.000000,-0.004006,0.036041,4.808329,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,7,0.778571,-0.389286,0.389286,24,1.000000,0.950000,1.000000,0.047426,24.000000,20.000000,-0.006033,0.033422,7.085813,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,7,0.778571,-0.389286,0.389286,26,1.000000,0.995000,1.000000,0.036574,24.000000,20.000000,-0.005490,0.029853,10.712321,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,7,0.778571,-0.389286,0.389286,28,1.000000,1.000000,1.000000,0.032597,24.000000,20.000000,-0.007515,0.029743,16.438794,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,7,0.778571,-0.389286,0.389286,30,1.000000,1.000000,1.000000,0.029032,24.000000,20.000000,-0.004557,0.025661,25.528237,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,10,0.545000,-0.272500,0.272500,-4,0.860000,0.000000,0.000000,28.748620,30.000000,28.000000,-2.025405,19.319244,1.065579,200,1.720000,0
verify_psub_K24_P09_match_proto6_psub,24,9,10,0.545000,-0.272500,0.272500,-2,0.880000,0.000000,0.000000,29.141905,30.000000,28.000000,-2.077848,20.078642,1.062789,200,1.760000,0
verify_psub_K24_P09_match_proto6_psub,24,9,10,0.545000,-0.272500,0.272500,0,0.900000,0.000000,0.000000,27.468440,30.000000,28.000000,0.974128,17.463678,1.063528,200,1.800000,0
verify_psub_K24_P09_match_proto6_psub,24,9,10,0.545000,-0.272500,0.272500,2,0.875000,0.000000,0.000000,31.170873,30.000000,28.000000,-1.430143,20.383676,1.061068,200,1.750000,0
verify_psub_K24_P09_match_proto6_psub,24,9,10,0.545000,-0.272500,0.272500,4,0.905000,0.000000,0.000000,28.305535,30.000000,28.000000,0.245868,17.561468,1.063040,200,1.810000,0
verify_psub_K24_P09_match_proto6_psub,24,9,10,0.545000,-0.272500,0.272500,6,0.895000,0.000000,0.000000,29.175584,30.000000,28.000000,-2.349731,19.892598,1.064586,200,1.790000,0
verify_psub_K24_P09_match_proto6_psub,24,9,10,0.545000,-0.272500,0.272500,8,0.835000,0.000000,0.000000,25.844215,30.000000,28.000000,-0.852476,15.907250,1.066495,200,1.670000,0
verify_psub_K24_P09_match_proto6_psub,24,9,10,0.545000,-0.272500,0.272500,10,0.840000,0.000000,0.000000,27.562311,30.000000,28.000000,-0.770781,16.452088,1.065182,198,1.680000,0
verify_psub_K24_P09_match_proto6_psub,24,9,10,0.545000,-0.272500,0.272500,12,0.910000,0.000000,0.000000,24.733342,30.000000,28.000000,-0.078276,12.933339,1.070397,187,1.820000,0
verify_psub_K24_P09_match_proto6_psub,24,9,10,0.545000,-0.272500,0.272500,14,0.955000,0.000000,0.000000,13.720413,30.000000,28.000000,-0.453998,5.505811,1.096060,135,1.910000,0
verify_psub_K24_P09_match_proto6_psub,24,9,10,0.545000,-0.272500,0.272500,16,0.995000,0.000000,0.000000,4.245410,30.000000,28.000000,0.011968,0.786807,1.160176,57,1.990000,0
verify_psub_K24_P09_match_proto6_psub,24,9,10,0.545000,-0.272500,0.272500,18,1.000000,0.000000,0.000000,0.358224,30.000000,28.000000,0.006048,0.007238,1.285410,10,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,10,0.545000,-0.272500,0.272500,20,1.000000,0.000000,0.010000,0.255597,30.000000,28.000000,-0.001725,0.055933,1.508990,1,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,10,0.545000,-0.272500,0.272500,22,1.000000,0.040000,0.135000,0.196932,30.000000,28.000000,-0.013294,0.093259,1.841453,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,10,0.545000,-0.272500,0.272500,24,1.000000,0.140000,0.380000,0.136017,30.000000,28.000000,-0.006254,0.076429,2.388125,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,10,0.545000,-0.272500,0.272500,26,1.000000,0.465000,0.755000,0.094932,30.000000,28.000000,-0.006596,0.061158,3.253726,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,10,0.545000,-0.272500,0.272500,28,1.000000,0.695000,0.930000,0.071114,30.000000,28.000000,-0.003763,0.044191,4.604991,0,2.000000,0
verify_psub_K24_P09_match_proto6_psub,24,9,10,0.545000,-0.272500,0.272500,30,1.000000,0.910000,1.000000,0.055308,30.000000,28.000000,-0.004429,0.040124,6.764679,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,1,5.450000,-2.725000,2.725000,-4,1.000000,1.000000,1.000000,0.055334,-4.000000,-4.000000,0.001546,0.054975,47.212605,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,1,5.450000,-2.725000,2.725000,-2,1.000000,1.000000,1.000000,0.054965,-4.000000,-4.000000,0.001072,0.055008,74.375155,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,1,5.450000,-2.725000,2.725000,0,1.000000,1.000000,1.000000,0.054902,-4.000000,-4.000000,0.000998,0.055227,116.919110,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,1,5.450000,-2.725000,2.725000,2,1.000000,1.000000,1.000000,0.054183,-4.000000,-4.000000,0.001450,0.055183,184.713851,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,1,5.450000,-2.725000,2.725000,4,1.000000,1.000000,1.000000,0.054225,-4.000000,-4.000000,0.001631,0.055529,290.830453,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,1,5.450000,-2.725000,2.725000,6,1.000000,1.000000,1.000000,0.054359,-4.000000,-4.000000,0.001846,0.055986,456.582839,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,1,5.450000,-2.725000,2.725000,8,1.000000,1.000000,1.000000,0.054257,-4.000000,-4.000000,0.001937,0.056053,714.803777,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,1,5.450000,-2.725000,2.725000,10,1.000000,1.000000,1.000000,0.054068,-4.000000,-4.000000,0.001935,0.055898,1109.866046,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,1,5.450000,-2.725000,2.725000,12,1.000000,1.000000,1.000000,0.053938,-4.000000,-4.000000,0.001907,0.055769,1705.269191,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,1,5.450000,-2.725000,2.725000,14,1.000000,1.000000,1.000000,0.053998,-4.000000,-4.000000,0.001874,0.055810,2574.133587,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,1,5.450000,-2.725000,2.725000,16,1.000000,1.000000,1.000000,0.054026,-4.000000,-4.000000,0.001768,0.055747,3802.359044,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,1,5.450000,-2.725000,2.725000,18,1.000000,1.000000,1.000000,0.054016,-4.000000,-4.000000,0.001850,0.055823,5435.799656,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,1,5.450000,-2.725000,2.725000,20,1.000000,1.000000,1.000000,0.054014,-4.000000,-4.000000,0.001907,0.055880,7442.541189,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,1,5.450000,-2.725000,2.725000,22,1.000000,1.000000,1.000000,0.053991,-4.000000,-4.000000,0.001916,0.055868,9692.238522,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,1,5.450000,-2.725000,2.725000,24,1.000000,1.000000,1.000000,0.054002,-4.000000,-4.000000,0.001830,0.055798,12005.451563,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,1,5.450000,-2.725000,2.725000,26,1.000000,1.000000,1.000000,0.053999,-4.000000,-4.000000,0.001914,0.055877,14096.017644,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,1,5.450000,-2.725000,2.725000,28,1.000000,1.000000,1.000000,0.053979,-4.000000,-4.000000,0.001874,0.055820,15831.572508,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,1,5.450000,-2.725000,2.725000,30,1.000000,1.000000,1.000000,0.053993,-4.000000,-4.000000,0.001856,0.055817,17199.540362,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,2,2.725000,-1.362500,1.362500,-4,1.000000,0.550000,1.000000,0.091807,2.000000,-4.000000,-0.005938,0.040085,3.164501,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,2,2.725000,-1.362500,1.362500,-2,1.000000,0.750000,1.000000,0.065066,2.000000,-4.000000,-0.001539,0.035510,4.475270,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,2,2.725000,-1.362500,1.362500,0,1.000000,0.805000,1.000000,0.059462,2.000000,-4.000000,-0.002304,0.036021,6.538109,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,2,2.725000,-1.362500,1.362500,2,1.000000,0.930000,1.000000,0.050797,2.000000,-4.000000,-0.002858,0.036233,9.830620,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,2,2.725000,-1.362500,1.362500,4,1.000000,0.970000,1.000000,0.045505,2.000000,-4.000000,0.001229,0.035026,14.995554,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,2,2.725000,-1.362500,1.362500,6,1.000000,0.995000,1.000000,0.039604,2.000000,-4.000000,-0.001702,0.034901,23.270820,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,2,2.725000,-1.362500,1.362500,8,1.000000,1.000000,1.000000,0.038207,2.000000,-4.000000,-0.000661,0.033795,36.296148,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,2,2.725000,-1.362500,1.362500,10,1.000000,1.000000,1.000000,0.036519,2.000000,-4.000000,-0.002826,0.036288,56.909301,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,2,2.725000,-1.362500,1.362500,12,1.000000,1.000000,1.000000,0.034542,2.000000,-4.000000,-0.001252,0.034136,89.588108,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,2,2.725000,-1.362500,1.362500,14,1.000000,1.000000,1.000000,0.034121,2.000000,-4.000000,-0.000294,0.033345,141.132386,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,2,2.725000,-1.362500,1.362500,16,1.000000,1.000000,1.000000,0.033839,2.000000,-4.000000,-0.002131,0.035221,222.233772,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,2,2.725000,-1.362500,1.362500,18,1.000000,1.000000,1.000000,0.033540,2.000000,-4.000000,-0.001133,0.034238,349.403248,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,2,2.725000,-1.362500,1.362500,20,1.000000,1.000000,1.000000,0.033379,2.000000,-4.000000,-0.001402,0.034487,547.815277,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,2,2.725000,-1.362500,1.362500,22,1.000000,1.000000,1.000000,0.033286,2.000000,-4.000000,-0.000973,0.034065,849.690034,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,2,2.725000,-1.362500,1.362500,24,1.000000,1.000000,1.000000,0.033227,2.000000,-4.000000,-0.001179,0.034290,1305.734950,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,2,2.725000,-1.362500,1.362500,26,1.000000,1.000000,1.000000,0.033225,2.000000,-4.000000,-0.001388,0.034516,1974.930984,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,2,2.725000,-1.362500,1.362500,28,1.000000,1.000000,1.000000,0.033159,2.000000,-4.000000,-0.001311,0.034396,2922.406872,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,2,2.725000,-1.362500,1.362500,30,1.000000,1.000000,1.000000,0.033143,2.000000,-4.000000,-0.001341,0.034428,4188.223005,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,3,1.816667,-0.908333,0.908333,-4,1.000000,0.025000,0.770000,0.338910,8.000000,-2.000000,-0.009838,0.078323,1.338349,3,2.000000,0
verify_psub_K20_P13_aggressive,20,13,3,1.816667,-0.908333,0.908333,-2,1.000000,0.130000,0.940000,0.222972,8.000000,-2.000000,-0.029162,0.073550,1.566382,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,3,1.816667,-0.908333,0.908333,0,1.000000,0.280000,0.990000,0.156110,8.000000,-2.000000,-0.027200,0.062759,1.924862,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,3,1.816667,-0.908333,0.908333,2,1.000000,0.430000,1.000000,0.119847,8.000000,-2.000000,-0.000557,0.028410,2.506534,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,3,1.816667,-0.908333,0.908333,4,1.000000,0.605000,1.000000,0.087406,8.000000,-2.000000,-0.007420,0.034326,3.416140,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,3,1.816667,-0.908333,0.908333,6,1.000000,0.775000,1.000000,0.065159,8.000000,-2.000000,-0.006215,0.031732,4.865543,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,3,1.816667,-0.908333,0.908333,8,1.000000,0.930000,1.000000,0.049160,8.000000,-2.000000,-0.005429,0.030885,7.173260,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,3,1.816667,-0.908333,0.908333,10,1.000000,0.965000,1.000000,0.043731,8.000000,-2.000000,-0.003976,0.029142,10.791937,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,3,1.816667,-0.908333,0.908333,12,1.000000,1.000000,1.000000,0.035903,8.000000,-2.000000,-0.002312,0.027028,16.619935,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,3,1.816667,-0.908333,0.908333,14,1.000000,1.000000,1.000000,0.032926,8.000000,-2.000000,-0.003004,0.027571,25.725257,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,3,1.816667,-0.908333,0.908333,16,1.000000,1.000000,1.000000,0.029950,8.000000,-2.000000,-0.002366,0.026918,40.130910,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,3,1.816667,-0.908333,0.908333,18,1.000000,1.000000,1.000000,0.027673,8.000000,-2.000000,-0.001831,0.026323,63.048412,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,3,1.816667,-0.908333,0.908333,20,1.000000,1.000000,1.000000,0.026661,8.000000,-2.000000,-0.000524,0.025053,99.561773,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,3,1.816667,-0.908333,0.908333,22,1.000000,1.000000,1.000000,0.025867,8.000000,-2.000000,-0.001836,0.026235,156.356696,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,3,1.816667,-0.908333,0.908333,24,1.000000,1.000000,1.000000,0.025367,8.000000,-2.000000,-0.001736,0.026259,246.374690,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,3,1.816667,-0.908333,0.908333,26,1.000000,1.000000,1.000000,0.025074,8.000000,-2.000000,-0.001936,0.026361,386.217894,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,3,1.816667,-0.908333,0.908333,28,1.000000,1.000000,1.000000,0.024929,8.000000,-2.000000,-0.002082,0.026599,604.417210,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,3,1.816667,-0.908333,0.908333,30,1.000000,1.000000,1.000000,0.024740,8.000000,-2.000000,-0.001926,0.026376,935.857380,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,5,1.090000,-0.545000,0.545000,-4,0.895000,0.000000,0.000000,24.818426,18.000000,10.000000,-0.568205,14.267265,1.060929,195,1.790000,0
verify_psub_K20_P13_aggressive,20,13,5,1.090000,-0.545000,0.545000,-2,0.925000,0.000000,0.000000,22.004512,18.000000,10.000000,1.224056,12.682471,1.064357,188,1.850000,0
verify_psub_K20_P13_aggressive,20,13,5,1.090000,-0.545000,0.545000,0,0.940000,0.000000,0.000000,14.497700,18.000000,10.000000,1.046269,6.309436,1.080899,146,1.880000,0
verify_psub_K20_P13_aggressive,20,13,5,1.090000,-0.545000,0.545000,2,0.995000,0.000000,0.000000,3.366761,18.000000,10.000000,0.109965,0.501658,1.137922,48,1.990000,0
verify_psub_K20_P13_aggressive,20,13,5,1.090000,-0.545000,0.545000,4,1.000000,0.000000,0.110000,0.493823,18.000000,10.000000,-0.015188,0.092321,1.247051,20,2.000000,0
verify_psub_K20_P13_aggressive,20,13,5,1.090000,-0.545000,0.545000,6,1.000000,0.015000,0.435000,0.305898,18.000000,10.000000,-0.039729,0.100905,1.416731,3,2.000000,0
