route_name,K_fbss,P_sub,sep_factor,theta_sep_deg,theta_a_deg,theta_b_deg,snr_db,raw_success_rate,tol_success_rate,tol_success_rate_rel,rmse_deg,snr90_db,snr90_rel_db,mean_bias_deg,max_bias_deg,lambda2_over_noise,degraded_sample_count,num_peaks_found,sanity_failed
verify_psub_K20_P13_aggressive,20,13,5,1.090000,-0.545000,0.545000,8,1.000000,0.150000,0.795000,0.203019,18.000000,10.000000,0.014866,0.053187,1.700820,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,5,1.090000,-0.545000,0.545000,10,1.000000,0.340000,0.940000,0.142787,18.000000,10.000000,0.015814,0.044467,2.131639,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,5,1.090000,-0.545000,0.545000,12,1.000000,0.565000,0.990000,0.100306,18.000000,10.000000,0.003461,0.028586,2.834134,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,5,1.090000,-0.545000,0.545000,14,1.000000,0.765000,1.000000,0.075973,18.000000,10.000000,0.002555,0.024299,3.949221,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,5,1.090000,-0.545000,0.545000,16,1.000000,0.870000,1.000000,0.058543,18.000000,10.000000,-0.008083,0.028790,5.705510,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,5,1.090000,-0.545000,0.545000,18,1.000000,0.930000,1.000000,0.046556,18.000000,10.000000,0.000071,0.019953,8.487751,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,5,1.090000,-0.545000,0.545000,20,1.000000,0.990000,1.000000,0.037929,18.000000,10.000000,-0.003766,0.023196,12.951736,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,5,1.090000,-0.545000,0.545000,22,1.000000,1.000000,1.000000,0.032116,18.000000,10.000000,-0.003656,0.022632,19.938781,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,5,1.090000,-0.545000,0.545000,24,1.000000,1.000000,1.000000,0.027288,18.000000,10.000000,0.000355,0.019003,31.152304,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,5,1.090000,-0.545000,0.545000,26,1.000000,1.000000,1.000000,0.023932,18.000000,10.000000,-0.001971,0.020569,48.627091,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,5,1.090000,-0.545000,0.545000,28,1.000000,1.000000,1.000000,0.022450,18.000000,10.000000,-0.003658,0.022186,76.508351,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,5,1.090000,-0.545000,0.545000,30,1.000000,1.000000,1.000000,0.021214,18.000000,10.000000,-0.002710,0.021230,120.438493,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,7,0.778571,-0.389286,0.389286,-4,0.835000,0.000000,0.000000,27.977601,22.000000,18.000000,0.254168,17.189975,1.058784,200,1.670000,0
verify_psub_K20_P13_aggressive,20,13,7,0.778571,-0.389286,0.389286,-2,0.885000,0.000000,0.000000,28.496597,22.000000,18.000000,2.681609,19.928547,1.062919,199,1.770000,0
verify_psub_K20_P13_aggressive,20,13,7,0.778571,-0.389286,0.389286,0,0.860000,0.000000,0.000000,26.798959,22.000000,18.000000,-1.379542,17.254401,1.059342,199,1.720000,0
verify_psub_K20_P13_aggressive,20,13,7,0.778571,-0.389286,0.389286,2,0.900000,0.000000,0.000000,24.363759,22.000000,18.000000,0.112193,14.058835,1.060729,197,1.800000,0
verify_psub_K20_P13_aggressive,20,13,7,0.778571,-0.389286,0.389286,4,0.905000,0.000000,0.000000,24.683505,22.000000,18.000000,-3.784461,16.652348,1.064004,187,1.810000,0
verify_psub_K20_P13_aggressive,20,13,7,0.778571,-0.389286,0.389286,6,0.965000,0.000000,0.000000,14.912869,22.000000,18.000000,0.406725,6.041951,1.082352,133,1.930000,0
verify_psub_K20_P13_aggressive,20,13,7,0.778571,-0.389286,0.389286,8,0.995000,0.000000,0.000000,5.891714,22.000000,18.000000,-0.610066,1.411826,1.142591,56,1.990000,0
verify_psub_K20_P13_aggressive,20,13,7,0.778571,-0.389286,0.389286,10,1.000000,0.000000,0.020000,0.477013,22.000000,18.000000,-0.010364,0.024130,1.247414,21,2.000000,0
verify_psub_K20_P13_aggressive,20,13,7,0.778571,-0.389286,0.389286,12,1.000000,0.010000,0.140000,0.307903,22.000000,18.000000,0.016073,0.077494,1.429907,2,2.000000,0
verify_psub_K20_P13_aggressive,20,13,7,0.778571,-0.389286,0.389286,14,1.000000,0.095000,0.515000,0.206020,22.000000,18.000000,-0.012629,0.053378,1.706902,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,7,0.778571,-0.389286,0.389286,16,1.000000,0.255000,0.735000,0.148610,22.000000,18.000000,-0.014740,0.044928,2.164191,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,7,0.778571,-0.389286,0.389286,18,1.000000,0.540000,0.950000,0.101099,22.000000,18.000000,-0.000849,0.029209,2.872276,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,7,0.778571,-0.389286,0.389286,20,1.000000,0.730000,0.985000,0.074798,22.000000,18.000000,-0.001755,0.024263,3.991020,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,7,0.778571,-0.389286,0.389286,22,1.000000,0.910000,1.000000,0.056495,22.000000,18.000000,-0.003583,0.023858,5.798925,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,7,0.778571,-0.389286,0.389286,24,1.000000,0.970000,1.000000,0.044631,22.000000,18.000000,-0.003015,0.021824,8.629742,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,7,0.778571,-0.389286,0.389286,26,1.000000,1.000000,1.000000,0.035405,22.000000,18.000000,-0.004530,0.022970,13.160017,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,7,0.778571,-0.389286,0.389286,28,1.000000,1.000000,1.000000,0.031300,22.000000,18.000000,-0.005494,0.023128,20.285290,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,7,0.778571,-0.389286,0.389286,30,1.000000,1.000000,1.000000,0.027217,22.000000,18.000000,-0.002884,0.020269,31.646876,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,10,0.545000,-0.272500,0.272500,-4,0.865000,0.000000,0.000000,29.138560,30.000000,28.000000,-2.255238,20.065524,1.063275,200,1.730000,0
verify_psub_K20_P13_aggressive,20,13,10,0.545000,-0.272500,0.272500,-2,0.875000,0.000000,0.000000,29.058096,30.000000,28.000000,-3.013893,21.000386,1.058155,200,1.750000,0
verify_psub_K20_P13_aggressive,20,13,10,0.545000,-0.272500,0.272500,0,0.885000,0.000000,0.000000,28.396323,30.000000,28.000000,-1.468024,18.708520,1.060066,200,1.770000,0
verify_psub_K20_P13_aggressive,20,13,10,0.545000,-0.272500,0.272500,2,0.875000,0.000000,0.000000,30.199911,30.000000,28.000000,-0.622780,19.003148,1.057352,200,1.750000,0
verify_psub_K20_P13_aggressive,20,13,10,0.545000,-0.272500,0.272500,4,0.890000,0.000000,0.000000,28.703932,30.000000,28.000000,-0.276961,17.608746,1.058800,200,1.780000,0
verify_psub_K20_P13_aggressive,20,13,10,0.545000,-0.272500,0.272500,6,0.870000,0.000000,0.000000,29.098886,30.000000,28.000000,-0.454410,17.904252,1.060980,200,1.740000,0
verify_psub_K20_P13_aggressive,20,13,10,0.545000,-0.272500,0.272500,8,0.840000,0.000000,0.000000,25.085124,30.000000,28.000000,0.233844,14.561453,1.062015,199,1.680000,0
verify_psub_K20_P13_aggressive,20,13,10,0.545000,-0.272500,0.272500,10,0.890000,0.000000,0.000000,23.157214,30.000000,28.000000,0.271738,12.003058,1.066812,185,1.780000,0
verify_psub_K20_P13_aggressive,20,13,10,0.545000,-0.272500,0.272500,12,0.970000,0.000000,0.000000,18.153794,30.000000,28.000000,-0.649375,8.408872,1.081228,158,1.940000,0
verify_psub_K20_P13_aggressive,20,13,10,0.545000,-0.272500,0.272500,14,0.990000,0.000000,0.000000,6.856073,30.000000,28.000000,-0.069402,1.430871,1.136815,82,1.980000,0
verify_psub_K20_P13_aggressive,20,13,10,0.545000,-0.272500,0.272500,16,1.000000,0.000000,0.000000,0.574301,30.000000,28.000000,0.041871,0.157281,1.232557,32,2.000000,0
verify_psub_K20_P13_aggressive,20,13,10,0.545000,-0.272500,0.272500,18,1.000000,0.000000,0.010000,0.329990,30.000000,28.000000,0.014179,0.019657,1.391559,3,2.000000,0
verify_psub_K20_P13_aggressive,20,13,10,0.545000,-0.272500,0.272500,20,1.000000,0.030000,0.135000,0.235879,30.000000,28.000000,0.003020,0.027985,1.671241,1,2.000000,0
verify_psub_K20_P13_aggressive,20,13,10,0.545000,-0.272500,0.272500,22,1.000000,0.195000,0.405000,0.153743,30.000000,28.000000,-0.012811,0.047909,2.089091,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,10,0.545000,-0.272500,0.272500,24,1.000000,0.460000,0.675000,0.113347,30.000000,28.000000,-0.007727,0.036174,2.767791,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,10,0.545000,-0.272500,0.272500,26,1.000000,0.725000,0.890000,0.078663,30.000000,28.000000,-0.008843,0.032805,3.853942,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,10,0.545000,-0.272500,0.272500,28,1.000000,0.885000,0.970000,0.060832,30.000000,28.000000,-0.005681,0.026440,5.537541,0,2.000000,0
verify_psub_K20_P13_aggressive,20,13,10,0.545000,-0.272500,0.272500,30,1.000000,0.975000,1.000000,0.047318,30.000000,28.000000,-0.000582,0.021334,8.224508,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,1,5.450000,-2.725000,2.725000,-4,1.000000,1.000000,1.000000,0.064607,-4.000000,-4.000000,0.001648,0.064903,43.106400,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,1,5.450000,-2.725000,2.725000,-2,1.000000,1.000000,1.000000,0.064296,-4.000000,-4.000000,0.001250,0.064827,67.815739,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,1,5.450000,-2.725000,2.725000,0,1.000000,1.000000,1.000000,0.064219,-4.000000,-4.000000,0.001317,0.065063,106.566775,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,1,5.450000,-2.725000,2.725000,2,1.000000,1.000000,1.000000,0.063876,-4.000000,-4.000000,0.001657,0.065208,168.153284,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,1,5.450000,-2.725000,2.725000,4,1.000000,1.000000,1.000000,0.063757,-4.000000,-4.000000,0.001849,0.065376,264.609533,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,1,5.450000,-2.725000,2.725000,6,1.000000,1.000000,1.000000,0.063846,-4.000000,-4.000000,0.001983,0.065673,415.383245,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,1,5.450000,-2.725000,2.725000,8,1.000000,1.000000,1.000000,0.063781,-4.000000,-4.000000,0.002089,0.065763,650.408856,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,1,5.450000,-2.725000,2.725000,10,1.000000,1.000000,1.000000,0.063624,-4.000000,-4.000000,0.002149,0.065688,1009.071305,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,1,5.450000,-2.725000,2.725000,12,1.000000,1.000000,1.000000,0.063635,-4.000000,-4.000000,0.002055,0.065629,1549.628208,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,1,5.450000,-2.725000,2.725000,14,1.000000,1.000000,1.000000,0.063611,-4.000000,-4.000000,0.002026,0.065584,2343.324510,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,1,5.450000,-2.725000,2.725000,16,1.000000,1.000000,1.000000,0.063655,-4.000000,-4.000000,0.001936,0.065550,3459.322437,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,1,5.450000,-2.725000,2.725000,18,1.000000,1.000000,1.000000,0.063624,-4.000000,-4.000000,0.002004,0.065589,4953.613530,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,1,5.450000,-2.725000,2.725000,20,1.000000,1.000000,1.000000,0.063639,-4.000000,-4.000000,0.002066,0.065667,6791.981235,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,1,5.450000,-2.725000,2.725000,22,1.000000,1.000000,1.000000,0.063626,-4.000000,-4.000000,0.002088,0.065676,8861.202677,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,1,5.450000,-2.725000,2.725000,24,1.000000,1.000000,1.000000,0.063633,-4.000000,-4.000000,0.002002,0.065601,10999.116763,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,1,5.450000,-2.725000,2.725000,26,1.000000,1.000000,1.000000,0.063619,-4.000000,-4.000000,0.002074,0.065658,12950.521577,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,1,5.450000,-2.725000,2.725000,28,1.000000,1.000000,1.000000,0.063616,-4.000000,-4.000000,0.002040,0.065623,14564.124872,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,1,5.450000,-2.725000,2.725000,30,1.000000,1.000000,1.000000,0.063621,-4.000000,-4.000000,0.002024,0.065613,15840.939361,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,2,2.725000,-1.362500,1.362500,-4,1.000000,0.480000,1.000000,0.096160,4.000000,-4.000000,-0.003579,0.045650,2.957570,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,2,2.725000,-1.362500,1.362500,-2,1.000000,0.685000,1.000000,0.069308,4.000000,-4.000000,-0.000026,0.041786,4.134317,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,2,2.725000,-1.362500,1.362500,0,1.000000,0.755000,1.000000,0.063337,4.000000,-4.000000,0.000229,0.042205,5.985922,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,2,2.725000,-1.362500,1.362500,2,1.000000,0.885000,1.000000,0.055410,4.000000,-4.000000,-0.001370,0.043132,8.946582,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,2,2.725000,-1.362500,1.362500,4,1.000000,0.970000,1.000000,0.050246,4.000000,-4.000000,0.001843,0.043411,13.574021,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,2,2.725000,-1.362500,1.362500,6,1.000000,0.995000,1.000000,0.046084,4.000000,-4.000000,-0.000803,0.042145,21.000994,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,2,2.725000,-1.362500,1.362500,8,1.000000,1.000000,1.000000,0.044886,4.000000,-4.000000,0.000011,0.041252,32.719843,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,2,2.725000,-1.362500,1.362500,10,1.000000,1.000000,1.000000,0.043681,4.000000,-4.000000,-0.001835,0.043458,51.197463,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,2,2.725000,-1.362500,1.362500,12,1.000000,1.000000,1.000000,0.042305,4.000000,-4.000000,-0.000635,0.041824,80.561147,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,2,2.725000,-1.362500,1.362500,14,1.000000,1.000000,1.000000,0.042100,4.000000,-4.000000,0.000360,0.041748,126.801648,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,2,2.725000,-1.362500,1.362500,16,1.000000,1.000000,1.000000,0.041806,4.000000,-4.000000,-0.001191,0.042531,199.444448,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,2,2.725000,-1.362500,1.362500,18,1.000000,1.000000,1.000000,0.041628,4.000000,-4.000000,-0.000337,0.041689,313.562078,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,2,2.725000,-1.362500,1.362500,20,1.000000,1.000000,1.000000,0.041450,4.000000,-4.000000,-0.000583,0.041854,491.870005,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,2,2.725000,-1.362500,1.362500,22,1.000000,1.000000,1.000000,0.041425,4.000000,-4.000000,-0.000224,0.041526,763.504912,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,2,2.725000,-1.362500,1.362500,24,1.000000,1.000000,1.000000,0.041396,4.000000,-4.000000,-0.000406,0.041735,1175.793396,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,2,2.725000,-1.362500,1.362500,26,1.000000,1.000000,1.000000,0.041340,4.000000,-4.000000,-0.000584,0.041874,1784.051377,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,2,2.725000,-1.362500,1.362500,28,1.000000,1.000000,1.000000,0.041338,4.000000,-4.000000,-0.000519,0.041819,2647.088134,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,2,2.725000,-1.362500,1.362500,30,1.000000,1.000000,1.000000,0.041338,4.000000,-4.000000,-0.000538,0.041854,3812.862568,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,3,1.816667,-0.908333,0.908333,-4,1.000000,0.035000,0.755000,0.366934,8.000000,-2.000000,-0.021409,0.100921,1.313147,4,2.000000,0
verify_psub_K16_P17_extreme,16,17,3,1.816667,-0.908333,0.908333,-2,1.000000,0.100000,0.940000,0.242185,8.000000,-2.000000,-0.043391,0.089098,1.518387,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,3,1.816667,-0.908333,0.908333,0,1.000000,0.260000,0.980000,0.179460,8.000000,-2.000000,-0.028069,0.062621,1.840594,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,3,1.816667,-0.908333,0.908333,2,1.000000,0.400000,1.000000,0.128081,8.000000,-2.000000,0.001777,0.032508,2.364808,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,3,1.816667,-0.908333,0.908333,4,1.000000,0.565000,1.000000,0.087384,8.000000,-2.000000,-0.008353,0.038858,3.176797,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,3,1.816667,-0.908333,0.908333,6,1.000000,0.795000,1.000000,0.065918,8.000000,-2.000000,-0.001674,0.032008,4.481808,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,3,1.816667,-0.908333,0.908333,8,1.000000,0.915000,1.000000,0.051746,8.000000,-2.000000,-0.004583,0.034451,6.540142,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,3,1.816667,-0.908333,0.908333,10,1.000000,0.965000,1.000000,0.045208,8.000000,-2.000000,-0.002563,0.032645,9.782603,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,3,1.816667,-0.908333,0.908333,12,1.000000,1.000000,1.000000,0.038825,8.000000,-2.000000,-0.002081,0.032045,15.009926,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,3,1.816667,-0.908333,0.908333,14,1.000000,1.000000,1.000000,0.035954,8.000000,-2.000000,-0.002195,0.031869,23.152559,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,3,1.816667,-0.908333,0.908333,16,1.000000,1.000000,1.000000,0.033673,8.000000,-2.000000,-0.001605,0.031322,36.049364,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,3,1.816667,-0.908333,0.908333,18,1.000000,1.000000,1.000000,0.032099,8.000000,-2.000000,-0.000561,0.030336,56.551200,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,3,1.816667,-0.908333,0.908333,20,1.000000,1.000000,1.000000,0.031291,8.000000,-2.000000,0.000198,0.029935,89.197474,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,3,1.816667,-0.908333,0.908333,22,1.000000,1.000000,1.000000,0.030682,8.000000,-2.000000,-0.001024,0.030719,140.067775,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,3,1.816667,-0.908333,0.908333,24,1.000000,1.000000,1.000000,0.030348,8.000000,-2.000000,-0.000789,0.030569,220.520762,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,3,1.816667,-0.908333,0.908333,26,1.000000,1.000000,1.000000,0.030121,8.000000,-2.000000,-0.001179,0.030879,346.006769,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,3,1.816667,-0.908333,0.908333,28,1.000000,1.000000,1.000000,0.030019,8.000000,-2.000000,-0.001181,0.030946,541.450932,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,3,1.816667,-0.908333,0.908333,30,1.000000,1.000000,1.000000,0.029894,8.000000,-2.000000,-0.001069,0.030797,839.579963,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,5,1.090000,-0.545000,0.545000,-4,0.885000,0.000000,0.000000,25.673185,18.000000,10.000000,0.010415,14.350122,1.056741,196,1.770000,0
verify_psub_K16_P17_extreme,16,17,5,1.090000,-0.545000,0.545000,-2,0.910000,0.000000,0.000000,22.313481,18.000000,10.000000,0.025737,11.554276,1.063489,187,1.820000,0
verify_psub_K16_P17_extreme,16,17,5,1.090000,-0.545000,0.545000,0,0.960000,0.000000,0.000000,14.339944,18.000000,10.000000,0.538019,5.767258,1.083387,140,1.920000,0
verify_psub_K16_P17_extreme,16,17,5,1.090000,-0.545000,0.545000,2,0.990000,0.000000,0.005000,5.352276,18.000000,10.000000,-0.431420,1.181708,1.132998,77,1.980000,0
verify_psub_K16_P17_extreme,16,17,5,1.090000,-0.545000,0.545000,4,1.000000,0.000000,0.100000,0.549002,18.000000,10.000000,-0.034652,0.070170,1.232606,24,2.000000,0
verify_psub_K16_P17_extreme,16,17,5,1.090000,-0.545000,0.545000,6,1.000000,0.020000,0.380000,0.353187,18.000000,10.000000,-0.055300,0.097883,1.384902,4,2.000000,0
verify_psub_K16_P17_extreme,16,17,5,1.090000,-0.545000,0.545000,8,1.000000,0.150000,0.785000,0.213325,18.000000,10.000000,0.023797,0.052454,1.637025,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,5,1.090000,-0.545000,0.545000,10,1.000000,0.325000,0.930000,0.146451,18.000000,10.000000,0.016572,0.042518,2.025059,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,5,1.090000,-0.545000,0.545000,12,1.000000,0.505000,0.985000,0.106740,18.000000,10.000000,0.005118,0.028856,2.655696,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,5,1.090000,-0.545000,0.545000,14,1.000000,0.765000,1.000000,0.076945,18.000000,10.000000,0.003546,0.025178,3.653054,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,5,1.090000,-0.545000,0.545000,16,1.000000,0.840000,1.000000,0.059166,18.000000,10.000000,-0.007212,0.028274,5.219387,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,5,1.090000,-0.545000,0.545000,18,1.000000,0.935000,1.000000,0.045482,18.000000,10.000000,0.000170,0.020927,7.705295,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,5,1.090000,-0.545000,0.545000,20,1.000000,0.995000,1.000000,0.036979,18.000000,10.000000,-0.001904,0.022461,11.702918,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,5,1.090000,-0.545000,0.545000,22,1.000000,1.000000,1.000000,0.031280,18.000000,10.000000,-0.001841,0.022415,17.953672,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,5,1.090000,-0.545000,0.545000,24,1.000000,1.000000,1.000000,0.027462,18.000000,10.000000,0.000857,0.021220,27.952331,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,5,1.090000,-0.545000,0.545000,26,1.000000,1.000000,1.000000,0.024638,18.000000,10.000000,-0.001485,0.021891,43.583031,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,5,1.090000,-0.545000,0.545000,28,1.000000,1.000000,1.000000,0.023535,18.000000,10.000000,-0.002686,0.023074,68.466038,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,5,1.090000,-0.545000,0.545000,30,1.000000,1.000000,1.000000,0.022434,18.000000,10.000000,-0.001514,0.021941,107.755835,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,7,0.778571,-0.389286,0.389286,-4,0.820000,0.000000,0.000000,28.328092,22.000000,18.000000,-0.554062,17.826404,1.056237,200,1.640000,0
verify_psub_K16_P17_extreme,16,17,7,0.778571,-0.389286,0.389286,-2,0.900000,0.000000,0.000000,27.009643,22.000000,18.000000,1.305145,17.534676,1.060110,199,1.800000,0
verify_psub_K16_P17_extreme,16,17,7,0.778571,-0.389286,0.389286,0,0.830000,0.000000,0.000000,27.772636,22.000000,18.000000,-1.199374,17.645105,1.056080,198,1.660000,0
verify_psub_K16_P17_extreme,16,17,7,0.778571,-0.389286,0.389286,2,0.910000,0.000000,0.000000,24.133925,22.000000,18.000000,0.345230,14.056365,1.058637,198,1.820000,0
verify_psub_K16_P17_extreme,16,17,7,0.778571,-0.389286,0.389286,4,0.900000,0.000000,0.000000,22.548311,22.000000,18.000000,-3.154170,14.793227,1.062278,188,1.800000,0
verify_psub_K16_P17_extreme,16,17,7,0.778571,-0.389286,0.389286,6,0.980000,0.000000,0.000000,15.417724,22.000000,18.000000,0.476630,6.192492,1.082767,143,1.960000,0
verify_psub_K16_P17_extreme,16,17,7,0.778571,-0.389286,0.389286,8,0.995000,0.000000,0.000000,6.374629,22.000000,18.000000,-0.559517,1.549820,1.140911,71,1.990000,0
verify_psub_K16_P17_extreme,16,17,7,0.778571,-0.389286,0.389286,10,1.000000,0.000000,0.010000,0.513206,22.000000,18.000000,-0.040479,0.053723,1.233499,20,2.000000,0
verify_psub_K16_P17_extreme,16,17,7,0.778571,-0.389286,0.389286,12,1.000000,0.005000,0.100000,0.346950,22.000000,18.000000,0.035859,0.054895,1.396742,4,2.000000,0
verify_psub_K16_P17_extreme,16,17,7,0.778571,-0.389286,0.389286,14,1.000000,0.095000,0.555000,0.208027,22.000000,18.000000,-0.020136,0.053650,1.645252,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,7,0.778571,-0.389286,0.389286,16,1.000000,0.315000,0.755000,0.146661,22.000000,18.000000,-0.016224,0.039735,2.055531,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,7,0.778571,-0.389286,0.389286,18,1.000000,0.580000,0.930000,0.098936,22.000000,18.000000,-0.005640,0.027584,2.684190,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,7,0.778571,-0.389286,0.389286,20,1.000000,0.775000,0.990000,0.076099,22.000000,18.000000,-0.001515,0.020479,3.686712,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,7,0.778571,-0.389286,0.389286,22,1.000000,0.910000,1.000000,0.055252,22.000000,18.000000,-0.005269,0.023587,5.302480,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,7,0.778571,-0.389286,0.389286,24,1.000000,0.980000,1.000000,0.043142,22.000000,18.000000,-0.002890,0.020236,7.833348,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,7,0.778571,-0.389286,0.389286,26,1.000000,1.000000,1.000000,0.033123,22.000000,18.000000,-0.003421,0.020707,11.881449,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,7,0.778571,-0.389286,0.389286,28,1.000000,1.000000,1.000000,0.030053,22.000000,18.000000,-0.004370,0.021386,18.248008,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,7,0.778571,-0.389286,0.389286,30,1.000000,1.000000,1.000000,0.026136,22.000000,18.000000,-0.001377,0.018377,28.415898,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,10,0.545000,-0.272500,0.272500,-4,0.850000,0.000000,0.000000,29.714649,28.000000,26.000000,-3.590011,21.646888,1.059005,200,1.700000,0
verify_psub_K16_P17_extreme,16,17,10,0.545000,-0.272500,0.272500,-2,0.855000,0.000000,0.000000,28.810510,28.000000,26.000000,-2.182945,20.069612,1.054651,200,1.710000,0
verify_psub_K16_P17_extreme,16,17,10,0.545000,-0.272500,0.272500,0,0.875000,0.000000,0.000000,29.154424,28.000000,26.000000,0.907264,18.788620,1.055719,200,1.750000,0
verify_psub_K16_P17_extreme,16,17,10,0.545000,-0.272500,0.272500,2,0.865000,0.000000,0.000000,29.784456,28.000000,26.000000,-0.651435,19.065960,1.054789,200,1.730000,0
verify_psub_K16_P17_extreme,16,17,10,0.545000,-0.272500,0.272500,4,0.895000,0.000000,0.000000,27.731498,28.000000,26.000000,-0.963104,17.819568,1.055288,200,1.790000,0
verify_psub_K16_P17_extreme,16,17,10,0.545000,-0.272500,0.272500,6,0.875000,0.000000,0.000000,28.352466,28.000000,26.000000,0.564771,17.508030,1.057328,200,1.750000,0
