case_type,trial_index,scenario_name,quant_mode,metric_name,metric_value,topK_miss_count,argmax_changed_flag,score_gap_norm_baseline,score_gap_rel_error,max_clip_rate,note
max_topK_miss_count,791,medium_beta_coherent,combined_int14,topK_miss_count,1,1,1,0.00144265716744021,0.0170011783914192,0,see trial CSV for full fields
argmax_changed_largest_baseline_gap,791,medium_beta_coherent,combined_int14,score_gap_norm_baseline,0.00144265716744021,1,1,0.00144265716744021,0.0170011783914192,0,see trial CSV for full fields
max_score_gap_rel_error,191,medium_beta_coherent,combined_int14,score_gap_rel_error,0.0208598185040552,0,0,0.00143594012250808,0.0208598185040552,0,see trial CSV for full fields
policy_changed_sample,NaN,,,same_policy_flag,NaN,NaN,0,NaN,NaN,NaN,no matching sample
max_clip_or_overflow_sample,71,hard_phase,double_baseline,max_clip_rate,0,0,0,0.00151408906621902,0,0,see trial CSV for full fields
