summary_level,group,case_name,SNR,num_trials,full_success_rate,lazy_success_rate,lazy_vs_full_success_gap,route_agreement_full_vs_lazy,lazy_false_high_confidence_rate,lazy_false_medium_high_confidence_rate,lazy_boundary_missed_rate,lazy_low_confidence_rate,lazy_boundary_unreliable_rate,mean_full_runtime_sec,median_full_runtime_sec,p90_full_runtime_sec,p95_full_runtime_sec,mean_lazy_runtime_sec,median_lazy_runtime_sec,p90_lazy_runtime_sec,p95_lazy_runtime_sec,mean_runtime_speedup,median_runtime_speedup,p90_runtime_speedup,mean_runtime_reduction,mean_executed_stage_count,execution_rate_level2_music,execution_rate_refocus,execution_rate_level2_rank1,execution_rate_2dmusic,execution_rate_pair_local,early_stop_rate,heavy_route_trigger_rate,pair_local_trigger_rate,early_stop_stage1_rate,early_stop_stage2_rate,early_stop_stage3_rate,early_stop_stage4_rate,early_stop_stage5_rate,early_stop_stage6_rate,main_lazy_route,main_failure_reason
scenario_snr,phase_scan,phase_0,0,30,0.966666666666667,0.966666666666667,0,0.0333333333333333,0,0,0,0.0333333333333333,0,0.613716753333333,0.61199815,0.62611492,0.63074736,0.11011208,0.09155895,0.0968962,0.101819205,6.47115759123994,6.72783768766763,6.92125365898102,0.820253554179803,3.03333333333333,1,1,1,0.0333333333333333,0,0.966666666666667,0.0333333333333333,0,0,0,0.966666666666667,0,0,0.0333333333333333,level2_rank1_fallback,music_single_rank1_fallback
scenario_snr,phase_scan,phase_0,8,30,0.633333333333333,0.633333333333333,0,0.366666666666667,0,0,0,0.366666666666667,0,0.6170355,0.6124023,0.63812811,0.6438273,0.282284933333333,0.09429615,0.61612576,0.617617765,4.60616146546085,6.58861102453962,6.87048835672924,0.544635311529316,3.36666666666667,1,1,1,0.366666666666667,0,0.633333333333333,0.366666666666667,0,0,0,0.633333333333333,0,0,0.366666666666667,level2_rank1_fallback,music_single_rank1_fallback
scenario_snr,phase_scan,phase_0,16,30,0.3,0.3,0,0.7,0,0,0,0.7,0,0.611530176666667,0.6093151,0.62297207,0.638769035,0.454423606666667,0.60105805,0.62282808,0.62971336,2.70260805722204,1.01063585290122,6.73470451136289,0.257549541814884,3.7,1,1,1,0.7,0,0.3,0.7,0,0,0,0.3,0,0,0.7,low_confidence,no_reliable_observable_route
scenario_snr,phase_scan,phase_120,0,30,1,1,0,1,0,0,0,0.1,0,0.61235253,0.6083802,0.63511595,0.637259775,0.14107393,0.08727225,0.146534050000001,0.602945375,6.41053396384743,6.99970297105049,7.24812810825164,0.769643665982926,2.2,1,1,0.1,0.1,0,0.9,0.1,0,0.533333333333333,0.366666666666667,0,0,0,0.1,level2_music_or_center_real,ok
scenario_snr,phase_scan,phase_120,8,30,1,1,0,1,0,0,0,0,0,0.65298397,0.64605455,0.66804024,0.70389,0.0902114366666667,0.08755265,0.0952609,0.10265718,7.25934451596161,7.36228364639095,7.53764795374704,0.861800828096618,2,1,1,0,0,0,1,0,0,0.566666666666667,0.433333333333333,0,0,0,0,level2_music_or_center_real,ok
scenario_snr,phase_scan,phase_120,16,30,1,1,0,1,0,0,0,0.0666666666666667,0,0.64086506,0.6371018,0.6634333,0.673395005,0.123588013333333,0.08805815,0.0981458,0.3815577,6.82224547493587,7.22221454247488,7.553914809601,0.806788678941079,2.13333333333333,1,1,0.0666666666666667,0.0666666666666667,0,0.933333333333333,0.0666666666666667,0,0.866666666666667,0.0666666666666667,0,0,0,0.0666666666666667,level2_music_or_center_real,ok
scenario_snr,phase_scan,phase_150,0,30,0.5,0.466666666666667,-0.0333333333333333,0.8,0,0.166666666666667,0,0.666666666666667,0.533333333333333,0.653087856666667,0.6428734,0.68539087,0.700290645,0.43972568,0.60758475,0.62254328,0.634506335,3.12267749797022,1.0653620599099,7.38536614041381,0.321312845504459,3.33333333333333,1,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.666666666666667,0,0.2,0.133333333333333,0,0,0,0.666666666666667,boundary_unreliable,boundary_unreliable
scenario_snr,phase_scan,phase_150,8,30,0.833333333333333,0.833333333333333,0,0.966666666666667,0,0.0333333333333333,0,0.4,0.3,0.640362276666667,0.6395535,0.65235506,0.65757061,0.298037466666667,0.0888135,0.61882537,0.622289675,4.79534861558575,7.18066666696738,7.47000360262362,0.534757556117736,2.8,1,1,0.4,0.4,0,0.6,0.4,0,0.566666666666667,0.0333333333333333,0,0,0,0.4,level2_music_or_center_real,ok
scenario_snr,phase_scan,phase_150,16,30,1,1,0,1,0,0,0,0.1,0.0666666666666667,0.643373556666667,0.6409985,0.64993043,0.674023325,0.141654413333333,0.08771755,0.157450130000001,0.604836535,6.56946446962139,7.2817919751354,7.48272000628724,0.779288184322278,2.2,1,1,0.1,0.1,0,0.9,0.1,0,0.9,0,0,0,0,0.1,level2_music_or_center_real,ok
scenario_snr,phase_scan,phase_180,0,30,0,0,0,1,0,0,0,1,1,0.612092296666667,0.60890215,0.62537804,0.631769245,0.613916503333333,0.61356685,0.62748694,0.628931125,0.997197545375641,0.998544016228152,1.01804677574859,-0.00311470349039621,4,1,1,1,1,0,0,1,0,0,0,0,0,0,1,boundary_unreliable,boundary_unreliable
