route_name,sep_factor,theta_sep_deg,theta_a_deg,theta_b_deg,snr_db,raw_success_count,tol_success_count,tol_success_count_rel,raw_success_rate,tol_success_rate,tol_success_rate_rel,rmse_deg,rmse_valid_count,mean_num_peaks,snr90_db,snr90_rel_db,lambda2_over_noise_array
baseline_routeB_centerT_grid_music,6,0.466667,12.766667,13.233333,16,200,200,200,1.000000,1.000000,1.000000,0.023604,200,2.000000,12.000000,12.000000,NaN
baseline_routeB_centerT_grid_music,6,0.466667,12.766667,13.233333,18,200,200,200,1.000000,1.000000,1.000000,0.017646,200,2.000000,12.000000,12.000000,NaN
baseline_routeB_centerT_grid_music,6,0.466667,12.766667,13.233333,20,200,200,200,1.000000,1.000000,1.000000,0.014834,200,2.000000,12.000000,12.000000,NaN
baseline_routeB_centerT_grid_music,6,0.466667,12.766667,13.233333,22,200,200,200,1.000000,1.000000,1.000000,0.011789,200,2.000000,12.000000,12.000000,NaN
baseline_routeB_centerT_grid_music,6,0.466667,12.766667,13.233333,24,200,200,200,1.000000,1.000000,1.000000,0.009254,200,2.000000,12.000000,12.000000,NaN
baseline_routeB_centerT_grid_music,6,0.466667,12.766667,13.233333,26,200,200,200,1.000000,1.000000,1.000000,0.007261,200,2.000000,12.000000,12.000000,NaN
baseline_routeB_centerT_grid_music,6,0.466667,12.766667,13.233333,28,200,200,200,1.000000,1.000000,1.000000,0.006388,200,2.000000,12.000000,12.000000,NaN
baseline_routeB_centerT_grid_music,6,0.466667,12.766667,13.233333,30,200,200,200,1.000000,1.000000,1.000000,0.005177,200,2.000000,12.000000,12.000000,NaN
baseline_routeB_centerT_grid_music,7,0.400000,12.800000,13.200000,-4,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1.000000,16.000000,16.000000,NaN
baseline_routeB_centerT_grid_music,7,0.400000,12.800000,13.200000,-2,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1.000000,16.000000,16.000000,NaN
baseline_routeB_centerT_grid_music,7,0.400000,12.800000,13.200000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1.000000,16.000000,16.000000,NaN
baseline_routeB_centerT_grid_music,7,0.400000,12.800000,13.200000,2,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1.000000,16.000000,16.000000,NaN
baseline_routeB_centerT_grid_music,7,0.400000,12.800000,13.200000,4,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1.000000,16.000000,16.000000,NaN
baseline_routeB_centerT_grid_music,7,0.400000,12.800000,13.200000,6,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1.000000,16.000000,16.000000,NaN
baseline_routeB_centerT_grid_music,7,0.400000,12.800000,13.200000,8,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1.000000,16.000000,16.000000,NaN
baseline_routeB_centerT_grid_music,7,0.400000,12.800000,13.200000,10,14,8,8,0.070000,0.040000,0.040000,0.100570,14,1.070000,16.000000,16.000000,NaN
baseline_routeB_centerT_grid_music,7,0.400000,12.800000,13.200000,12,84,74,74,0.420000,0.370000,0.370000,0.066099,84,1.420000,16.000000,16.000000,NaN
baseline_routeB_centerT_grid_music,7,0.400000,12.800000,13.200000,14,170,162,162,0.850000,0.810000,0.810000,0.055091,170,1.850000,16.000000,16.000000,NaN
baseline_routeB_centerT_grid_music,7,0.400000,12.800000,13.200000,16,199,199,199,0.995000,0.995000,0.995000,0.038089,199,1.995000,16.000000,16.000000,NaN
baseline_routeB_centerT_grid_music,7,0.400000,12.800000,13.200000,18,200,200,200,1.000000,1.000000,1.000000,0.028067,200,2.000000,16.000000,16.000000,NaN
baseline_routeB_centerT_grid_music,7,0.400000,12.800000,13.200000,20,200,200,200,1.000000,1.000000,1.000000,0.020530,200,2.000000,16.000000,16.000000,NaN
baseline_routeB_centerT_grid_music,7,0.400000,12.800000,13.200000,22,200,200,200,1.000000,1.000000,1.000000,0.015174,200,2.000000,16.000000,16.000000,NaN
baseline_routeB_centerT_grid_music,7,0.400000,12.800000,13.200000,24,200,200,200,1.000000,1.000000,1.000000,0.012093,200,2.000000,16.000000,16.000000,NaN
baseline_routeB_centerT_grid_music,7,0.400000,12.800000,13.200000,26,200,200,200,1.000000,1.000000,1.000000,0.009772,200,2.000000,16.000000,16.000000,NaN
baseline_routeB_centerT_grid_music,7,0.400000,12.800000,13.200000,28,200,200,200,1.000000,1.000000,1.000000,0.007794,200,2.000000,16.000000,16.000000,NaN
baseline_routeB_centerT_grid_music,7,0.400000,12.800000,13.200000,30,200,200,200,1.000000,1.000000,1.000000,0.006633,200,2.000000,16.000000,16.000000,NaN
baseline_routeB_centerT_grid_music,8,0.350000,12.825000,13.175000,-4,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1.000000,18.000000,18.000000,NaN
baseline_routeB_centerT_grid_music,8,0.350000,12.825000,13.175000,-2,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1.000000,18.000000,18.000000,NaN
