quant_mode,is_fixed_candidate,recommendation_candidate_flag,num_trials,reliable_trial_count,overall_top1_preservation_rate,overall_topK_set_preservation_rate,overall_topK_miss_rate,reliable_top1_preservation_rate,reliable_topK_set_preservation_rate,reliable_topK_miss_rate,argmax_changed_rate_on_reliable_margin,reliable_score_gap_sign_flip_rate,mean_score_rank_spearman,min_score_rank_spearman,max_candidate_score_rel_l2_error,max_score_gap_rel_error,same_policy_rate,same_estimate_rate,same_confidence_rate,same_fallback_rate,boundary_state_same_rate,max_clip_rate,max_overflow_rate,ranking_pass_flag,topK_pass_flag,fixed_point_pass_flag,mode_storage_cost_bits
double_baseline,0,0,12,8,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,16
float32_all,0,0,12,8,1,1,0,1,1,0,0,0,0.999999999667968,0.999999999486859,9.6286369971429e-07,0.000528670584432085,1,1,1,1,1,0,0,1,1,0,16
combined_int16,1,1,12,8,1,1,0,1,1,0,0,0,0.999999975522685,0.999999968939894,3.918256036205e-05,0.0149273764868048,1,1,1,1,1,0,0,1,1,1,16
combined_int18,1,1,12,8,1,1,0,1,1,0,0,0,0.999999994762947,0.999999993510279,8.61459302495759e-06,0.0132843332399437,1,1,1,1,1,0,0,1,1,1,18
combined_int24,1,1,12,8,1,1,0,1,1,0,0,0,0.999999999927054,0.999999999788707,1.4733493016982e-07,7.76171747977736e-05,1,1,1,1,1,0,0,1,1,1,24
mixed_Z16_G24_Rz24,1,1,12,8,1,1,0,1,1,0,0,0,0.999999999262989,0.999999998822795,6.79645500355766e-06,0.000518400457541674,1,1,1,1,1,0,0,1,1,1,24
combined_int14,1,1,12,8,0.75,1,0,1,1,0,0,0,0.999999855528249,0.999999806244102,0.000149448040984689,0.0977409515421208,1,0.75,1,1,1,0,0,1,1,1,16
W_int18_G24_Z16,1,1,12,8,1,1,0,1,1,0,0,0,0.999999999305751,0.999999998913349,6.64220746019449e-06,0.000518123771822521,1,1,1,1,1,0,0,1,1,1,24
